country,date,hour,origin_lat,origin_lon,origin_container,destination_lat,destination_lon,destination_container,amount
fr,12/25/14,0,42.46027778,1.491111111,1,42.46027778,1.491111111,1,3
fr,12/25/14,0,42.46027778,1.491111111,1,42.46027778,1.491111111,1,2
fr,12/25/14,0,42.49666667,1.5125,0,42.49666667,1.5125,0,1
fr,12/25/14,0,42.49666667,1.5125,0,42.50611111,1.520833333,0,3
fr,12/25/14,0,42.49666667,1.5125,0,42.49666667,1.5125,0,1
fr,12/25/14,0,42.49666667,1.5125,0,42.50833333,1.523611111,0,1
fr,12/25/14,0,42.50777778,1.5325,0,42.51138889,1.530555556,0,1
fr,12/25/14,0,42.50777778,1.5325,0,42.50777778,1.5325,0,1
fr,12/25/14,0,42.50777778,1.5325,0,42.50777778,1.5325,0,1
fr,12/25/14,0,42.50777778,1.5325,0,42.50777778,1.5325,0,2
fr,12/25/14,0,42.50777778,1.5325,0,42.51138889,1.530555556,0,1
fr,12/25/14,0,42.50777778,1.5325,0,42.50777778,1.5325,0,1
fr,12/25/14,0,42.50777778,1.5325,0,42.50777778,1.5325,0,1
fr,12/25/14,0,42.50833333,1.523611111,0,42.50833333,1.523611111,0,2
fr,12/25/14,0,42.50833333,1.523611111,0,42.50833333,1.523611111,0,1
fr,12/25/14,0,42.50833333,1.523611111,0,42.50833333,1.523611111,0,1
fr,12/25/14,0,42.50833333,1.523611111,0,42.50833333,1.523611111,0,4
fr,12/25/14,0,42.50833333,1.523611111,0,42.51138889,1.530555556,0,1
fr,12/25/14,0,42.50833333,1.523611111,0,42.50416667,1.527222222,0,1
fr,12/25/14,0,42.50833333,1.523611111,0,42.50833333,1.523611111,0,4
fr,12/25/14,0,42.50833333,1.523611111,0,42.50833333,1.523611111,0,1
fr,12/25/14,0,42.50833333,1.523611111,0,42.51138889,1.530555556,0,1
fr,12/25/14,0,42.50833333,1.523611111,0,42.50833333,1.523611111,0,1
fr,12/25/14,0,42.50833333,1.523611111,0,42.50833333,1.523611111,0,11
fr,12/25/14,0,42.50833333,1.523611111,0,42.50833333,1.523611111,0,1
fr,12/25/14,0,42.53444444,1.58,4,42.53444444,1.58,4,15
fr,12/25/14,0,42.53444444,1.58,4,42.53444444,1.58,4,9
fr,12/25/14,0,42.53444444,1.58,4,42.53444444,1.58,4,2
fr,12/25/14,0,42.53444444,1.58,4,42.53444444,1.58,4,5
fr,12/25/14,0,42.53444444,1.58,4,42.53444444,1.58,4,2
fr,12/25/14,0,42.56611111,1.5975,4,42.56611111,1.5975,4,5
fr,12/25/14,0,42.56611111,1.5975,4,42.56611111,1.5975,4,7
fr,12/25/14,0,42.50722222,1.538055556,0,42.50722222,1.538055556,0,1
fr,12/25/14,0,42.50722222,1.538055556,0,42.50722222,1.538055556,0,1
fr,12/25/14,0,42.50722222,1.538055556,0,42.51083333,1.540277778,0,1
fr,12/25/14,0,42.50722222,1.538055556,0,42.50083333,1.531111111,0,1
fr,12/25/14,0,42.50722222,1.538055556,0,42.50722222,1.538055556,0,1
fr,12/25/14,0,42.55277778,1.533611111,2,42.55277778,1.533611111,2,6
fr,12/25/14,0,42.55277778,1.533611111,2,42.55277778,1.533611111,2,2
fr,12/25/14,0,42.57555556,1.670277778,5,42.57555556,1.670277778,5,14
fr,12/25/14,0,42.57555556,1.670277778,5,42.57555556,1.670277778,5,1
fr,12/25/14,0,42.57555556,1.670277778,5,42.57777778,1.6625,5,2
fr,12/25/14,0,42.57555556,1.670277778,5,42.57555556,1.670277778,5,3
fr,12/25/14,0,42.57555556,1.670277778,5,42.57555556,1.670277778,5,18
fr,12/25/14,0,42.57555556,1.670277778,5,42.57555556,1.670277778,5,1
fr,12/25/14,0,42.56416667,1.664444444,5,42.56416667,1.664444444,5,1
fr,12/25/14,0,42.53638889,1.516111111,2,42.53638889,1.516111111,2,3
fr,12/25/14,0,42.53638889,1.516111111,2,42.53638889,1.516111111,2,2
fr,12/25/14,0,42.53638889,1.516111111,2,42.54444444,1.516944444,2,1
fr,12/25/14,0,42.53638889,1.516111111,2,42.53638889,1.516111111,2,25
fr,12/25/14,0,42.53638889,1.516111111,2,42.54583333,1.540277778,2,1
fr,12/25/14,0,42.53638889,1.516111111,2,42.50722222,1.538055556,0,1
fr,12/25/14,0,42.53638889,1.516111111,2,42.54444444,1.516944444,2,1
fr,12/25/14,0,42.55722222,1.497777778,2,42.55722222,1.497777778,2,1
fr,12/25/14,0,42.55722222,1.497777778,2,42.55722222,1.497777778,2,1
fr,12/25/14,0,42.55722222,1.497777778,2,42.55722222,1.497777778,2,3
fr,12/25/14,0,42.57916667,1.639166667,5,42.57916667,1.639166667,5,28
fr,12/25/14,0,42.57916667,1.639166667,5,42.57777778,1.6625,5,1
fr,12/25/14,0,42.57916667,1.639166667,5,42.57916667,1.639166667,5,1
fr,12/25/14,0,42.57916667,1.639166667,5,42.56416667,1.664444444,5,1
fr,12/25/14,0,42.57916667,1.639166667,5,42.57916667,1.639166667,5,19
fr,12/25/14,0,42.54388889,1.730555556,6,42.54388889,1.730555556,6,326
fr,12/25/14,0,42.54388889,1.730555556,6,42.53861111,1.733055556,6,7
fr,12/25/14,0,42.54388889,1.730555556,6,42.55638889,1.767777778,6,1
fr,12/25/14,0,42.54388889,1.730555556,6,42.53861111,1.733055556,6,10
fr,12/25/14,0,42.535,1.5875,4,42.535,1.5875,4,1
fr,12/25/14,0,42.535,1.5875,4,42.55333333,1.589166667,4,1
fr,12/25/14,0,42.53194444,1.562777778,4,42.53194444,1.562777778,4,7
fr,12/25/14,0,42.56166667,1.598333333,4,42.56805556,1.600277778,4,1
fr,12/25/14,0,42.57722222,1.662777778,5,42.57722222,1.662777778,5,45
fr,12/25/14,0,42.57722222,1.662777778,5,42.57777778,1.6625,5,2
fr,12/25/14,0,42.57777778,1.6625,5,42.57555556,1.670277778,5,2
fr,12/25/14,0,42.57777778,1.6625,5,42.57722222,1.662777778,5,2
fr,12/25/14,0,42.57777778,1.6625,5,42.57777778,1.6625,5,41
fr,12/25/14,0,42.57777778,1.6625,5,42.57916667,1.639166667,5,1
fr,12/25/14,0,42.57777778,1.6625,5,42.56416667,1.664444444,5,4
fr,12/25/14,0,42.56833333,1.646666667,5,42.57916667,1.639166667,5,1
fr,12/25/14,0,42.44805556,1.4825,1,42.44805556,1.4825,1,1
fr,12/25/14,0,42.44194444,1.463611111,1,42.44194444,1.463611111,1,5
fr,12/25/14,0,42.44194444,1.463611111,1,42.46027778,1.491111111,1,2
fr,12/25/14,0,42.55361111,1.588888889,4,42.55361111,1.588888889,4,3
fr,12/25/14,0,42.55333333,1.589166667,4,42.56416667,1.664444444,5,1
fr,12/25/14,0,42.5825,1.519166667,3,42.5825,1.519166667,3,19
fr,12/25/14,0,42.5825,1.519166667,3,42.59777778,1.5275,3,1
fr,12/25/14,0,42.56444444,1.526944444,3,42.56444444,1.526944444,3,3
fr,12/25/14,0,42.56805556,1.600277778,4,42.56166667,1.598333333,4,1
fr,12/25/14,0,42.56805556,1.600277778,4,42.56805556,1.600277778,4,8
fr,12/25/14,0,42.56805556,1.600277778,4,42.56611111,1.5975,4,1
fr,12/25/14,0,42.62111111,1.538333333,3,42.62111111,1.538333333,3,11
fr,12/25/14,0,42.62111111,1.538333333,3,42.6225,1.563888889,3,1
fr,12/25/14,0,42.62111111,1.538333333,3,42.62111111,1.538333333,3,1
fr,12/25/14,0,42.51138889,1.530555556,0,42.51138889,1.530555556,0,3
fr,12/25/14,0,42.51138889,1.530555556,0,42.51138889,1.530555556,0,2
fr,12/25/14,0,42.51138889,1.530555556,0,42.51138889,1.530555556,0,1
fr,12/25/14,0,42.51138889,1.530555556,0,42.51138889,1.530555556,0,33
fr,12/25/14,0,42.51138889,1.530555556,0,42.50777778,1.5325,0,1
fr,12/25/14,0,42.51138889,1.530555556,0,42.50833333,1.523611111,0,1
fr,12/25/14,0,42.51138889,1.530555556,0,42.50777778,1.5325,0,1
fr,12/25/14,0,42.51138889,1.530555556,0,42.50833333,1.523611111,0,1
fr,12/25/14,0,42.51138889,1.530555556,0,42.51138889,1.530555556,0,4
fr,12/25/14,0,42.50527778,1.517777778,0,42.49666667,1.5125,0,1
fr,12/25/14,0,42.5075,1.522777778,0,42.5075,1.522777778,0,8
fr,12/25/14,0,42.5075,1.522777778,0,42.5075,1.522777778,0,2
fr,12/25/14,0,42.5075,1.522777778,0,42.50722222,1.538055556,0,1
fr,12/25/14,0,42.5075,1.522777778,0,42.51138889,1.530555556,0,1
fr,12/25/14,0,42.5075,1.522777778,0,42.5075,1.522777778,0,1
fr,12/25/14,0,42.5075,1.522777778,0,42.5075,1.522777778,0,1
fr,12/25/14,0,42.5075,1.522777778,0,42.5075,1.522777778,0,2
fr,12/25/14,0,42.5075,1.522777778,0,42.5075,1.522777778,0,20
fr,12/25/14,0,42.5075,1.522777778,0,42.50722222,1.538055556,0,1
fr,12/25/14,0,42.5075,1.522777778,0,42.50833333,1.523611111,0,1
fr,12/25/14,0,42.5075,1.522777778,0,42.50944444,1.523055556,0,1
fr,12/25/14,0,42.5075,1.522777778,0,42.5075,1.522777778,0,6
fr,12/25/14,0,42.5075,1.522777778,0,42.49666667,1.5125,0,1
fr,12/25/14,0,42.5075,1.522777778,0,42.5075,1.522777778,0,1
fr,12/25/14,0,42.5075,1.522777778,0,42.5075,1.522777778,0,33
fr,12/25/14,0,42.51083333,1.540277778,0,42.51083333,1.540277778,0,3
fr,12/25/14,0,42.51083333,1.540277778,0,42.51083333,1.540277778,0,2
fr,12/25/14,0,42.51083333,1.540277778,0,42.51083333,1.540277778,0,1
fr,12/25/14,0,42.51083333,1.540277778,0,42.50722222,1.538055556,0,1
fr,12/25/14,0,42.51083333,1.540277778,0,42.51083333,1.540277778,0,2
fr,12/25/14,0,42.51083333,1.540277778,0,42.50722222,1.538055556,0,1
fr,12/25/14,0,42.51083333,1.540277778,0,42.51083333,1.540277778,0,5
fr,12/25/14,0,42.51083333,1.540277778,0,42.51083333,1.540277778,0,1
