XCoord,YCoord,AFFILIATION,AREA,GEOCODE,COMMUTE_TYPE,FIPS,DIST_TO_MIT_KM
-77.055494,38.91491803,OTA,SSM,OFF_CAMPUS,UNK,1.1001E+11,764.3400196
-71.11052977,42.36970877,FAC,SCI,OFF_CAMPUS,UNK,2.50174E+11,2.377879801
-71.1760151,42.41351006,SUP,SCI,OFF_CAMPUS,DRV_PUB,2.50174E+11,10.84970675
-71.03111606,41.92811378,SER,VPRES,OFF_CAMPUS,UNK,2.50056E+11,47.03790539
-71.14621282,42.41061167,SUP,ENG,OFF_CAMPUS,WLK_PUB,2.50174E+11,8.407416418
-71.11691892,42.38965579,SUP,SCI,OFF_CAMPUS,DRV_PUB,2.50174E+11,4.040692888
-70.69849784,41.93609641,SUP,EVP,OFF_CAMPUS,DRV,2.50235E+11,65.16406625
-71.46331613,42.47074744,ADM,HAS,OFF_CAMPUS,WLK_PUB,2.50174E+11,42.80475847
-71.14551299,42.34012186,ADM,LIB,OFF_CAMPUS,WLK_PUB,2.5025E+11,5.951252981
-71.36314787,42.21570916,ADM,VPIST,OFF_CAMPUS,DRV_HOM,2.50174E+11,34.99708391
-71.06399615,42.41970268,SUP,VPRES,OFF_CAMPUS,DRV,2.50173E+11,7.604428269
-71.11872724,42.9746524,SUP,DF,OFF_CAMPUS,UNK,3.30151E+11,68.51715284
-69.62070746,44.12488788,SUP,LIB,OFF_CAMPUS,UNK,2.3016E+11,251.5471453
-70.98935416,42.43128329,SUP,VPF,OFF_CAMPUS,DRV,2.50252E+11,13.2836544
-70.72515236,42.12183834,ADM,DF,OFF_CAMPUS,DRV,2.50235E+11,49.07142395
-71.03252526,42.40727576,ADM,OEVP,OFF_CAMPUS,DRV,2.50252E+11,8.603579573
-71.07386784,42.41614476,SUP,SCI,OFF_CAMPUS,DRV,2.50173E+11,6.725089891
-71.14868608,42.24039792,RES,SCI,OFF_CAMPUS,DRV,2.50214E+11,14.6126753
-71.33283127,42.68143397,SER,VPRES,OFF_CAMPUS,UNK,2.50173E+11,45.13447168
-71.55230412,42.60185733,RES,VPRES,OFF_CAMPUS,UNK,2.50173E+11,56.69738648
-71.074424,42.2840154,SER,DSL,OFF_CAMPUS,CRP2,2.50251E+11,8.845786602
-71.11324241,42.322357,OTA,SAP,OFF_CAMPUS,UNK,2.50251E+11,4.708896872
-71.07908123,42.34292427,RES,VPRES,OFF_CAMPUS,UNK,2.50251E+11,2.356965349
-71.31955353,42.27931177,OTA,ENG,OFF_CAMPUS,UNK,2.50174E+11,26.7771921
-80.2811067,25.72739778,OTA,SSM,OFF_CAMPUS,UNK,1.2086E+11,2092.539691
-71.24556339,42.80457128,SUP,OPV,OFF_CAMPUS,DRV_HOM,3.30151E+11,51.04146156
-71.13739082,42.40992586,RES,ENG,OFF_CAMPUS,BIC,2.50174E+11,7.659189392
-73.33485801,42.37905081,OTA,ENG,OFF_CAMPUS,DRV,2.50039E+11,251.1031579
-71.45811237,42.52439756,FAC,SCI,OFF_CAMPUS,DRV_PUB,2.50173E+11,45.42349033
-71.13051642,42.37834582,RES,OPV,OFF_CAMPUS,UNK,2.50174E+11,4.965472875
-71.11147786,42.37258373,RES,OPV,OFF_CAMPUS,DRV_PUB,2.50174E+11,2.377879801
-71.09681631,42.3699704,OTA,VPRES,OFF_CAMPUS,UNK,2.50174E+11,1.16990972
-70.94478331,42.98158489,OTA,VPRES,OFF_CAMPUS,UNK,3.30151E+11,72.03665255
-71.11143694,42.4293607,MED,EVP,OFF_CAMPUS,WLK_PUB,2.50173E+11,7.917367326
-71.36332676,42.41990927,OTA,HAS,OFF_CAMPUS,DRV_HOM,2.50174E+11,27.33572806
-71.14269359,42.42062237,ADM,VPRES,OFF_CAMPUS,DRV,2.50173E+11,8.264804586
-71.08053921,42.18835543,ADM,ENG,OFF_CAMPUS,CRP2,2.50214E+11,19.84715093
-71.09746647,42.37833317,ADM,LIB,OFF_CAMPUS,DRV_PUB,2.50174E+11,2.157775814
-71.24855417,42.79315112,SUP,HAS,OFF_CAMPUS,DRV,3.30151E+11,51.04146156
-71.17863571,42.3874325,ADM,LIB,OFF_CAMPUS,DRV_PUB,2.50174E+11,9.737732933
-71.13968355,42.41544544,OTA,ENG,OFF_CAMPUS,WLK_PUB,2.50174E+11,8.032174487
-71.12197494,42.41440326,SUP,ENG,OFF_CAMPUS,DRV_PUB,2.50173E+11,6.881289149
-70.97063985,42.59609783,RES,SCI,OFF_CAMPUS,UNK,2.50092E+11,27.33773169
-70.969028,42.26517372,SER,DF,OFF_CAMPUS,WLK_PUB,2.50214E+11,18.13000033
-71.13820241,42.41728176,ADM,LIB,OFF_CAMPUS,DRV_PUB,2.50173E+11,8.264804586
-71.16178501,42.41414111,RES,ENG,OFF_CAMPUS,DRV,2.50174E+11,9.886659918
-71.14504818,42.396703,ADM,SCI,OFF_CAMPUS,WLK_PUB,2.50174E+11,6.930821761
-71.03472942,42.15256334,SUP,DF,OFF_CAMPUS,WLK_PUB,2.50214E+11,24.14091588
-71.0751216,42.29147811,SER,DF,OFF_CAMPUS,WLK_PUB,2.50251E+11,7.615257836
-70.97924945,42.22831777,SER,DF,OFF_CAMPUS,UNK,2.50214E+11,19.81393946
-71.01682723,42.42978077,SER,DF,OFF_CAMPUS,UNK,2.50252E+11,12.28887008
-70.91850592,42.56030663,RES,LL,OFF_CAMPUS,UNK,2.50092E+11,29.50116726
-71.37575335,42.93846556,ADM,VPIST,OFF_CAMPUS,DRV,3.3015E+11,68.69914486
-71.19086598,42.42475929,ADM,DUE,OFF_CAMPUS,DRV_PUB,2.50174E+11,12.69950833
-70.96535145,42.46688836,SUP,VPRES,OFF_CAMPUS,DRV,2.50092E+11,18.86579644
-71.08468142,42.39192905,SUP,DF,OFF_CAMPUS,WLK_PUB,2.50174E+11,3.579881408
-71.24040568,42.59431408,ADM,DSL,OFF_CAMPUS,UNK,2.50173E+11,31.40975211
-71.07031212,42.31486865,SUP,DUE,OFF_CAMPUS,DRV,2.50251E+11,5.467961711
-71.14420242,42.27877617,RES,ENG,OFF_CAMPUS,DRV,2.50251E+11,10.636013
-75.0341324,40.08025492,ADM,ENG,OFF_CAMPUS,DRV,4.2101E+11,505.8475057
-71.46004686,42.05401883,RES,LL,OFF_CAMPUS,UNK,2.50214E+11,55.03685322
-71.1922505,42.35014615,ADM,ENG,OFF_CAMPUS,DRV,2.50174E+11,10.67748243
-71.2262431,42.43457368,ADM,SSM,OFF_CAMPUS,DRV,2.50174E+11,16.66997701
-71.14146048,42.29126171,ADM,VPRD,OFF_CAMPUS,DRV,2.50251E+11,9.30006709
-71.3586045,42.36824001,ADM,VPRD,OFF_CAMPUS,DRV,2.50174E+11,27.77028708
-71.26303756,42.6598365,ADM,VPRD,OFF_CAMPUS,DRV,2.50173E+11,39.99735159
-71.06286843,42.36007613,ADM,LIB,OFF_CAMPUS,UNK,2.5025E+11,3.324052931
-71.09937712,42.43694442,SER,DSL,OFF_CAMPUS,DRV_HOM,2.50173E+11,8.785498442
-71.13261627,42.41596675,SUP,ENG,OFF_CAMPUS,WLK_PUB,2.50173E+11,7.884231249
-71.11552943,42.25526531,ADM,SSM,OFF_CAMPUS,DRV_PUB,2.50251E+11,11.82929739
-71.20789751,42.53447185,ADM,DF,OFF_CAMPUS,DRV,2.50173E+11,22.7971773
-71.1091676,42.32177159,SUP,VPRES,OFF_CAMPUS,WLK_PUB,2.50251E+11,4.573185713
-71.1846666,42.41171104,RES,LL,OFF_CAMPUS,UNK,2.50174E+11,12.76535409
-70.92444622,42.47737798,RES,VPRES,OFF_CAMPUS,DRV_PUB,2.50092E+11,23.70188792
-71.07662303,42.32298664,SUP,ENG,OFF_CAMPUS,DRV,2.50251E+11,4.248387808
-71.11261493,42.39883987,ADM,VPRD,OFF_CAMPUS,WLK_PUB,2.50174E+11,4.712987559
-71.07744473,42.37007125,ADM,SSM,OFF_CAMPUS,DRV,2.50174E+11,2.042445627
-71.66463131,42.22674194,ADM,VPF,OFF_CAMPUS,DRV,2.50277E+11,65.37821388
-72.7024937,41.25999098,OTA,ENG,OFF_CAMPUS,UNK,90091902002,217.2662525
-71.13563167,42.38259471,SER,VPRES,OFF_CAMPUS,DRV,2.50174E+11,5.224270856
-71.07547502,42.37347181,FAC,HAS,OFF_CAMPUS,DRV_HOM,2.50174E+11,2.431945016
-70.97367863,42.53207566,ADM,DF,OFF_CAMPUS,DRV,2.50092E+11,23.22197179
-71.0762054,42.36852307,RES,ENG,OFF_CAMPUS,WLK,2.50174E+11,2.122896038
-71.085946,42.29615219,SUP,DUE,OFF_CAMPUS,DRV_PUB,2.50251E+11,7.003722483
-71.14662398,42.40576166,RES,VPRES,OFF_CAMPUS,UNK,2.50174E+11,7.745818612
-71.00574799,42.23349453,SUP,EVP,OFF_CAMPUS,WLK_PUB,2.50214E+11,17.29367744
-71.06420685,42.35310153,FAC,ENG,OFF_CAMPUS,DRV,2.50251E+11,3.447517225
-82.45546191,27.24166342,OTA,ENG,OFF_CAMPUS,UNK,1.2115E+11,2079.499297
-71.15464171,42.40055059,OTA,SSM,OFF_CAMPUS,DRV_HOM,2.50174E+11,8.589920802
-71.12485999,42.3917751,FAC,ENG,OFF_CAMPUS,UNK,2.50174E+11,5.156048435
-71.10618745,42.39017617,SUP,ENG,OFF_CAMPUS,DRV,2.50174E+11,3.697337116
-71.1348701,42.28060887,OTA,ENG,OFF_CAMPUS,DRV_HOM,2.50251E+11,9.774583633
-71.32227783,42.34568827,OTA,ENG,OFF_CAMPUS,UNK,2.50174E+11,25.48060201
-71.00779198,42.51713254,MED,EVP,OFF_CAMPUS,DRV,2.50092E+11,20.52951712
-71.03675637,42.42575989,ADM,SAP,OFF_CAMPUS,DRV,2.50173E+11,10.24904541
-70.98551753,42.66367498,ADM,DSL,OFF_CAMPUS,CRP2,2.50092E+11,37.34758485
-70.92228947,42.13164573,SUP,HAS,OFF_CAMPUS,CRP2,2.50235E+11,31.98695976
-71.06234226,42.40260562,SUP,DUE,OFF_CAMPUS,DRV,2.50173E+11,6.15239982
-71.11002183,42.36028274,ADM,VPF,OFF_CAMPUS,DRV,2.50174E+11,1.763787053
-70.94391274,42.77155008,SUP,DSL,OFF_CAMPUS,DRV,2.50093E+11,49.98132976
-71.12471439,42.32773177,ADM,DF,OFF_CAMPUS,DRV,2.50214E+11,4.799945078
-71.22789543,42.31950257,ADM,SCI,OFF_CAMPUS,DRV,2.50174E+11,16.80785936
-71.09597177,42.78228553,RES,VPRES,OFF_CAMPUS,DRV,2.50093E+11,47.53005687
-71.17351615,42.22898227,SUP,HAS,OFF_CAMPUS,WLK_PUB,2.50214E+11,16.25116521
-71.0893506,42.37187002,SER,WHTKR,OFF_CAMPUS,CRP2,2.50174E+11,1.252834916
-71.05221306,42.46196684,ADM,VPF,OFF_CAMPUS,CRP2,2.50173E+11,12.38397657
-71.22659565,42.41612849,ADM,DUE,OFF_CAMPUS,DRV,2.50174E+11,16.42824119
-71.42860263,42.33675019,RES,HAS,OFF_CAMPUS,DRV,2.50174E+11,36.99861375
-71.16111619,42.38195373,ADM,VPIST,OFF_CAMPUS,DRV,2.50174E+11,7.855657213
-71.0726359,42.41590299,SUP,DUE,OFF_CAMPUS,WLK_PUB,2.50173E+11,6.725089891
-71.3723931,42.27121224,FAC,HAS,OFF_CAMPUS,DRV_PUB,2.50174E+11,32.02474194
-71.25456524,42.2867228,ADM,VPHR,OFF_CAMPUS,DRV,2.50214E+11,19.8005
-70.91999308,42.42724048,FAC,SAP,OFF_CAMPUS,DRV,2.50092E+11,21.26005262
-71.13474573,42.37901432,FAC,SCI,OFF_CAMPUS,UNK,2.50174E+11,4.965472875
-71.19952831,42.32264752,FAC,SSM,OFF_CAMPUS,DRV,2.50174E+11,12.20083734
-71.15492115,42.48165914,FAC,SSM,OFF_CAMPUS,DRV,2.50173E+11,15.90427789
-71.08689639,42.34997285,FAC,SSM,OFF_CAMPUS,DRV,2.5025E+11,1.148172433
-71.09603853,42.35048357,FAC,SSM,OFF_CAMPUS,UNK,2.5025E+11,0.994595435
-71.17257513,42.42156359,ADM,SCI,OFF_CAMPUS,WLK_PUB,2.50174E+11,11.17343375
-71.0299636,42.36563614,SUP,ENG,OFF_CAMPUS,WLK_PUB,2.50251E+11,6.891966654
-71.21544863,42.59663829,ADM,VPRES,OFF_CAMPUS,DRV,2.50173E+11,30.33594754
-71.0885627,42.41121976,SUP,SCI,OFF_CAMPUS,DRV,2.50173E+11,5.606082068
-71.08280006,42.35277131,FAC,ENG,OFF_CAMPUS,DRP,2.5025E+11,1.454748941
-71.12153863,42.40201575,RES,ENG,OFF_CAMPUS,WLK_PUB,2.50174E+11,5.692105126
-71.13136315,42.33708213,SUP,SSM,OFF_CAMPUS,DRV_HOM,2.50214E+11,5.06298354
-71.26482554,42.48452444,SUP,SCI,OFF_CAMPUS,CRP2,2.50174E+11,23.24408791
-71.1409476,42.34963738,ADM,SSM,OFF_CAMPUS,DRV,2.5025E+11,5.485704544
-71.11168045,42.36983073,ADM,LIB,OFF_CAMPUS,WLK_PUB,2.50174E+11,2.377879801
-71.22078084,42.14126301,ADM,DUE,OFF_CAMPUS,DRV_PUB,2.50214E+11,29.48611678
-71.10101175,42.43448945,SUP,DF,OFF_CAMPUS,DRV,2.50173E+11,8.785498442
-70.9527726,42.63468389,SER,SCI,OFF_CAMPUS,DRV,2.50092E+11,34.16809032
-71.11418151,42.34023479,ADM,LIB,OFF_CAMPUS,WLK_PUB,2.50214E+11,3.166907978
-71.10064774,42.3834368,ADM,LIB,OFF_CAMPUS,DRV_PUB,2.50174E+11,2.566980677
-71.21296955,42.35983978,RES,SCI,OFF_CAMPUS,DRV_PUB,2.50174E+11,13.05584886
-71.29667545,42.65192489,SUP,ENG,OFF_CAMPUS,DRV_HOM,2.50173E+11,39.90762007
-71.06600271,42.3779995,SUP,LIB,OFF_CAMPUS,DRV_HOM,2.5025E+11,3.529023226
-71.16889165,42.41821979,ADM,LIB,OFF_CAMPUS,WLK_PUB,2.50174E+11,10.52221469
-71.11724191,42.39550466,ADM,LIB,OFF_CAMPUS,WLK_PUB,2.50174E+11,4.703894167
-71.16697772,42.42377862,ADM,EVP,OFF_CAMPUS,DRV,2.50174E+11,11.15304934
-71.06764698,42.35894757,SUP,SSM,OFF_CAMPUS,WLK_PUB,2.5025E+11,2.799715144
-71.17891992,42.4168478,SUP,SCI,OFF_CAMPUS,DRV_PUB,2.50174E+11,11.67052986
-70.89776229,42.51755032,ADM,VPRD,OFF_CAMPUS,WLK_PUB,2.50092E+11,28.05289933
-71.14951859,42.40153013,SUP,ENG,OFF_CAMPUS,DRV_PUB,2.50174E+11,7.707488909
-71.11299955,42.24740899,SUP,SCI,OFF_CAMPUS,DRV_HOM,2.50251E+11,12.56976851
-71.21691877,42.20125829,RES,VPRES,OFF_CAMPUS,CRP2,2.50214E+11,21.93307892
-71.05057978,42.3569981,SUP,SCI,OFF_CAMPUS,UNK,2.5025E+11,4.808452448
-71.2599448,42.53381631,SUP,SCI,OFF_CAMPUS,DRV_HOM,2.50173E+11,27.24751563
-71.05584551,42.31433408,SUP,OPV,OFF_CAMPUS,DRV,2.50251E+11,6.500965258
-71.09966943,42.35584984,OTA,DSL,ON_CAMPUS,UNK,2.50174E+11,0.761364729
-71.20447155,42.43889529,FAC,ENG,OFF_CAMPUS,DRV,2.50174E+11,14.22939568
-71.10535957,42.38497242,ADM,VPIST,OFF_CAMPUS,WLK_PUB,2.50174E+11,3.047190432
-71.16652176,42.39306685,ADM,EHS,OFF_CAMPUS,WLK_PUB,2.50174E+11,8.559360477
-71.06363694,42.5091147,SER,DF,OFF_CAMPUS,DRV,2.50173E+11,16.91342601
-71.23600191,42.52927491,SUP,VPC,OFF_CAMPUS,WLK_PUB,2.50173E+11,24.46920668
-71.22892472,42.39480664,SER,DF,OFF_CAMPUS,DRV,2.50174E+11,15.66573084
-71.34927983,42.84139863,SUP,VPHR,OFF_CAMPUS,DRV,3.3015E+11,61.4961647
-71.04689553,42.40668016,SER,DF,OFF_CAMPUS,DRV_HOM,2.50173E+11,7.49917819
-71.08699196,42.38676261,SER,DSL,OFF_CAMPUS,UNK,2.50174E+11,3.188996071
-71.01257569,42.41472588,SER,DF,OFF_CAMPUS,DRV_HOM,2.50252E+11,10.93276323
-71.11507844,42.40853752,ADM,DF,OFF_CAMPUS,DRV_PUB,2.50173E+11,5.81948836
-71.02426604,42.50545745,SER,DF,OFF_CAMPUS,DRV_HOM,2.50092E+11,18.93089527
-71.14627393,42.426986,SER,DF,OFF_CAMPUS,DRV_HOM,2.50173E+11,9.371187062
-71.07553595,42.29477873,SER,DF,OFF_CAMPUS,WLK_PUB,2.50251E+11,7.456320383
-71.04082892,42.43370481,SER,DF,OFF_CAMPUS,UNK,2.50173E+11,9.955583077
-71.08371801,42.28793438,SER,DF,OFF_CAMPUS,WLK_PUB,2.50251E+11,7.974552168
-71.00203189,42.47702464,SER,DF,OFF_CAMPUS,DRV,2.50092E+11,16.06743513
-71.18631071,42.35975551,SER,VPRES,OFF_CAMPUS,WLK_PUB,2.50174E+11,10.25407932
-71.09562016,42.37296981,SUP,HAS,OFF_CAMPUS,WLK_PUB,2.50174E+11,1.396256463
-71.18113033,42.42121043,ADM,DF,OFF_CAMPUS,DRV,2.50174E+11,12.04560615
-71.52078276,42.13461587,SUP,VPRES,OFF_CAMPUS,WLK_PUB,2.50277E+11,53.55293938
-71.0428106,42.40799741,SER,WHTKR,OFF_CAMPUS,DRV,2.50173E+11,7.49917819
-71.08943569,42.3437963,RES,SAP,OFF_CAMPUS,DRV_PUB,2.5025E+11,1.941778531
-71.06802148,42.41992203,RES,ENG,OFF_CAMPUS,WLK_PUB,2.50173E+11,7.257074515
-70.96327598,42.50987301,SER,DF,OFF_CAMPUS,DRV_HOM,2.50092E+11,21.88680746
-71.08316227,42.3732555,MED,EVP,OFF_CAMPUS,UNK,2.50174E+11,1.729924277
-71.02943691,42.29645247,SUP,VPRES,OFF_CAMPUS,DRV_HOM,2.50214E+11,10.30547297
-71.11299703,42.38394627,OTA,HAS,OFF_CAMPUS,DRV,2.50174E+11,3.63972659
-71.09632363,42.53863684,ADM,AAA,OFF_CAMPUS,DRV,2.50173E+11,19.73796345
-71.11653663,42.40101721,OTA,HAS,OFF_CAMPUS,WLK_PUB,2.50174E+11,5.097196052
-71.1100023,42.37258236,OTA,HAS,OFF_CAMPUS,WLK_PUB,2.50174E+11,2.377879801
-71.15155601,42.29370775,RES,SCI,OFF_CAMPUS,DRV,2.50251E+11,9.98754071
-71.2174694,42.431177,FAC,HAS,OFF_CAMPUS,DRV_PUB,2.50174E+11,15.78597857
-71.14037775,42.33545304,FAC,SAP,OFF_CAMPUS,DRV,2.50214E+11,5.640709998
-71.14854658,42.28544998,OTA,ENG,OFF_CAMPUS,UNK,2.50251E+11,10.57153369
-71.07060933,42.35675972,OTA,SCI,OFF_CAMPUS,UNK,2.5025E+11,2.660221702
-71.17992356,42.3633479,OTA,SCI,OFF_CAMPUS,UNK,2.50174E+11,9.69806678
-71.23741848,42.37172349,RES,SCI,OFF_CAMPUS,DRV,2.50174E+11,16.22238616
-71.11437015,42.36384368,FAC,SAP,OFF_CAMPUS,UNK,2.50174E+11,2.164119761
-71.08845538,42.38406218,SUP,VPF,OFF_CAMPUS,WLK_PUB,2.50174E+11,2.817415871
-71.11189696,42.39001506,FAC,ENG,OFF_CAMPUS,WLK_PUB,2.50174E+11,3.881167014
-71.18105898,42.41105169,OTA,VPRES,OFF_CAMPUS,CRP6,2.50174E+11,11.04277308
-71.3796707,42.31988512,ADM,DUE,OFF_CAMPUS,CRP2,2.50174E+11,32.67343163
-71.03052453,42.39082363,SER,WHTKR,OFF_CAMPUS,DRV,2.50252E+11,7.725826794
-71.69812792,42.29583166,ADM,WHTKR,OFF_CAMPUS,CRP2,2.50277E+11,67.06788717
-71.01756842,42.19748068,ADM,VPIST,OFF_CAMPUS,WLK_PUB,2.50214E+11,19.45133144
-71.18303911,42.4311738,ADM,SCI,OFF_CAMPUS,DRV,2.50174E+11,12.71267208
-71.48108882,42.91601142,ADM,DUE,OFF_CAMPUS,DRV,3.3011E+11,76.27566148
-70.95213346,42.24185278,ADM,HAS,OFF_CAMPUS,DRV,2.50214E+11,20.58052948
-71.02533935,42.56585646,ADM,LIB,OFF_CAMPUS,DRV,2.50092E+11,24.06390973
-71.07600907,42.45267709,ADM,VPIST,OFF_CAMPUS,DRV,2.50173E+11,10.44311078
-71.03622142,42.1473018,SER,DSL,OFF_CAMPUS,CRP2,2.50214E+11,24.47037599
-71.37874708,42.63648419,ADM,EVP,OFF_CAMPUS,DRV,2.50173E+11,45.28638377
-71.07825382,42.43823069,ADM,DUE,OFF_CAMPUS,DRV,2.50173E+11,8.882825738
-71.10513362,42.37239405,SUP,ENG,OFF_CAMPUS,DRV_HOM,2.50174E+11,1.945152459
-71.13158795,42.27208607,ADM,VPHR,OFF_CAMPUS,DRV,2.50251E+11,10.7077646
-71.14280668,42.40825732,RES,SCI,OFF_CAMPUS,WLK_PUB,2.50174E+11,7.580893111
-71.12499995,42.38243882,OTA,HAS,OFF_CAMPUS,DRV_HOM,2.50174E+11,4.105617276
-71.25583708,42.60534628,OTA,VPRES,OFF_CAMPUS,CRP2,2.50173E+11,32.46108437
-71.10059798,42.35803107,ADM,AAA,OFF_CAMPUS,WLK_PUB,2.50174E+11,1.292386981
-71.15329392,42.50512349,SER,DF,OFF_CAMPUS,UNK,2.50173E+11,17.55655551
-71.21210071,42.53743235,SUP,DSL,OFF_CAMPUS,DRV,2.50173E+11,24.3474316
-122.2893022,37.87496693,OTA,ENG,OFF_CAMPUS,UNK,60014222001,5696.886273
-71.31167718,42.28751847,ADM,DUE,OFF_CAMPUS,DRV,2.50214E+11,24.77586285
-71.11339127,42.38071784,SUP,LIB,OFF_CAMPUS,WLK,2.50174E+11,3.373779621
-71.10182052,42.37750817,RES,HAS,OFF_CAMPUS,WLK_PUB,2.50174E+11,2.371040442
-71.08364712,42.17078485,ADM,ENG,OFF_CAMPUS,WLK_PUB,2.50214E+11,21.35037475
-72.34328701,42.97125352,SUP,AAA,OFF_CAMPUS,WLK_PUB,3.3006E+11,153.2387809
-71.10060761,42.3843385,ADM,LIB,OFF_CAMPUS,DRV_PUB,2.50174E+11,3.047190432
-70.92497252,42.56169342,ADM,ENG,OFF_CAMPUS,WLK_PUB,2.50092E+11,29.50116726
-71.17601494,42.41572772,ADM,LIB,OFF_CAMPUS,DRV_PUB,2.50174E+11,10.84970675
-70.94961155,42.19854811,SUP,DF,OFF_CAMPUS,CRP2,2.50214E+11,25.41975355
-71.46860624,42.43007982,ADM,APA,OFF_CAMPUS,DRV_PUB,2.50174E+11,42.27048919
-71.08321937,42.48924583,SUP,DGE,OFF_CAMPUS,WLK_PUB,2.50173E+11,14.15575737
-71.43988092,42.56432936,ADM,LIB,OFF_CAMPUS,WLK_PUB,2.50173E+11,45.97172331
-71.11539591,42.29174262,ADM,LIB,OFF_CAMPUS,WLK_PUB,2.50251E+11,7.846470431
-71.12318256,42.51053611,ADM,LIB,OFF_CAMPUS,DRV_PUB,2.50173E+11,18.24982391
-71.11903004,42.30759444,ADM,LIB,OFF_CAMPUS,WLK_PUB,2.50251E+11,6.287410301
-71.05561679,42.45167001,OTA,ENG,OFF_CAMPUS,WLK_PUB,2.50173E+11,10.81658721
-71.06310308,42.35410624,RES,HAS,OFF_CAMPUS,DRV,2.50251E+11,3.472611567
-71.07899711,42.36759621,FAC,ENG,OFF_CAMPUS,UNK,2.50174E+11,1.562894915
-71.19329573,42.46398373,RES,VPRES,OFF_CAMPUS,DRV,2.50173E+11,15.82439217
-71.04117372,42.72552117,ADM,SCI,OFF_CAMPUS,UNK,2.50093E+11,44.89197597
-71.44021842,42.39269696,FAC,ENG,OFF_CAMPUS,DRV_PUB,2.50174E+11,36.7946611
-71.07863738,42.33951776,SUP,SAP,OFF_CAMPUS,WLK_PUB,2.50251E+11,2.91252493
-71.05816551,42.44584489,ADM,DUE,OFF_CAMPUS,DRV,2.50173E+11,10.16873073
-71.0849158,42.27664854,ADM,DSL,OFF_CAMPUS,DRV,2.50251E+11,9.506882946
-71.22599476,42.37144865,SUP,SAP,OFF_CAMPUS,WLK_PUB,2.50174E+11,14.0145269
-71.12566347,42.35058881,ADM,VPIST,OFF_CAMPUS,DRV_HOM,2.50214E+11,3.66768259
-71.13581053,42.24965108,SUP,VPIST,OFF_CAMPUS,CRP_PUB,2.50251E+11,12.82616749
-70.61982884,41.94011408,ADM,EVP,OFF_CAMPUS,DRV_PUB,2.50235E+11,73.9600704
-71.26094394,42.4879464,SUP,LL,OFF_CAMPUS,UNK,2.50174E+11,24.83449517
-70.882041,42.30022249,SUP,SCI,OFF_CAMPUS,DRV,2.50235E+11,24.20483753
-71.23353437,42.40014386,ADM,VPIST,OFF_CAMPUS,DRV,2.50174E+11,15.66573084
-71.14265311,42.22950941,SUP,VPIST,OFF_CAMPUS,DRV,2.50214E+11,15.25753395
-71.1277186,42.39470734,SUP,HAS,OFF_CAMPUS,WLK_PUB,2.50174E+11,5.52031428
-71.15424345,42.3806632,SUP,OPV,OFF_CAMPUS,DRV,2.50174E+11,7.012085298
-71.16569664,42.27773426,FAC,SCI,OFF_CAMPUS,DRV,2.50251E+11,12.00532226
-71.10691135,42.40331789,RES,SCI,OFF_CAMPUS,WLK_PUB,2.50173E+11,4.915022986
-71.40525583,42.44868961,ADM,DUE,OFF_CAMPUS,WLK_PUB,2.50174E+11,35.41221907
-70.94069446,42.47067664,ADM,VPF,OFF_CAMPUS,DRV,2.50092E+11,21.07377714
-71.1302199,42.35039073,SUP,ENG,OFF_CAMPUS,WLK_PUB,2.5025E+11,3.832440877
-70.99410414,42.80851721,ADM,VPRES,OFF_CAMPUS,DRV,2.50093E+11,48.38581645
-71.05429692,42.77833101,SUP,LL,OFF_CAMPUS,UNK,2.50093E+11,47.09360539
-71.09538352,42.33705858,SER,DSL,OFF_CAMPUS,WLK_PUB,2.50251E+11,2.644040907
-71.07427018,42.28115701,SUP,ENG,OFF_CAMPUS,WLK_PUB,2.50251E+11,8.845786602
-71.04997985,42.3877532,SUP,ENG,OFF_CAMPUS,DRV,2.50252E+11,6.151451239
-71.0802611,42.30423616,SUP,DGE,OFF_CAMPUS,DRV,2.50251E+11,6.33394962
-71.08839726,42.5903832,SUP,DUE,OFF_CAMPUS,DRV,2.50173E+11,26.38871811
-71.06084019,42.48562305,SER,SCI,OFF_CAMPUS,CRP2,2.50173E+11,13.72243197
-71.0100365,42.06686869,ADM,LIB,OFF_CAMPUS,WLK_PUB,2.50235E+11,34.17359735
-71.05366856,42.45816207,SUP,SCI,OFF_CAMPUS,WLK_PUB,2.50173E+11,11.7693954
-71.2213047,42.31581846,RES,VPRES,OFF_CAMPUS,WLK_PUB,2.50174E+11,14.8942007
-71.10414481,42.38588874,RES,SCI,OFF_CAMPUS,BIC,2.50174E+11,3.047190432
-71.01331022,42.38477451,SUP,AAA,OFF_CAMPUS,WLK_PUB,2.50251E+11,9.029624084
-71.10550841,42.37037451,SUP,SAP,OFF_CAMPUS,WLK_PUB,2.50174E+11,1.985755147
-71.22737557,42.32114132,RES,ENG,OFF_CAMPUS,DRV,2.50174E+11,16.80785936
-71.31590346,42.34281652,ADM,SCI,OFF_CAMPUS,DRV_HOM,2.50174E+11,25.48060201
-71.0722847,42.28849833,ADM,VPRES,OFF_CAMPUS,DRV,2.50251E+11,8.164310349
-71.09972342,42.38250825,SUP,LIB,OFF_CAMPUS,UNK,2.50174E+11,2.566980677
-71.02024436,42.26229961,OTA,SCI,OFF_CAMPUS,UNK,2.50214E+11,13.33364317
