obstacle,vertX,vertY
281,42.508076,1.5228806
281,42.508095,1.5229127
281,42.508244,1.523038
281,42.508305,1.5230085
281,42.50843,1.5225506
280,42.50881,1.5227813
280,42.50874,1.5226874
280,42.50864,1.5228235
280,42.508686,1.5228752
280,42.5087,1.5228502
280,42.508728,1.5228832
280,42.50881,1.5227813
279,42.508335,1.5202466
279,42.508255,1.5201044
279,42.508194,1.520024
279,42.508125,1.5199542
279,42.508053,1.51989
279,42.50796,1.5198354
279,42.507874,1.5200937
279,42.507927,1.5201305
279,42.507965,1.5201608
279,42.508,1.5201929
279,42.508026,1.5202305
279,42.50806,1.52026
279,42.50818,1.5204309
279,42.508335,1.5202466
278,42.50844,1.5203404
278,42.508247,1.520565
278,42.508453,1.520858
278,42.508633,1.5206429
278,42.50844,1.5203404
277,42.5088,1.5221134
277,42.50881,1.5220734
277,42.50881,1.5220383
277,42.50879,1.5219766
277,42.508495,1.5215287
277,42.508358,1.5217139
277,42.5085,1.522395
277,42.50853,1.5224211
277,42.508617,1.5223924
277,42.508698,1.5224291
277,42.5088,1.5221134
276,42.508698,1.5229342
276,42.508507,1.5228448
276,42.50847,1.5229816
276,42.508617,1.5230567
276,42.508698,1.5229342
275,42.50852,1.523027
275,42.50842,1.5229824
275,42.508373,1.523176
275,42.508472,1.5232205
275,42.50852,1.523027
274,42.508972,1.5218452
274,42.508842,1.521644
274,42.50886,1.5216227
274,42.508686,1.5213597
274,42.50864,1.5213408
274,42.508522,1.5214885
274,42.508865,1.5219793
274,42.508972,1.5218452
273,42.508587,1.5210809
273,42.508717,1.5209217
273,42.50875,1.5209761
273,42.50886,1.5211666
273,42.50888,1.5211451
273,42.509003,1.5212328
273,42.509033,1.521298
273,42.509045,1.5213482
273,42.50902,1.5213704
273,42.509052,1.5214053
273,42.509033,1.521431
273,42.508923,1.5215816
273,42.508587,1.5210809
272,42.507828,1.523905
272,42.507977,1.5239124
272,42.507984,1.5238433
272,42.50783,1.5238405
272,42.507843,1.5233685
272,42.508003,1.5231164
272,42.50803,1.523097
272,42.50805,1.5230836
272,42.508083,1.5230842
272,42.508167,1.5230943
272,42.5082,1.5231137
272,42.508255,1.5231888
272,42.508076,1.523398
272,42.50805,1.5233766
272,42.508003,1.523449
272,42.508026,1.5234752
272,42.508022,1.5235214
272,42.508057,1.5235643
272,42.508083,1.5235268
272,42.508102,1.523559
272,42.50813,1.5235288
272,42.50814,1.5235617
272,42.508286,1.5234001
272,42.508316,1.523392
272,42.508347,1.5234329
272,42.508327,1.5234544
272,42.508415,1.5236019
272,42.508427,1.5235904
272,42.508465,1.5235965
272,42.50848,1.52363
272,42.50822,1.5239158
272,42.50819,1.5239143
272,42.508125,1.5238916
272,42.508118,1.523964
272,42.508076,1.5239694
272,42.508076,1.5240473
272,42.508064,1.5241745
272,42.507816,1.524184
272,42.507828,1.523905
271,42.50871,1.5233138
271,42.508636,1.5232399
271,42.508514,1.5234601
271,42.50859,1.523534
271,42.50871,1.5233138
270,42.50876,1.5240419
270,42.50853,1.5236342
270,42.50848,1.52363
270,42.50822,1.5239158
270,42.50819,1.5239143
270,42.508076,1.5240473
270,42.508064,1.5241745
270,42.507816,1.524184
270,42.50781,1.5242764
270,42.50784,1.5244105
270,42.50787,1.5244025
270,42.507915,1.5245447
270,42.50798,1.5245864
270,42.508312,1.5244228
270,42.508335,1.5244657
270,42.508472,1.5243235
270,42.508488,1.5243596
270,42.50876,1.5240419
269,42.509243,1.5227782
269,42.509277,1.5228403
269,42.509308,1.5228897
269,42.50925,1.5229288
269,42.509323,1.5232089
269,42.50936,1.5231808
269,42.50939,1.5231258
269,42.509426,1.5230682
269,42.50944,1.5230343
269,42.509438,1.522985
269,42.509434,1.5228726
269,42.509438,1.5228274
269,42.50944,1.522698
269,42.509434,1.5225732
269,42.509396,1.5224513
269,42.509357,1.5223505
269,42.509502,1.5222555
269,42.509537,1.5223387
269,42.50956,1.5224499
269,42.50958,1.5225893
269,42.509586,1.5226886
269,42.509586,1.5227759
269,42.509575,1.5229046
269,42.509575,1.5230104
269,42.50959,1.5231299
269,42.509617,1.5232533
269,42.50967,1.5234061
269,42.509605,1.523461
269,42.50956,1.5234947
269,42.50952,1.5235323
269,42.50953,1.5235724
269,42.50955,1.5237185
269,42.50956,1.5239668
269,42.509544,1.5241557
269,42.50951,1.5243235
269,42.50939,1.5242699
269,42.509415,1.5240902
269,42.509354,1.5241679
269,42.509193,1.5238956
269,42.509365,1.5236932
269,42.509327,1.5235269
269,42.509274,1.5234116
269,42.509197,1.5234411
269,42.509174,1.5233982
269,42.509155,1.5234035
269,42.5091,1.5232013
269,42.509018,1.5228912
269,42.509113,1.5228482
269,42.509098,1.5228007
269,42.50916,1.522766
269,42.50918,1.5228194
269,42.509243,1.5227782
268,42.51232,1.5320376
268,42.512157,1.53211
268,42.512276,1.5326062
268,42.512432,1.5325257
268,42.51232,1.5320376
267,42.51025,1.5459572
267,42.510292,1.5457284
267,42.51008,1.5456588
267,42.510113,1.5454756
267,42.51,1.5454384
267,42.50994,1.5457573
267,42.509975,1.5457691
267,42.50997,1.5458086
267,42.510006,1.5458205
267,42.51,1.5458739
267,42.51025,1.5459572
266,42.503624,1.5148098
266,42.50343,1.5145828
266,42.503304,1.5147808
266,42.50338,1.5148691
266,42.50344,1.5147716
266,42.503563,1.5149105
266,42.503624,1.5148098
265,42.503975,1.5151943
265,42.50388,1.5150858
265,42.5039,1.5150546
265,42.503704,1.5148406
265,42.503548,1.5150989
265,42.503464,1.5150036
265,42.50336,1.515175
265,42.50364,1.515487
265,42.503654,1.5154659
265,42.50374,1.5155594
265,42.503788,1.5154783
265,42.503963,1.5156741
265,42.503986,1.5156358
265,42.50414,1.5158054
265,42.503906,1.5161936
265,42.504044,1.516347
265,42.504265,1.515979
265,42.504574,1.5163221
265,42.50469,1.5161331
265,42.50433,1.5157359
265,42.50435,1.5157068
265,42.504124,1.5154572
265,42.50415,1.515413
265,42.504436,1.515729
265,42.50449,1.5156378
265,42.50425,1.515372
265,42.504223,1.5154152
265,42.504185,1.5153722
265,42.504204,1.5153404
265,42.504017,1.5151303
265,42.503975,1.5151943
264,42.50456,1.5169659
264,42.504856,1.5169933
264,42.505146,1.5169424
264,42.505226,1.5167779
264,42.505093,1.5164776
264,42.504845,1.5161198
264,42.50463,1.5164306
264,42.504486,1.5168066
264,42.50456,1.5169659
263,42.5044,1.516576
263,42.503983,1.5165974
263,42.503994,1.5169901
263,42.50441,1.5169688
263,42.5044,1.516576
262,42.505028,1.5260853
262,42.504925,1.5261106
262,42.5049,1.5259739
262,42.505013,1.5259511
262,42.505028,1.5260853
261,42.505047,1.5262502
261,42.504967,1.526273
261,42.504925,1.5261106
261,42.505028,1.5260853
261,42.505047,1.5262502
260,42.504993,1.5258398
260,42.504875,1.5258666
260,42.5049,1.5259739
260,42.505013,1.5259511
260,42.504993,1.5258398
259,42.505077,1.5265063
259,42.505047,1.5262502
259,42.504967,1.526273
259,42.505013,1.5265224
259,42.505077,1.5265063
258,42.504974,1.5257003
258,42.50485,1.5257338
258,42.504875,1.5258666
258,42.504993,1.5258398
258,42.504974,1.5257003
257,42.504818,1.5255568
257,42.50485,1.5257338
257,42.504974,1.5257003
257,42.504948,1.5255207
257,42.504818,1.5255568
256,42.50491,1.5252779
256,42.504948,1.5255207
256,42.504818,1.5255568
256,42.50478,1.5255678
256,42.50474,1.525325
256,42.50491,1.5252779
255,42.504486,1.5245281
255,42.504475,1.5244182
255,42.504498,1.524311
255,42.504414,1.524268
255,42.50437,1.5244288
255,42.504375,1.5245416
255,42.504486,1.5245281
254,42.504784,1.5242814
254,42.50476,1.5243297
254,42.5047,1.5243512
254,42.504707,1.5244288
254,42.50468,1.5244797
254,42.504635,1.5244879
254,42.50458,1.5244685
254,42.504566,1.5243753
254,42.5046,1.5243136
254,42.504658,1.5243002
254,42.504642,1.5242144
254,42.504665,1.5241634
254,42.504726,1.5241473
254,42.504765,1.5241714
254,42.504784,1.5242814
253,42.50462,1.5253463
253,42.504684,1.5256898
253,42.50437,1.5257678
253,42.504322,1.5254123
253,42.50462,1.5253463
252,42.506065,1.5257969
252,42.506023,1.525931
252,42.50592,1.52588
252,42.505966,1.5257432
252,42.506065,1.5257969
251,42.505844,1.5283636
251,42.50592,1.5285944
251,42.505745,1.5287017
251,42.505672,1.5284522
251,42.505844,1.5283636
250,42.50572,1.5279046
250,42.505844,1.5283636
250,42.505672,1.5284522
250,42.505547,1.5279931
250,42.50572,1.5279046
249,42.506176,1.5283378
249,42.506298,1.5286101
249,42.50615,1.528737
249,42.506023,1.5284646
249,42.506176,1.5283378
248,42.50586,1.5276432
248,42.505898,1.5278255
248,42.505768,1.5278714
248,42.50574,1.5276864
248,42.50586,1.5276432
247,42.505825,1.527477
247,42.505474,1.5276066
247,42.50551,1.5277199
247,42.505848,1.5275966
247,42.505825,1.527477
246,42.505737,1.5274982
246,42.50553,1.5275809
246,42.505524,1.5275375
246,42.505547,1.5275284
246,42.50553,1.5274633
246,42.505596,1.5274378
246,42.505608,1.5275053
246,42.50573,1.5274574
246,42.505737,1.5274982
245,42.505714,1.5272835
245,42.505642,1.5273124
245,42.505665,1.5274123
245,42.505733,1.5273834
245,42.505714,1.5272835
244,42.505455,1.5269018
244,42.505302,1.5269727
244,42.505318,1.5270348
244,42.50535,1.5270619
244,42.505478,1.5270021
244,42.505455,1.5269018
243,42.505657,1.5270641
243,42.505623,1.5269581
243,42.50548,1.5270238
243,42.505478,1.5270021
243,42.505455,1.5269018
243,42.505596,1.5268352
243,42.505615,1.5268267
243,42.505688,1.5267785
243,42.505764,1.5268523
243,42.505795,1.5267985
243,42.505848,1.5269259
243,42.505768,1.5270735
243,42.505745,1.5270131
243,42.505657,1.5270641
242,42.505558,1.5272315
242,42.505444,1.5272845
242,42.505466,1.5273767
242,42.50558,1.527327
242,42.505558,1.5272315
241,42.505512,1.5270462
241,42.505398,1.5270993
241,42.505444,1.5272845
241,42.505558,1.5272315
241,42.505512,1.5270462
240,42.50563,1.5285567
240,42.50544,1.5286573
240,42.505497,1.5289416
240,42.505707,1.5288317
240,42.50563,1.5285567
239,42.505585,1.5283717
239,42.50563,1.5285567
239,42.50544,1.5286573
239,42.5054,1.5284655
239,42.505585,1.5283717
238,42.5054,1.5284655
238,42.505585,1.5283717
238,42.505566,1.5282818
238,42.505386,1.528385
238,42.5054,1.5284655
237,42.50551,1.5281115
237,42.5054,1.5277091
237,42.50536,1.527689
237,42.50534,1.5277226
237,42.505333,1.5280458
237,42.505363,1.5282577
237,42.50545,1.5282067
237,42.5055,1.5281638
237,42.50551,1.5281115
236,42.50514,1.5269622
236,42.505096,1.5266765
236,42.50504,1.5266871
236,42.504944,1.5269957
236,42.50514,1.5269622
235,42.504993,1.5269903
235,42.505024,1.5272129
235,42.504894,1.5272384
235,42.504944,1.5269957
235,42.504993,1.5269903
234,42.50514,1.5269622
234,42.50517,1.5271405
234,42.505146,1.5271727
234,42.505024,1.5272129
234,42.504993,1.5269903
234,42.50514,1.5269622
233,42.504955,1.5272866
233,42.504883,1.5272988
233,42.50484,1.5275482
233,42.504974,1.5275241
233,42.504955,1.5272866
232,42.50505,1.5272719
232,42.505085,1.5275027
232,42.504974,1.5275241
232,42.504955,1.5272866
232,42.50505,1.5272719
231,42.505177,1.5272465
231,42.50505,1.5272719
231,42.505085,1.5275027
231,42.505196,1.5274785
231,42.505177,1.5272465
230,42.50516,1.5277857
230,42.50491,1.5278573
230,42.504887,1.5276515
230,42.505108,1.5276005
230,42.505127,1.5275952
230,42.505146,1.5276086
230,42.505157,1.5276327
230,42.50516,1.5277857
229,42.505203,1.5280546
229,42.50516,1.5278467
229,42.50498,1.5279129
229,42.50502,1.5281208
229,42.505203,1.5280546
228,42.50517,1.5248486
228,42.5051,1.5248663
228,42.505043,1.524452
228,42.50511,1.5244342
228,42.50517,1.5248486
227,42.505455,1.5261666
227,42.505524,1.5267113
227,42.505455,1.5267276
227,42.505474,1.5268769
227,42.505413,1.5268914
227,42.505394,1.5267344
227,42.505318,1.5267522
227,42.50525,1.5262152
227,42.505455,1.5261666
226,42.50757,1.5307113
226,42.50761,1.5311598
226,42.50817,1.5308332
226,42.50818,1.5307446
226,42.50817,1.5306813
226,42.508163,1.5306273
226,42.50819,1.5304847
226,42.50809,1.5305021
226,42.50757,1.5307113
225,42.506195,1.5288785
225,42.506454,1.5292546
225,42.506626,1.5290322
225,42.50664,1.5289788
225,42.506638,1.5289155
225,42.506462,1.5286539
225,42.50642,1.5286344
225,42.50638,1.528653
225,42.506195,1.5288785
224,42.50627,1.5304892
224,42.506153,1.5306354
224,42.506157,1.5306852
224,42.506275,1.5309788
224,42.506298,1.5309917
224,42.50646,1.53085
224,42.506466,1.5307984
224,42.50627,1.5304892
223,42.504364,1.5258102
223,42.504463,1.5263159
223,42.50474,1.5261981
223,42.50476,1.5261405
223,42.504765,1.5260901
223,42.50469,1.5257295
223,42.504364,1.5258102
222,42.50438,1.5250775
222,42.504425,1.5253038
222,42.504593,1.5252415
222,42.504547,1.5250152
222,42.50438,1.5250775
221,42.50645,1.5302598
221,42.506306,1.5304414
221,42.506546,1.530772
221,42.506695,1.5306159
221,42.50645,1.5302598
220,42.5066,1.5302094
220,42.5065,1.5303324
220,42.506695,1.5306153
220,42.5068,1.5305018
220,42.5066,1.5302094
219,42.50431,1.5247313
219,42.504356,1.5249711
219,42.504517,1.5249125
219,42.504467,1.5246727
219,42.50431,1.5247313
218,42.50597,1.5322478
218,42.50578,1.5323217
218,42.50582,1.5325116
218,42.506012,1.5324377
218,42.50597,1.5322478
217,42.50766,1.5312679
217,42.5078,1.5315768
217,42.507835,1.5315801
217,42.50814,1.5313994
217,42.508175,1.5313638
217,42.508175,1.5313154
217,42.508156,1.5312144
217,42.50816,1.5310904
217,42.508167,1.5310049
217,42.50817,1.5309691
217,42.50816,1.530951
217,42.508144,1.5309418
217,42.508106,1.5309653
217,42.50804,1.5310073
217,42.507954,1.5310508
217,42.50796,1.531073
217,42.50766,1.5312679
216,42.50748,1.5306116
216,42.50747,1.5306445
216,42.507458,1.5306635
216,42.507435,1.5306726
216,42.507416,1.5306691
216,42.507236,1.5303913
216,42.50722,1.5303599
216,42.507214,1.5303082
216,42.50723,1.5302567
216,42.507317,1.5301459
216,42.507347,1.5301301
216,42.507385,1.5301301
216,42.507416,1.5301448
216,42.50744,1.530183
216,42.507458,1.5302455
216,42.50746,1.5303072
216,42.50748,1.5306116
215,42.507114,1.5303462
215,42.507317,1.5306284
215,42.507362,1.5307248
215,42.50737,1.5307629
215,42.507362,1.5308279
215,42.50734,1.5308692
215,42.50715,1.5309478
215,42.50708,1.5310004
215,42.507065,1.5309937
215,42.507042,1.5309254
215,42.507008,1.5308357
215,42.506912,1.5305926
215,42.50691,1.5305545
215,42.506916,1.5305254
215,42.507114,1.5303462
214,42.50775,1.5285558
214,42.507965,1.5287462
214,42.50807,1.5288602
214,42.50814,1.5289799
214,42.508343,1.5287491
214,42.508236,1.528592
214,42.508106,1.5284452
214,42.50798,1.5283478
214,42.507862,1.5282714
214,42.50775,1.5285558
213,42.50781,1.5256914
213,42.507854,1.525841
213,42.5079,1.5258151
213,42.507923,1.5258946
213,42.5081,1.5257984
213,42.50807,1.5257097
213,42.50805,1.5257229
213,42.508007,1.5255824
213,42.50781,1.5256914
212,42.50912,1.5266562
212,42.50915,1.5266334
212,42.509167,1.5266706
212,42.50923,1.5266263
212,42.509216,1.5265847
212,42.509235,1.5265718
212,42.509174,1.5264091
212,42.509056,1.5264891
212,42.50912,1.5266562
211,42.505436,1.529701
211,42.505314,1.5297444
211,42.505333,1.5298576
211,42.5053,1.5298698
211,42.505344,1.5301037
211,42.505505,1.5300481
211,42.505436,1.529701
210,42.50511,1.5218443
210,42.505127,1.5218927
210,42.505222,1.5218531
210,42.50523,1.5219079
210,42.505333,1.5218805
210,42.505302,1.5217582
210,42.50511,1.5218443
209,42.504963,1.5212773
209,42.504993,1.5213983
209,42.50502,1.5213867
209,42.50504,1.5214764
209,42.50526,1.5213767
209,42.505207,1.5211661
209,42.504963,1.5212773
208,42.50497,1.519915
208,42.50502,1.5202368
208,42.50515,1.5202012
208,42.505116,1.5199281
208,42.50507,1.519888
208,42.50497,1.519915
207,42.512497,1.53097
207,42.512352,1.5311279
207,42.512386,1.5311915
207,42.512535,1.5310335
207,42.512497,1.53097
206,42.507366,1.5222596
206,42.507427,1.5224041
206,42.50753,1.5223254
206,42.507473,1.5221808
206,42.507366,1.5222596
205,42.509895,1.5277064
205,42.50983,1.527752
205,42.5099,1.5279262
205,42.509964,1.5278805
205,42.509895,1.5277064
204,42.50506,1.5216067
204,42.505283,1.5215038
204,42.505253,1.521386
204,42.505028,1.5214889
204,42.50506,1.5216067
203,42.50962,1.5279866
203,42.50973,1.5280896
203,42.509792,1.527972
203,42.509678,1.5278691
203,42.50962,1.5279866
202,42.509624,1.5258133
202,42.50953,1.5258495
202,42.50958,1.5260926
202,42.509674,1.5260565
202,42.509624,1.5258133
201,42.509937,1.5251143
201,42.509937,1.5253133
201,42.510014,1.5253125
201,42.51001,1.5251135
201,42.509937,1.5251143
200,42.510284,1.5245048
200,42.510296,1.5246975
200,42.510452,1.5246838
200,42.510445,1.524491
200,42.510284,1.5245048
199,42.507378,1.5247856
199,42.50742,1.5249081
199,42.507553,1.5248216
199,42.507507,1.5246991
199,42.507378,1.5247856
198,42.509487,1.5256338
198,42.509388,1.5256897
198,42.50941,1.5257727
198,42.50951,1.5257169
198,42.509487,1.5256338
197,42.51007,1.5245814
197,42.51008,1.5247633
197,42.510212,1.5247527
197,42.510204,1.5245708
197,42.51007,1.5245814
196,42.506794,1.5227797
196,42.50684,1.5229808
196,42.507072,1.5228822
196,42.507023,1.5226811
196,42.506794,1.5227797
195,42.51366,1.5294473
195,42.513542,1.5295808
195,42.513584,1.5296458
195,42.513702,1.5295122
195,42.51366,1.5294473
194,42.50971,1.5287465
194,42.509815,1.5288516
194,42.50988,1.528729
194,42.509773,1.5286239
194,42.50971,1.5287465
193,42.50764,1.5253983
193,42.507675,1.5255129
193,42.507847,1.5254221
193,42.507812,1.5253077
193,42.50764,1.5253983
192,42.507923,1.52515
192,42.50779,1.525222
192,42.507847,1.5254219
192,42.50798,1.5253497
192,42.507923,1.52515
191,42.507355,1.5219454
191,42.507183,1.5220808
191,42.507267,1.5222703
191,42.50744,1.5221348
191,42.507355,1.5219454
190,42.51168,1.53039
190,42.511707,1.5304925
190,42.51182,1.53044
190,42.5118,1.5303375
190,42.51168,1.53039
189,42.509296,1.5260105
189,42.509342,1.5261474
189,42.50941,1.5261052
189,42.509365,1.5259683
189,42.509296,1.5260105
188,42.509853,1.5284793
188,42.509968,1.5285833
188,42.510025,1.5284679
188,42.50991,1.5283638
188,42.509853,1.5284793
187,42.509537,1.5252306
187,42.509567,1.5254678
187,42.509686,1.5254425
187,42.50966,1.5252055
187,42.509537,1.5252306
186,42.513412,1.5297287
186,42.513313,1.5298458
186,42.51336,1.5299195
186,42.51346,1.5298023
186,42.513412,1.5297287
185,42.505047,1.5216451
185,42.50509,1.5218214
185,42.505383,1.5216911
185,42.50534,1.5215148
185,42.505047,1.5216451
184,42.511505,1.5302447
184,42.5113,1.5303887
184,42.51144,1.5307565
184,42.511646,1.5306125
184,42.511505,1.5302447
183,42.506096,1.5326625
183,42.50595,1.5327156
183,42.50608,1.5333719
183,42.506226,1.533319
183,42.506096,1.5326625
182,42.51186,1.5307273
182,42.511913,1.5308017
182,42.511986,1.5307086
182,42.511932,1.5306342
182,42.51186,1.5307273
181,42.51008,1.5248477
181,42.510082,1.5250282
181,42.510227,1.5250232
181,42.510223,1.5248429
181,42.51008,1.5248477
180,42.510296,1.524833
180,42.5103,1.5250251
180,42.51046,1.5250207
180,42.510456,1.5248287
180,42.510296,1.524833
179,42.50962,1.5249758
179,42.509533,1.5249945
179,42.50956,1.5252255
179,42.509647,1.5252068
179,42.50962,1.5249758
178,42.509956,1.5235772
178,42.509975,1.5239727
178,42.510105,1.5239613
178,42.510086,1.5235656
178,42.509956,1.5235772
177,42.504967,1.5291812
177,42.50511,1.5299357
177,42.505333,1.529857
177,42.505188,1.5291026
177,42.504967,1.5291812
176,42.507744,1.525644
176,42.50799,1.5255115
176,42.50795,1.5253665
176,42.5077,1.5254989
176,42.507744,1.525644
175,42.507633,1.5214345
175,42.507618,1.5214542
175,42.507545,1.5215359
175,42.507576,1.5215838
175,42.5076,1.5215435
175,42.507652,1.5216008
175,42.507694,1.52154
175,42.507633,1.5214345
174,42.508247,1.5213778
174,42.508327,1.5212723
174,42.508263,1.5211837
174,42.508224,1.5212333
174,42.5082,1.5212635
174,42.50823,1.5212996
174,42.50821,1.5213252
174,42.508247,1.5213778
173,42.507572,1.5210758
173,42.50766,1.5210525
173,42.507725,1.5210065
173,42.507553,1.5205021
173,42.507504,1.5205262
173,42.507515,1.5210735
173,42.50754,1.5210732
173,42.507572,1.5210758
172,42.507515,1.5213352
172,42.50752,1.5214585
172,42.507618,1.5214542
172,42.507614,1.5214083
172,42.507614,1.521331
172,42.507526,1.5213335
172,42.507515,1.5213352
171,42.50847,1.5210644
171,42.508457,1.5210783
171,42.508373,1.521175
171,42.508354,1.521196
171,42.508465,1.5213729
171,42.50858,1.5212414
171,42.50847,1.5210644
170,42.508366,1.5209365
170,42.508293,1.5210218
170,42.50828,1.521033
170,42.508373,1.521175
170,42.508457,1.5210783
170,42.508366,1.5209365
169,42.507656,1.5212508
169,42.50761,1.5212529
169,42.507614,1.521331
169,42.50766,1.521329
169,42.507656,1.5212508
168,42.508366,1.5213273
168,42.508286,1.5214328
168,42.508358,1.5215319
168,42.50844,1.5214264
168,42.508366,1.5213273
