,amount,country,date,destination_container,destination_lat,destination_lon,hour,origin_container,origin_lat,origin_lon
0,3,sp,12/25/14,0,42.49666667,1.498055556,20,0,42.49666667,1.498055556
1,1,sp,12/25/14,0,42.50833333,1.523611111,20,0,42.49666667,1.498055556
2,2,sp,12/25/14,0,42.50944444,1.523055556,20,0,42.49666667,1.498055556
3,27,sp,12/25/14,0,42.49666667,1.5125,20,0,42.49666667,1.5125
4,3,sp,12/25/14,0,42.50833333,1.523611111,20,0,42.49666667,1.5125
5,1,sp,12/25/14,0,42.51138889,1.530555556,20,0,42.49666667,1.5125
6,13,sp,12/25/14,0,42.50083333,1.531111111,20,0,42.50083333,1.531111111
7,1,sp,12/25/14,0,42.50722222,1.538055556,20,0,42.50083333,1.531111111
8,2,sp,12/25/14,0,42.50777778,1.5325,20,0,42.50083333,1.531111111
9,1,sp,12/25/14,0,42.50833333,1.523611111,20,0,42.50083333,1.531111111
10,2,sp,12/25/14,0,42.51083333,1.540277778,20,0,42.50083333,1.531111111
11,6,sp,12/25/14,0,42.50416667,1.527222222,20,0,42.50416667,1.527222222
12,2,sp,12/25/14,0,42.50833333,1.523611111,20,0,42.50416667,1.527222222
13,1,sp,12/25/14,0,42.50083333,1.531111111,20,0,42.50611111,1.520833333
14,1,sp,12/25/14,0,42.50416667,1.527222222,20,0,42.50611111,1.520833333
15,6,sp,12/25/14,0,42.50611111,1.520833333,20,0,42.50611111,1.520833333
16,3,sp,12/25/14,0,42.50722222,1.538055556,20,0,42.50611111,1.520833333
17,1,sp,12/25/14,0,42.5075,1.522777778,20,0,42.50611111,1.520833333
18,1,sp,12/25/14,0,42.50777778,1.5325,20,0,42.50611111,1.520833333
19,1,sp,12/25/14,0,42.50833333,1.523611111,20,0,42.50611111,1.520833333
20,1,sp,12/25/14,0,42.50083333,1.531111111,20,0,42.50722222,1.538055556
21,73,sp,12/25/14,0,42.50722222,1.538055556,20,0,42.50722222,1.538055556
22,2,sp,12/25/14,0,42.50777778,1.5325,20,0,42.50722222,1.538055556
23,11,sp,12/25/14,0,42.51083333,1.540277778,20,0,42.50722222,1.538055556
24,8,sp,12/25/14,0,42.51138889,1.530555556,20,0,42.50722222,1.538055556
25,1,sp,12/25/14,0,42.49666667,1.5125,20,0,42.5075,1.522777778
26,1,sp,12/25/14,0,42.50611111,1.520833333,20,0,42.5075,1.522777778
27,1,sp,12/25/14,0,42.50722222,1.538055556,20,0,42.5075,1.522777778
28,26,sp,12/25/14,0,42.5075,1.522777778,20,0,42.5075,1.522777778
29,1,sp,12/25/14,0,42.50777778,1.5325,20,0,42.5075,1.522777778
