,amount,country,date,destination_container,destination_lat,destination_lon,hour,origin_container,origin_lat,origin_lon
0,9,sp,12/25/14,0,42.49666667,1.498055556,11,0,42.49666667,1.498055556
1,1,sp,12/25/14,0,42.49666667,1.5125,11,0,42.49666667,1.498055556
2,1,sp,12/25/14,0,42.51138889,1.530555556,11,0,42.49666667,1.498055556
3,2,sp,12/25/14,0,42.49666667,1.498055556,11,0,42.49666667,1.5125
4,37,sp,12/25/14,0,42.49666667,1.5125,11,0,42.49666667,1.5125
5,3,sp,12/25/14,0,42.50611111,1.520833333,11,0,42.49666667,1.5125
6,1,sp,12/25/14,0,42.50777778,1.5325,11,0,42.49666667,1.5125
7,1,sp,12/25/14,0,42.50833333,1.523611111,11,0,42.49666667,1.5125
8,1,sp,12/25/14,0,42.51083333,1.540277778,11,0,42.49666667,1.5125
9,1,sp,12/25/14,0,42.50083333,1.531111111,11,0,42.50083333,1.531111111
10,1,sp,12/25/14,0,42.50722222,1.538055556,11,0,42.50083333,1.531111111
11,9,sp,12/25/14,0,42.50416667,1.527222222,11,0,42.50416667,1.527222222
12,1,sp,12/25/14,0,42.5075,1.522777778,11,0,42.50416667,1.527222222
13,2,sp,12/25/14,0,42.50777778,1.5325,11,0,42.50416667,1.527222222
14,1,sp,12/25/14,0,42.50833333,1.523611111,11,0,42.50416667,1.527222222
15,1,sp,12/25/14,0,42.51138889,1.530555556,11,0,42.50416667,1.527222222
16,11,sp,12/25/14,0,42.50611111,1.520833333,11,0,42.50611111,1.520833333
17,1,sp,12/25/14,0,42.5075,1.522777778,11,0,42.50611111,1.520833333
18,1,sp,12/25/14,0,42.50777778,1.5325,11,0,42.50611111,1.520833333
19,1,sp,12/25/14,0,42.50944444,1.523055556,11,0,42.50611111,1.520833333
20,1,sp,12/25/14,0,42.51083333,1.540277778,11,0,42.50611111,1.520833333
21,1,sp,12/25/14,0,42.51138889,1.530555556,11,0,42.50611111,1.520833333
22,1,sp,12/25/14,0,42.49666667,1.498055556,11,0,42.50722222,1.538055556
23,1,sp,12/25/14,0,42.49666667,1.5125,11,0,42.50722222,1.538055556
24,33,sp,12/25/14,0,42.50722222,1.538055556,11,0,42.50722222,1.538055556
25,1,sp,12/25/14,0,42.50777778,1.5325,11,0,42.50722222,1.538055556
26,1,sp,12/25/14,0,42.50833333,1.523611111,11,0,42.50722222,1.538055556
27,9,sp,12/25/14,0,42.51083333,1.540277778,11,0,42.50722222,1.538055556
28,2,sp,12/25/14,0,42.51138889,1.530555556,11,0,42.50722222,1.538055556
29,1,sp,12/25/14,0,42.50722222,1.538055556,11,0,42.5075,1.522777778
30,10,sp,12/25/14,0,42.5075,1.522777778,11,0,42.5075,1.522777778
31,3,sp,12/25/14,0,42.50833333,1.523611111,11,0,42.5075,1.522777778
32,2,sp,12/25/14,0,42.51138889,1.530555556,11,0,42.5075,1.522777778
33,1,sp,12/25/14,0,42.50416667,1.527222222,11,0,42.50777778,1.5325
34,91,sp,12/25/14,0,42.50777778,1.5325,11,0,42.50777778,1.5325
35,1,sp,12/25/14,0,42.50833333,1.523611111,11,0,42.50777778,1.5325
36,1,sp,12/25/14,0,42.51083333,1.540277778,11,0,42.50777778,1.5325
37,13,sp,12/25/14,0,42.51138889,1.530555556,11,0,42.50777778,1.5325
38,2,sp,12/25/14,0,42.49666667,1.5125,11,0,42.50833333,1.523611111
39,2,sp,12/25/14,0,42.50416667,1.527222222,11,0,42.50833333,1.523611111
40,1,sp,12/25/14,0,42.50611111,1.520833333,11,0,42.50833333,1.523611111
41,1,sp,12/25/14,0,42.50722222,1.538055556,11,0,42.50833333,1.523611111
42,2,sp,12/25/14,0,42.5075,1.522777778,11,0,42.50833333,1.523611111
43,1,sp,12/25/14,0,42.50777778,1.5325,11,0,42.50833333,1.523611111
44,57,sp,12/25/14,0,42.50833333,1.523611111,11,0,42.50833333,1.523611111
45,4,sp,12/25/14,0,42.50944444,1.523055556,11,0,42.50833333,1.523611111
46,1,sp,12/25/14,0,42.50611111,1.520833333,11,0,42.50944444,1.523055556
47,2,sp,12/25/14,0,42.5075,1.522777778,11,0,42.50944444,1.523055556
48,10,sp,12/25/14,0,42.50944444,1.523055556,11,0,42.50944444,1.523055556
49,8,sp,12/25/14,0,42.50722222,1.538055556,11,0,42.51083333,1.540277778
50,3,sp,12/25/14,0,42.50777778,1.5325,11,0,42.51083333,1.540277778
51,1,sp,12/25/14,0,42.50833333,1.523611111,11,0,42.51083333,1.540277778
52,33,sp,12/25/14,0,42.51083333,1.540277778,11,0,42.51083333,1.540277778
