HOUR	EDGE_ID	AMOUNT
0	1	1
0	3	3
0	4	1
0	6	1
0	7	1
0	8	1
0	9	4
0	9	2
0	11	1
0	12	1
0	13	1
0	14	2
0	16	2
0	18	2
0	20	1
0	22	1
0	24	1
0	26	1
0	28	1
0	29	1
0	4	10
0	32	1
0	34	4
1	0	3
1	3	1
1	36	1
1	11	1
1	5	1
1	6	1
1	7	3
1	10	22
1	32	1
1	13	20
1	16	1
1	19	1
1	15	1
1	40	1
1	26	1
1	12	2
1	9	2
1	1	1
1	29	1
1	1	1
1	43	1
2	5	3
2	7	3
2	7	1
2	11	4
2	13	1
2	21	8
2	34	4
2	7	1
2	2	4
2	4	3
2	46	1
2	34	1
3	2	1
3	11	5
3	5	4
3	7	3
3	8	4
3	9	2
3	13	1
3	16	1
3	2	1
3	34	3
3	27	1
3	2	4
3	49	1
3	35	1
4	9	1
4	4	1
4	5	4
4	7	4
4	8	2
4	9	3
4	9	1
4	32	1
4	50	1
4	51	1
4	39	3
4	45	1
4	4	1
4	12	1
4	2	4
4	3	1
4	4	2
4	14	1
5	49	1
5	11	1
5	6	1
5	57	1
5	57	1
5	11	1
5	11	1
5	14	1
5	1	1
5	33	2
5	21	15
5	59	1
5	61	1
5	24	1
5	42	1
5	63	1
5	6	1
5	64	1
5	65	1
6	66	1
6	3	2
6	4	1
6	5	3
6	6	1
6	8	3
6	7	2
6	9	1
6	68	1
6	9	1
6	14	1
6	14	2
6	13	17
6	69	1
6	21	1
6	70	1
6	39	1
6	13	1
6	72	1
6	30	3
6	60	1
6	52	1
6	13	1
6	38	1
7	0	8
7	42	2
7	1	1
7	4	5
7	74	1
7	51	1
7	6	2
7	7	1
7	9	1
7	68	1
7	37	1
7	75	1
7	14	2
7	76	1
7	77	1
7	21	5
7	22	1
7	53	1
7	4	1
7	47	1
7	41	1
7	6	1
7	46	1
7	43	1
7	34	3
7	45	1
8	81	1
8	0	4
8	83	1
8	0	7
8	73	1
8	2	7
8	3	1
8	4	2
8	31	3
8	5	22
8	60	3
8	15	1
8	6	2
8	7	1
8	8	18
8	41	1
8	54	2
8	68	1
8	84	1
8	85	1
8	27	1
8	14	1
8	32	2
8	32	1
8	86	1
8	86	1
8	50	1
8	80	1
8	68	1
8	88	2
8	22	1
8	89	3
8	83	1
8	91	1
8	92	3
8	44	2
8	36	1
8	24	1
8	27	1
8	95	3
8	62	1
8	73	1
8	30	1
8	74	1
8	32	1
8	97	1
8	88	1
9	57	2
9	0	3
9	66	1
9	0	1
9	73	1
9	2	9
9	3	1
9	99	1
9	100	1
9	101	1
9	36	1
9	74	1
9	11	1
9	5	12
9	6	9
9	52	3
9	6	1
9	60	9
9	45	1
9	45	3
9	7	4
9	8	11
9	37	1
9	37	1
9	62	1
9	68	1
9	28	1
9	103	1
9	81	1
9	27	2
9	85	1
9	14	1
9	14	1
9	32	2
9	76	7
9	47	2
9	47	1
9	105	1
9	50	4
9	106	1
9	107	1
9	84	2
9	108	1
9	21	6
9	20	1
9	22	1
9	109	1
9	76	4
9	60	1
9	78	7
9	111	1
9	112	1
9	35	14
9	40	1
9	39	6
9	114	1
9	64	2
9	88	1
9	44	1
9	44	1
9	32	1
9	93	7
9	27	3
9	117	2
9	62	1
9	109	3
9	96	1
9	119	1
9	85	5
9	60	1
9	32	2
9	77	1
9	77	1
10	9	8
10	9	2
10	121	2
10	90	1
10	42	11
10	122	3
10	83	1
10	2	10
10	3	3
10	1	3
10	3	2
10	99	1
10	70	1
10	74	1
10	30	3
10	49	6
10	36	2
10	11	3
10	108	2
10	5	26
10	52	1
10	15	1
10	56	1
10	7	1
10	7	2
10	7	1
10	41	1
10	41	1
10	41	1
10	37	1
10	54	1
10	10	330
10	68	1
10	84	3
10	84	1
10	81	2
10	103	2
10	109	7
10	121	2
10	72	1
10	128	3
10	32	4
10	58	1
10	47	1
10	47	4
10	1	3
10	76	1
10	51	1
10	129	1
10	50	1
10	50	1
10	86	1
10	86	1
10	43	4
10	64	2
10	131	1
10	132	1
10	120	1
10	21	2
10	22	1
10	22	1
10	22	1
10	99	1
10	102	1
10	133	2
10	134	5
10	136	1
10	96	1
10	111	2
10	40	4
10	71	2
10	39	10
10	138	1
10	43	1
10	115	1
10	140	1
10	141	1
10	27	1
10	26	1
10	27	1
10	27	2
10	143	1
10	83	2
10	110	3
10	119	1
10	119	1
10	102	1
10	145	2
10	80	1
10	115	1
10	147	2
11	9	16
11	9	3
11	121	3
11	0	5
11	63	1
11	0	8
11	73	1
11	2	8
11	3	8
11	67	1
11	3	1
11	99	1
11	100	2
11	4	4
11	49	2
11	74	1
11	30	2
11	36	1
11	11	1
11	31	1
11	108	1
11	5	10
11	52	1
11	61	1
11	52	2
11	56	1
11	76	1
11	144	1
11	46	1
11	41	2
11	41	1
11	37	1
11	37	1
11	148	1
11	149	1
11	148	1
11	84	1
11	95	5
11	84	3
11	132	1
11	121	1
11	75	1
11	132	1
11	75	1
11	13	12
11	97	1
11	33	1
11	58	1
11	33	1
11	33	1
11	38	2
11	150	1
11	151	1
11	87	1
11	130	1
11	18	18
11	86	1
11	87	1
11	129	1
11	107	1
11	77	1
11	153	1
11	20	1
11	19	1
11	21	24
11	20	6
11	154	1
11	123	1
11	155	2
11	135	2
11	157	1
11	159	1
11	112	1
11	35	3
11	161	1
11	40	1
11	71	2
11	39	25
11	53	1
11	140	1
11	140	1
11	119	1
11	141	1
11	24	1
11	163	1
11	164	1
11	165	1
11	126	1
11	120	2
11	121	2
11	123	1
11	82	1
11	90	1
11	100	1
11	154	1
11	154	1
11	36	1
11	166	1
11	36	1
11	149	1
11	114	1
11	43	2
11	114	1
11	168	2
12	9	28
12	57	3
12	0	13
