,amount,country,date,destination_container,destination_lat,destination_lon,hour,origin_container,origin_lat,origin_lon
0,1,sp,12/25/14,0,42.49666667,1.498055556,23,0,42.49666667,1.498055556
1,15,sp,12/25/14,0,42.49666667,1.5125,23,0,42.49666667,1.5125
2,2,sp,12/25/14,0,42.50083333,1.531111111,23,0,42.50083333,1.531111111
3,5,sp,12/25/14,0,42.50416667,1.527222222,23,0,42.50416667,1.527222222
4,1,sp,12/25/14,0,42.50416667,1.527222222,23,0,42.50611111,1.520833333
5,11,sp,12/25/14,0,42.50611111,1.520833333,23,0,42.50611111,1.520833333
6,1,sp,12/25/14,0,42.50833333,1.523611111,23,0,42.50611111,1.520833333
7,1,sp,12/25/14,0,42.50944444,1.523055556,23,0,42.50611111,1.520833333
8,37,sp,12/25/14,0,42.50722222,1.538055556,23,0,42.50722222,1.538055556
9,1,sp,12/25/14,0,42.50777778,1.5325,23,0,42.50722222,1.538055556
10,3,sp,12/25/14,0,42.51083333,1.540277778,23,0,42.50722222,1.538055556
11,3,sp,12/25/14,0,42.51138889,1.530555556,23,0,42.50722222,1.538055556
12,1,sp,12/25/14,0,42.50722222,1.538055556,23,0,42.5075,1.522777778
13,18,sp,12/25/14,0,42.5075,1.522777778,23,0,42.5075,1.522777778
14,2,sp,12/25/14,0,42.50833333,1.523611111,23,0,42.5075,1.522777778
15,31,sp,12/25/14,0,42.50777778,1.5325,23,0,42.50777778,1.5325
16,1,sp,12/25/14,0,42.50833333,1.523611111,23,0,42.50777778,1.5325
17,1,sp,12/25/14,0,42.49666667,1.5125,23,0,42.50833333,1.523611111
18,1,sp,12/25/14,0,42.5075,1.522777778,23,0,42.50833333,1.523611111
19,4,sp,12/25/14,0,42.50833333,1.523611111,23,0,42.50833333,1.523611111
20,1,sp,12/25/14,0,42.50944444,1.523055556,23,0,42.50833333,1.523611111
21,1,sp,12/25/14,0,42.49666667,1.5125,23,0,42.50944444,1.523055556
22,6,sp,12/25/14,0,42.50944444,1.523055556,23,0,42.50944444,1.523055556
23,1,sp,12/25/14,0,42.50722222,1.538055556,23,0,42.51083333,1.540277778
24,18,sp,12/25/14,0,42.51083333,1.540277778,23,0,42.51083333,1.540277778
25,1,sp,12/25/14,0,42.51138889,1.530555556,23,0,42.51083333,1.540277778
26,1,sp,12/25/14,0,42.50722222,1.538055556,23,0,42.51138889,1.530555556
27,1,sp,12/25/14,0,42.50777778,1.5325,23,0,42.51138889,1.530555556
28,14,sp,12/25/14,0,42.51138889,1.530555556,23,0,42.51138889,1.530555556
29,11,fr,12/25/14,0,42.49666667,1.5125,23,0,42.49666667,1.5125
30,2,fr,12/25/14,0,42.50083333,1.531111111,23,0,42.50083333,1.531111111
31,2,fr,12/25/14,0,42.50416667,1.527222222,23,0,42.50416667,1.527222222
32,1,fr,12/25/14,0,42.50611111,1.520833333,23,0,42.50416667,1.527222222
33,1,fr,12/25/14,0,42.50083333,1.531111111,23,0,42.50611111,1.520833333
34,9,fr,12/25/14,0,42.50611111,1.520833333,23,0,42.50611111,1.520833333
35,1,fr,12/25/14,0,42.50833333,1.523611111,23,0,42.50611111,1.520833333
36,1,fr,12/25/14,0,42.51138889,1.530555556,23,0,42.50611111,1.520833333
37,30,fr,12/25/14,0,42.50722222,1.538055556,23,0,42.50722222,1.538055556
38,1,fr,12/25/14,0,42.5075,1.522777778,23,0,42.50722222,1.538055556
39,5,fr,12/25/14,0,42.51083333,1.540277778,23,0,42.50722222,1.538055556
40,1,fr,12/25/14,0,42.50722222,1.538055556,23,0,42.5075,1.522777778
41,4,fr,12/25/14,0,42.50833333,1.523611111,23,0,42.5075,1.522777778
42,1,fr,12/25/14,0,42.50944444,1.523055556,23,0,42.5075,1.522777778
43,1,fr,12/25/14,0,42.50083333,1.531111111,23,0,42.50777778,1.5325
44,1,fr,12/25/14,0,42.50777778,1.5325,23,0,42.50777778,1.5325
45,2,fr,12/25/14,0,42.51138889,1.530555556,23,0,42.50777778,1.5325
46,5,fr,12/25/14,0,42.5075,1.522777778,23,0,42.50833333,1.523611111
47,42,fr,12/25/14,0,42.50833333,1.523611111,23,0,42.50833333,1.523611111
48,1,fr,12/25/14,0,42.50944444,1.523055556,23,0,42.50833333,1.523611111
49,1,fr,12/25/14,0,42.5075,1.522777778,23,0,42.50944444,1.523055556
50,1,fr,12/25/14,0,42.50833333,1.523611111,23,0,42.50944444,1.523055556
51,2,fr,12/25/14,0,42.50722222,1.538055556,23,0,42.51083333,1.540277778
52,41,fr,12/25/14,0,42.51083333,1.540277778,23,0,42.51083333,1.540277778
53,1,fr,12/25/14,0,42.51138889,1.530555556,23,0,42.51083333,1.540277778
54,2,fr,12/25/14,0,42.50722222,1.538055556,23,0,42.51138889,1.530555556
55,31,fr,12/25/14,0,42.51138889,1.530555556,23,0,42.51138889,1.530555556
56,184,sp,12/25/14,0,0.0,0.0,23,0,0.0,0.0
57,2,sp,12/25/14,1,0.0,0.0,23,0,0.0,0.0
58,1,sp,12/25/14,2,0.0,0.0,23,0,0.0,0.0
59,0,sp,12/25/14,3,0.0,0.0,23,0,0.0,0.0
60,2,sp,12/25/14,4,0.0,0.0,23,0,0.0,0.0
61,0,sp,12/25/14,5,0.0,0.0,23,0,0.0,0.0
62,0,sp,12/25/14,6,0.0,0.0,23,0,0.0,0.0
63,9,sp,12/25/14,0,0.0,0.0,23,1,0.0,0.0
64,284,sp,12/25/14,1,0.0,0.0,23,1,0.0,0.0
65,0,sp,12/25/14,2,0.0,0.0,23,1,0.0,0.0
66,0,sp,12/25/14,3,0.0,0.0,23,1,0.0,0.0
67,3,sp,12/25/14,4,0.0,0.0,23,1,0.0,0.0
68,0,sp,12/25/14,5,0.0,0.0,23,1,0.0,0.0
69,0,sp,12/25/14,6,0.0,0.0,23,1,0.0,0.0
70,3,sp,12/25/14,0,0.0,0.0,23,2,0.0,0.0
71,0,sp,12/25/14,1,0.0,0.0,23,2,0.0,0.0
72,57,sp,12/25/14,2,0.0,0.0,23,2,0.0,0.0
73,0,sp,12/25/14,3,0.0,0.0,23,2,0.0,0.0
74,0,sp,12/25/14,4,0.0,0.0,23,2,0.0,0.0
75,0,sp,12/25/14,5,0.0,0.0,23,2,0.0,0.0
76,0,sp,12/25/14,6,0.0,0.0,23,2,0.0,0.0
77,0,sp,12/25/14,0,0.0,0.0,23,3,0.0,0.0
78,0,sp,12/25/14,1,0.0,0.0,23,3,0.0,0.0
79,0,sp,12/25/14,2,0.0,0.0,23,3,0.0,0.0
80,19,sp,12/25/14,3,0.0,0.0,23,3,0.0,0.0
81,0,sp,12/25/14,4,0.0,0.0,23,3,0.0,0.0
82,0,sp,12/25/14,5,0.0,0.0,23,3,0.0,0.0
83,0,sp,12/25/14,6,0.0,0.0,23,3,0.0,0.0
84,0,sp,12/25/14,0,0.0,0.0,23,4,0.0,0.0
85,0,sp,12/25/14,1,0.0,0.0,23,4,0.0,0.0
86,0,sp,12/25/14,2,0.0,0.0,23,4,0.0,0.0
87,0,sp,12/25/14,3,0.0,0.0,23,4,0.0,0.0
