1	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1
0	0	2	6	-1	-1	-1	-1	-1	-1	-1	-1
5	5	5	5	5	5	5	5	5	5	-1	-1
5	5	5	5	5	5	5	5	5	5	-1	-1
