shapeid,Lat,Lon
41,1.5305222,42.5058475
41,1.5307368,42.5059622
41,1.530372,42.5062311
41,1.5301789,42.5061085
42,1.5248486,42.5051707
42,1.5248664,42.5051007
42,1.524876,42.505063
42,1.5260823,42.5052296
42,1.5260326,42.5054252
42,1.5248263,42.5052586
42,1.5248486,42.5051707
43,1.5303123,42.5063064
43,1.5301149,42.5061664
43,1.5299064,42.5063262
43,1.5301038,42.5064663
43,1.5303123,42.5063064
44,1.5246394,42.5048293
44,1.5251015,42.5048964
44,1.5251524,42.5047026
44,1.5246804,42.5046235
44,1.5246394,42.5048293
45,1.523355,42.5103276
45,1.5233668,42.5101713
45,1.5237339,42.5101863
45,1.5237221,42.5103426
45,1.523355,42.5103276
46,1.522849,42.5103049
46,1.5232163,42.5103234
46,1.5232299,42.5101758
46,1.5228627,42.5101573
46,1.522849,42.5103049
47,1.5234183,42.5100769
47,1.5230672,42.510061
47,1.5230792,42.5099155
47,1.5234304,42.5099314
47,1.5234183,42.5100769
48,1.5291841,42.509746
48,1.5290717,42.509611
48,1.5292391,42.5095352
48,1.5293516,42.5096702
48,1.5291841,42.509746
49,1.5290546,42.5096112
49,1.5290155,42.5095671
49,1.5288749,42.5096347
49,1.5289139,42.5096788
49,1.5290546,42.5096112
50,1.5290416,42.5095306
50,1.5289141,42.5093915
50,1.5287429,42.5094768
50,1.5288705,42.5096158
50,1.5290416,42.5095306
51,1.5285167,42.5092605
51,1.5284071,42.5091325
51,1.5285787,42.5090527
51,1.5286883,42.5091807
51,1.5285167,42.5092605
52,1.5283021,42.5093179
52,1.5281623,42.5091673
52,1.5280266,42.5092358
52,1.5281664,42.5093863
52,1.5283021,42.5093179
53,1.5286355,42.509415
53,1.5285954,42.5093476
53,1.5287767,42.5092695
53,1.5288734,42.5093206
53,1.5286355,42.509415
54,1.5279878,42.509213
54,1.5278711,42.5090959
54,1.528071,42.5089877
54,1.5281877,42.5091047
54,1.5279878,42.509213
55,1.5280385,42.5089838
55,1.5277756,42.5089907
55,1.5278628,42.5090797
55,1.5280385,42.5089838
56,1.5285776,42.5087802
56,1.5286849,42.5086853
56,1.5289196,42.5088128
56,1.5288713,42.5088533
56,1.5288234,42.5088592
56,1.5287569,42.508852
56,1.5286876,42.5088345
56,1.5285776,42.5087802
57,1.5292064,42.5088779
57,1.5293039,42.5088456
57,1.5292269,42.5088221
57,1.5292064,42.5088779
58,1.5292064,42.5088779
58,1.5292719,42.5089762
58,1.5295915,42.5090194
58,1.5296169,42.5089374
58,1.5293039,42.5088456
58,1.5292064,42.5088779
59,1.5305484,42.5088718
59,1.5305001,42.5083854
59,1.5300133,42.5086168
59,1.5305484,42.5088718
60,1.53079,42.5089969
60,1.5314565,42.5092579
60,1.5315745,42.5091007
60,1.5309348,42.5088506
60,1.53079,42.5089969
61,1.5301127,42.5088021
61,1.5298284,42.5086499
61,1.5297667,42.5087646
61,1.5301127,42.5088021
62,1.528785,42.508378
62,1.5289916,42.5081852
62,1.5295173,42.5084976
62,1.5294355,42.5086627
62,1.528785,42.508378
63,1.529229,42.508208
63,1.5293564,42.5080972
63,1.5287877,42.5076286
63,1.5286643,42.5077156
63,1.529229,42.508208
64,1.5293657,42.50803
64,1.5294958,42.5079272
64,1.5289755,42.5075011
64,1.5288427,42.5076
64,1.5293657,42.50803
65,1.529296,42.5076514
65,1.5294851,42.5075139
65,1.529309,42.5073946
65,1.529186,42.5073132
65,1.529296,42.5076514
66,1.529296,42.5076514
66,1.5297077,42.5076573
66,1.5294945,42.50752
66,1.5294851,42.5075139
66,1.529296,42.5076514
67,1.5297077,42.5076573
67,1.5297198,42.5073301
67,1.5295509,42.5074725
67,1.5294945,42.50752
67,1.5297077,42.5076573
68,1.5295509,42.5074725
68,1.5293725,42.5073518
68,1.5295535,42.5071907
68,1.5297345,42.5073152
68,1.5297198,42.5073301
68,1.5295509,42.5074725
69,1.5295535,42.5071907
69,1.529186,42.5073132
69,1.529309,42.5073946
69,1.5293725,42.5073518
69,1.5295535,42.5071907
70,1.534409,42.5085946
70,1.5342432,42.5085325
70,1.5342293,42.5086133
70,1.534409,42.5085946
71,1.5295573,42.5091917
71,1.5296273,42.5091125
71,1.5294859,42.5090971
71,1.5295573,42.5091917
72,1.5295573,42.5091917
72,1.5303626,42.5095081
72,1.5304545,42.5093845
72,1.5296273,42.5091125
72,1.5295573,42.5091917
73,1.527109,42.5080943
73,1.5271107,42.5077501
73,1.527699,42.5077277
73,1.52781,42.5080978
73,1.527109,42.5080943
74,1.5376491,42.5129562
74,1.5378369,42.5129256
74,1.5378171,42.5127988
74,1.5376194,42.5128323
74,1.5376491,42.5129562
75,1.5373715,42.5130894
75,1.537586,42.5130038
75,1.5375721,42.512842
75,1.5372777,42.512899
75,1.5373715,42.5130894
76,1.5379694,42.5131082
76,1.5380794,42.5130687
76,1.5380177,42.5129639
76,1.537905,42.5129995
76,1.5379694,42.5131082
77,1.5380499,42.5133831
77,1.5382108,42.5132823
77,1.5380579,42.5131854
77,1.5379211,42.5133139
77,1.5380499,42.5133831
78,1.5382155,42.5132696
78,1.5382812,42.5132133
78,1.5381377,42.5131283
78,1.5380827,42.5131866
78,1.5382155,42.5132696
79,1.5382807,42.5132102
79,1.5383859,42.5131005
79,1.5382579,42.513016
79,1.5381398,42.5131271
79,1.5382807,42.5132102
80,1.537795,42.5134225
80,1.5376649,42.5134527
80,1.5376957,42.5135461
80,1.5378278,42.5135214
80,1.537795,42.5134225
81,1.5376556,42.5135625
81,1.53766,42.5134594
81,1.5375408,42.5134838
81,1.5375802,42.513595
81,1.5376556,42.5135625
82,1.5368866,42.5132083
82,1.5368034,42.5130046
82,1.5365513,42.5130699
82,1.5366157,42.5132755
82,1.5368866,42.5132083
83,1.5377202,42.5131862
83,1.5376029,42.5130398
83,1.5378309,42.5129414
83,1.5379433,42.5130878
83,1.5377202,42.5131862
84,1.5381872,42.512905
84,1.5382811,42.512725
84,1.5380745,42.5127339
84,1.5381872,42.512905
85,1.5374554,42.5134374
85,1.5376555,42.5133972
85,1.5376246,42.51331
85,1.5374245,42.5133489
85,1.5374554,42.5134374
86,1.5364393,42.5134807
86,1.5366271,42.5134367
86,1.5365807,42.5133553
86,1.5364029,42.5133992
86,1.5364393,42.5134807
87,1.5361735,42.5135453
87,1.5363118,42.5135092
87,1.5362826,42.5134366
87,1.5361426,42.5134715
87,1.5361735,42.5135453
88,1.5347002,42.5079924
88,1.5346781,42.5082201
88,1.5353448,42.5082554
88,1.535367,42.5080277
88,1.5347002,42.5079924
89,1.5351668,42.5084981
89,1.5353567,42.5085069
89,1.5353758,42.5082823
89,1.5351859,42.5082735
89,1.5351668,42.5084981
90,1.5306621,42.5093934
90,1.5307372,42.5094438
90,1.5308042,42.5094023
90,1.5306862,42.5093618
90,1.5306621,42.5093934
91,1.5306502,42.5095932
91,1.5310112,42.5097485
91,1.5308709,42.5098722
91,1.5306502,42.5095932
92,1.5312577,42.5097104
92,1.5313175,42.5096279
92,1.531508,42.5097029
92,1.5314482,42.5097855
92,1.5312577,42.5097104
93,1.5323098,42.5102089
93,1.5322053,42.5103767
93,1.5318601,42.5102607
93,1.5319664,42.5100911
93,1.5323098,42.5102089
94,1.5323098,42.5102089
94,1.5326692,42.5103305
94,1.5325733,42.5104845
94,1.5325647,42.5104983
94,1.5322053,42.5103767
94,1.5323098,42.5102089
95,1.5326692,42.5103305
95,1.5330557,42.5104615
95,1.5329592,42.5106157
95,1.5325733,42.5104845
95,1.5326692,42.5103305
96,1.5286181,42.5090376
96,1.5286576,42.5089454
96,1.5290145,42.5090284
96,1.528975,42.5091207
96,1.5286181,42.5090376
97,1.5278799,42.5087474
97,1.5279912,42.5086228
97,1.5282703,42.5087533
97,1.5281239,42.5089162
97,1.5281132,42.5089283
97,1.5278799,42.5087474
98,1.5283638,42.5089084
98,1.5282857,42.5089952
98,1.5281239,42.5089162
98,1.5282703,42.5087533
98,1.5284153,42.5088241
98,1.5283967,42.5088448
98,1.5284135,42.508853
98,1.5283638,42.5089084
99,1.5284998,42.5089399
99,1.5285404,42.5088862
99,1.5286523,42.5089321
99,1.5286117,42.5089858
99,1.5285503,42.5089607
99,1.5284998,42.5089399
100,1.5284998,42.5089399
100,1.5285503,42.5089607
100,1.5285069,42.5089998
100,1.5285371,42.5090092
100,1.5285096,42.5090409
100,1.5284559,42.5090389
100,1.528407,42.5090493
100,1.5283332,42.5090226
100,1.5283956,42.5089613
100,1.5284526,42.5089776
100,1.5284998,42.5089399
101,1.5285776,42.5087802
101,1.5283898,42.508693
101,1.5285011,42.5085764
101,1.5286849,42.5086853
101,1.5285776,42.5087802
102,1.5283898,42.508693
102,1.5282597,42.5086308
102,1.5283697,42.5085141
102,1.5285011,42.5085764
102,1.5283898,42.508693
103,1.5283697,42.5085141
103,1.5282222,42.5084498
103,1.5281189,42.5085665
103,1.5282597,42.5086308
103,1.5283697,42.5085141
104,1.5279727,42.5085012
104,1.528128,42.5083324
104,1.5279741,42.5081829
104,1.5277796,42.5084152
104,1.5279727,42.5085012
105,1.5279727,42.5085012
105,1.5281189,42.5085665
105,1.5282222,42.5084498
105,1.528128,42.5083324
105,1.5279727,42.5085012
106,1.5279912,42.5086228
106,1.5278102,42.5085347
106,1.5277156,42.5086345
106,1.5278799,42.5087474
106,1.5279912,42.5086228
107,1.5278102,42.5085347
107,1.527658,42.5084645
107,1.5275855,42.5085599
107,1.5277156,42.5086345
107,1.5278102,42.5085347
108,1.527658,42.5084645
108,1.5275627,42.5084299
108,1.527495,42.5085288
108,1.5275855,42.5085599
108,1.527658,42.5084645
109,1.5296297,42.5084315
109,1.5299127,42.5082308
109,1.5297982,42.5082829
109,1.5297674,42.5083011
109,1.5296297,42.5084315
110,1.5296297,42.5084315
110,1.5293669,42.5082852
110,1.529572,42.508042
110,1.5297665,42.5080805
110,1.5296986,42.508164
110,1.5296458,42.5082288
110,1.5297674,42.5083011
110,1.5296297,42.5084315
111,1.5299127,42.5082308
111,1.529792,42.5080884
111,1.5297665,42.5080805
111,1.5296986,42.508164
111,1.5297982,42.5082829
111,1.5299127,42.5082308
112,1.5300236,42.5081451
112,1.5301899,42.5082024
112,1.5303334,42.5081638
112,1.5303964,42.5082607
112,1.5302731,42.5083042
112,1.5301725,42.5083408
112,1.530084,42.5083873
112,1.5299284,42.5081836
112,1.5300236,42.5081451
113,1.5241954,42.5065719
113,1.5244857,42.5062925
113,1.5243611,42.5061631
113,1.5241954,42.5065719
114,1.52452,42.5065427
114,1.524928,42.5066256
114,1.5249496,42.5065429
114,1.5245562,42.5064594
114,1.52452,42.5065427
115,1.5241404,42.5057265
115,1.5236553,42.5061128
115,1.5240006,42.5066844
115,1.5243261,42.506044
115,1.5241404,42.5057265
116,1.5245423,42.5068084
116,1.5247086,42.5068497
116,1.5247927,42.5066658
116,1.5246264,42.5066245
116,1.5245423,42.5068084
117,1.5264349,42.5059871
117,1.526463,42.5058862
117,1.5262205,42.5057855
117,1.52615,42.5058777
117,1.5264349,42.5059871
118,1.526947,42.5063715
118,1.5271152,42.5065986
118,1.5273383,42.5065087
118,1.5270409,42.5061074
118,1.526947,42.5063715
119,1.526127,42.5070531
119,1.5261537,42.5068628
119,1.5253244,42.5067903
119,1.525745,42.5070276
119,1.526127,42.5070531
120,1.5282832,42.5063487
120,1.5283305,42.5063874
120,1.5283802,42.5063546
120,1.528333,42.5063158
120,1.5282832,42.5063487
121,1.525952,42.5061501
121,1.5262018,42.5062507
121,1.5262712,42.506157
121,1.5260214,42.5060565
121,1.525952,42.5061501
122,1.5261537,42.5068628
122,1.526127,42.5070531
122,1.5271925,42.5071512
122,1.5272228,42.5069351
122,1.5261537,42.5068628
123,1.5259493,42.507845
123,1.5263022,42.5072421
123,1.5258812,42.507622
123,1.5259493,42.507845
124,1.5271038,42.5072851
124,1.5270886,42.5074001
124,1.5273848,42.5076595
124,1.5274126,42.5073236
124,1.5271038,42.5072851
125,1.5248782,42.5067672
125,1.5249446,42.5067827
125,1.5249891,42.5066794
125,1.5249227,42.5066639
125,1.5248782,42.5067672
126,1.5248499,42.5068844
126,1.5248874,42.5068931
126,1.5249264,42.5068017
126,1.524889,42.506793
126,1.5248499,42.5068844
127,1.5242356,42.5071276
127,1.5244461,42.5071767
127,1.5245281,42.5069856
127,1.5243176,42.5069365
127,1.5242356,42.5071276
128,1.5253389,42.5072754
128,1.5253493,42.5071892
128,1.5251182,42.5071404
128,1.5251037,42.50726
128,1.5253389,42.5072754
129,1.5253493,42.5071892
129,1.5253389,42.5072754
129,1.5255611,42.5073168
129,1.5255748,42.507204
129,1.5253493,42.5071892
130,1.5247928,42.507265
130,1.5249219,42.5070697
130,1.5247024,42.5070186
130,1.5246106,42.5072327
130,1.5247928,42.507265
131,1.5249219,42.5070697
131,1.5247928,42.507265
131,1.5250251,42.5073069
131,1.5250715,42.5071035
131,1.5249219,42.5070697
132,1.5270886,42.5074001
132,1.5271038,42.5072851
132,1.526816,42.5072644
132,1.5265664,42.5076857
132,1.5267315,42.5077132
132,1.5269141,42.5074045
132,1.5270886,42.5074001
133,1.5249583,42.5068977
133,1.525074,42.5068898
133,1.525158,42.5066994
133,1.5250208,42.5066655
133,1.5249583,42.5068977
134,1.5263022,42.5072421
134,1.5259493,42.507845
134,1.5262757,42.507825
134,1.5263022,42.5072421
135,1.5284153,42.5088241
135,1.5283638,42.5089084
135,1.5284135,42.508853
135,1.5283967,42.5088448
135,1.5284153,42.5088241
136,1.5222284,42.5076131
136,1.5220267,42.5077512
136,1.5222074,42.5078947
136,1.5224092,42.5077566
136,1.5222284,42.5076131
137,1.5223887,42.5078639
137,1.5224394,42.5079111
137,1.5225372,42.507854
137,1.522494,42.5078137
137,1.5223887,42.5078639
138,1.5224394,42.5079111
138,1.5223887,42.5078639
138,1.5222576,42.5079064
138,1.5223308,42.5079745
138,1.5224394,42.5079111
139,1.5226287,42.5077095
139,1.5226432,42.5078311
139,1.5227458,42.5078183
139,1.5228116,42.5078114
139,1.5228101,42.5077259
139,1.5226287,42.5077095
140,1.5226432,42.5078311
140,1.5226287,42.5077095
140,1.522494,42.5078137
140,1.5225372,42.507854
140,1.5226432,42.5078311
141,1.5216393,42.5079763
141,1.5216253,42.5079657
141,1.5213696,42.5077718
141,1.5212677,42.5078449
141,1.5215374,42.5080494
141,1.5216393,42.5079763
142,1.5220518,42.5077979
142,1.5219391,42.5076917
142,1.521797,42.5077735
142,1.5219614,42.5078498
142,1.5220518,42.5077979
143,1.5215838,42.5075755
143,1.5216008,42.5076528
143,1.5216407,42.5076905
143,1.5218254,42.5075843
143,1.5215838,42.5075755
144,1.5219391,42.5076917
144,1.5218254,42.5075843
144,1.5216407,42.5076905
144,1.521797,42.5077735
144,1.5219391,42.5076917
145,1.5220654,42.5081464
145,1.5220621,42.507988
145,1.5219298,42.5080436
145,1.5220654,42.5081464
146,1.5220518,42.5077979
146,1.5219614,42.5078498
146,1.522161,42.5080124
146,1.5222704,42.5079809
146,1.5220518,42.5077979
147,1.5224593,42.5082228
147,1.5223665,42.5082182
147,1.522252,42.508236
147,1.5222609,42.5082768
147,1.522403,42.5083651
147,1.5224593,42.5082228
148,1.5223793,42.5080792
148,1.5223665,42.5082182
148,1.5224593,42.5082228
148,1.5223793,42.5080792
149,1.5221772,42.5082597
149,1.522056,42.5082351
149,1.5220123,42.5083518
149,1.5221335,42.5083765
149,1.5221772,42.5082597
150,1.522252,42.508236
150,1.5223665,42.5082182
150,1.5223793,42.5080792
150,1.522252,42.508236
151,1.5216253,42.5079657
151,1.5216393,42.5079763
151,1.5220654,42.5081464
151,1.5219298,42.5080436
151,1.5216253,42.5079657
152,1.5221335,42.5083765
152,1.522403,42.5083651
152,1.5222609,42.5082768
152,1.5221772,42.5082597
152,1.5221335,42.5083765
153,1.5225349,42.5079158
153,1.5225832,42.5079674
153,1.522689,42.5079093
153,1.5225349,42.5079158
154,1.522476,42.5080546
154,1.522644,42.5080262
154,1.5225832,42.5079674
154,1.522476,42.5080546
155,1.522476,42.5080546
155,1.5225832,42.5079674
155,1.5225349,42.5079158
155,1.522476,42.5080546
156,1.5227902,42.507873
156,1.5228121,42.507897
156,1.5229369,42.5078537
156,1.5228116,42.5078114
156,1.5227458,42.5078183
156,1.5227902,42.507873
157,1.522994,42.507873
157,1.5230655,42.5079559
157,1.5231493,42.5078074
157,1.522994,42.507873
158,1.522923,42.5080236
158,1.5230655,42.5079559
158,1.522994,42.507873
158,1.5229369,42.5078537
158,1.522851,42.5079397
158,1.522923,42.5080236
159,1.5228101,42.5077259
159,1.5228116,42.5078114
159,1.5229369,42.5078537
159,1.522994,42.507873
159,1.5231493,42.5078074
159,1.5228101,42.5077259
160,1.522923,42.5080236
160,1.522851,42.5079397
160,1.5228121,42.507897
160,1.5227902,42.507873
160,1.522689,42.5079093
160,1.5225832,42.5079674
160,1.522644,42.5080262
160,1.522923,42.5080236
161,1.5211504,42.5081082
161,1.5211469,42.5081645
161,1.5212333,42.5082262
161,1.5213252,42.5082096
161,1.5211504,42.5081082
162,1.5210525,42.5076591
162,1.521329,42.5076584
162,1.5212509,42.5076565
162,1.5212529,42.5076122
162,1.521331,42.507614
162,1.5213335,42.5075276
162,1.5210732,42.5075428
162,1.5210525,42.5076591
163,1.5206124,42.5080328
163,1.5206452,42.5078509
163,1.5203963,42.5080379
163,1.5205178,42.5081144
163,1.5206124,42.5080328
164,1.5205178,42.5081144
164,1.5206556,42.5082011
164,1.5207496,42.50812
164,1.5206124,42.5080328
164,1.5205178,42.5081144
165,1.5206556,42.5082011
165,1.5207989,42.5082914
165,1.5208924,42.5082107
165,1.5207496,42.50812
165,1.5206556,42.5082011
166,1.5207989,42.5082914
166,1.5209365,42.5083666
166,1.5210218,42.508293
166,1.5211469,42.5081645
166,1.5211504,42.5081082
166,1.5208924,42.5082107
166,1.5207989,42.5082914
167,1.521329,42.5076584
167,1.5214083,42.5076159
167,1.521331,42.507614
167,1.521329,42.5076584
168,1.5213273,42.5083667
168,1.5214264,42.5084376
168,1.5215319,42.5083575
168,1.5214328,42.5082866
168,1.5213273,42.5083667
169,1.521329,42.5076584
169,1.521331,42.507614
169,1.5212529,42.5076122
169,1.5212509,42.5076565
169,1.521329,42.5076584
170,1.5209365,42.5083666
170,1.5210783,42.5084559
170,1.521175,42.5083726
170,1.5210218,42.508293
170,1.5209365,42.5083666
171,1.521175,42.5083726
171,1.5210783,42.5084559
171,1.5212414,42.5085794
171,1.5213729,42.5084659
171,1.521175,42.5083726
172,1.5213335,42.5075276
172,1.521331,42.507614
172,1.5214083,42.5076159
172,1.5214542,42.507617
172,1.5213335,42.5075276
173,1.5210732,42.5075428
173,1.5205262,42.5075027
173,1.5210065,42.5077245
173,1.5210525,42.5076591
173,1.5210732,42.5075428
174,1.5213252,42.5082096
174,1.5212333,42.5082262
174,1.5212723,42.5083274
174,1.5213778,42.5082472
174,1.5213252,42.5082096
175,1.5216008,42.5076528
175,1.5215838,42.5075755
175,1.5214542,42.507617
175,1.5216008,42.5076528
176,1.5256439,42.507744
176,1.5254989,42.5077022
176,1.5253665,42.5079516
176,1.5255115,42.5079934
176,1.5256439,42.507744
177,1.5291813,42.5049669
177,1.5291026,42.505188
177,1.529857,42.505334
177,1.5299357,42.5051129
177,1.5291813,42.5049669
178,1.5235772,42.5099554
178,1.5235657,42.5100869
178,1.5239613,42.5101056
178,1.5239727,42.5099742
178,1.5235772,42.5099554
179,1.5249758,42.5096223
179,1.5252068,42.5096489
179,1.5252255,42.5095606
179,1.5249945,42.5095339
179,1.5249758,42.5096223
180,1.524833,42.5102962
180,1.5248287,42.5104568
180,1.5250207,42.5104596
180,1.5250251,42.5102991
180,1.524833,42.5102962
181,1.5248478,42.5100799
181,1.5248428,42.5102219
181,1.5250232,42.5102253
181,1.5250282,42.5100833
181,1.5248478,42.5100799
182,1.5307273,42.5118607
182,1.5306342,42.5119341
182,1.5307085,42.5119853
182,1.5308016,42.5119118
182,1.5307273,42.5118607
183,1.5326625,42.5060956
183,1.533319,42.5062251
183,1.5333719,42.5060793
183,1.5327155,42.5059497
183,1.5326625,42.5060956
184,1.5302447,42.5115053
184,1.5306125,42.5116462
184,1.5307565,42.5114419
184,1.5303887,42.511301
184,1.5302447,42.5115053
185,1.5216451,42.5050467
185,1.5215148,42.5053413
185,1.5216911,42.5053837
185,1.5218214,42.5050891
185,1.5216451,42.5050467
186,1.5297287,42.5134123
186,1.5298023,42.5134595
186,1.5299195,42.5133603
186,1.5298458,42.513313
186,1.5297287,42.5134123
187,1.5252307,42.5095383
187,1.5252055,42.5096579
187,1.5254425,42.5096851
187,1.5254677,42.5095654
187,1.5252307,42.5095383
188,1.5284793,42.5098543
188,1.5283638,42.5099116
188,1.5284679,42.5100254
188,1.5285833,42.5099681
188,1.5284793,42.5098543
189,1.5260105,42.5092954
189,1.5259683,42.5093648
189,1.5261052,42.50941
189,1.5261474,42.5093406
189,1.5260105,42.5092954
190,1.53039,42.5116815
190,1.5303375,42.5117977
190,1.53044,42.5118229
190,1.5304925,42.5117067
190,1.53039,42.5116815
191,1.5219453,42.507356
191,1.5221348,42.5074375
191,1.5222703,42.5072664
191,1.5220808,42.5071849
191,1.5219453,42.507356
192,1.52515,42.5079227
192,1.5253497,42.5079809
192,1.5254218,42.5078465
192,1.525222,42.5077883
192,1.52515,42.5079227
193,1.5253983,42.5076423
193,1.5253076,42.5078131
193,1.5254221,42.5078461
193,1.5255129,42.5076754
193,1.5253983,42.5076423
194,1.5287465,42.5097074
194,1.5286239,42.5097716
194,1.528729,42.5098806
194,1.5288516,42.5098163
194,1.5287465,42.5097074
195,1.5294473,42.5136617
195,1.5295122,42.5137017
195,1.5296458,42.5135839
195,1.5295808,42.5135438
195,1.5294473,42.5136617
196,1.5227797,42.5067941
196,1.5226811,42.5070242
196,1.5228822,42.507071
196,1.5229808,42.506841
196,1.5227797,42.5067941
197,1.5245814,42.5100719
197,1.5245708,42.5102038
197,1.5247527,42.5102117
197,1.5247634,42.5100799
197,1.5245814,42.5100719
198,1.5256338,42.5094858
198,1.5257169,42.5095112
198,1.5257727,42.5094119
198,1.5256897,42.5093866
198,1.5256338,42.5094858
199,1.5247856,42.5073768
