,amount,country,date,destination_container,destination_lat,destination_lon,hour,origin_container,origin_lat,origin_lon
0,17,sp,12/25/14,0,42.49666667,1.5125,0,0,42.49666667,1.5125
1,2,sp,12/25/14,0,42.50611111,1.520833333,0,0,42.49666667,1.5125
2,1,sp,12/25/14,0,42.50833333,1.523611111,0,0,42.49666667,1.5125
3,9,sp,12/25/14,0,42.50083333,1.531111111,0,0,42.50083333,1.531111111
4,1,sp,12/25/14,0,42.50416667,1.527222222,0,0,42.50416667,1.527222222
5,5,sp,12/25/14,0,42.50611111,1.520833333,0,0,42.50611111,1.520833333
6,1,sp,12/25/14,0,42.50777778,1.5325,0,0,42.50611111,1.520833333
7,64,sp,12/25/14,0,42.50722222,1.538055556,0,0,42.50722222,1.538055556
8,1,sp,12/25/14,0,42.50777778,1.5325,0,0,42.50722222,1.538055556
9,1,sp,12/25/14,0,42.51083333,1.540277778,0,0,42.50722222,1.538055556
10,3,sp,12/25/14,0,42.51138889,1.530555556,0,0,42.50722222,1.538055556
11,1,sp,12/25/14,0,42.50527778,1.517777778,0,0,42.5075,1.522777778
12,5,sp,12/25/14,0,42.5075,1.522777778,0,0,42.5075,1.522777778
13,1,sp,12/25/14,0,42.49666667,1.5125,0,0,42.50777778,1.5325
14,1,sp,12/25/14,0,42.50722222,1.538055556,0,0,42.50777778,1.5325
15,12,sp,12/25/14,0,42.50777778,1.5325,0,0,42.50777778,1.5325
16,1,sp,12/25/14,0,42.51083333,1.540277778,0,0,42.50777778,1.5325
17,1,sp,12/25/14,0,42.49666667,1.5125,0,0,42.50833333,1.523611111
18,1,sp,12/25/14,0,42.5075,1.522777778,0,0,42.50833333,1.523611111
19,10,sp,12/25/14,0,42.50833333,1.523611111,0,0,42.50833333,1.523611111
20,1,sp,12/25/14,0,42.50944444,1.523055556,0,0,42.50833333,1.523611111
21,1,sp,12/25/14,0,42.51138889,1.530555556,0,0,42.50833333,1.523611111
22,1,sp,12/25/14,0,42.5075,1.522777778,0,0,42.50944444,1.523055556
23,3,sp,12/25/14,0,42.50833333,1.523611111,0,0,42.50944444,1.523055556
24,11,sp,12/25/14,0,42.50944444,1.523055556,0,0,42.50944444,1.523055556
25,1,sp,12/25/14,0,42.50722222,1.538055556,0,0,42.51083333,1.540277778
26,18,sp,12/25/14,0,42.51083333,1.540277778,0,0,42.51083333,1.540277778
27,1,sp,12/25/14,0,42.51138889,1.530555556,0,0,42.51083333,1.540277778
28,1,sp,12/25/14,0,42.50083333,1.531111111,0,0,42.51138889,1.530555556
29,1,sp,12/25/14,0,42.50416667,1.527222222,0,0,42.51138889,1.530555556
30,1,sp,12/25/14,0,42.50722222,1.538055556,0,0,42.51138889,1.530555556
31,3,sp,12/25/14,0,42.50777778,1.5325,0,0,42.51138889,1.530555556
32,1,sp,12/25/14,0,42.50833333,1.523611111,0,0,42.51138889,1.530555556
33,16,sp,12/25/14,0,42.51138889,1.530555556,0,0,42.51138889,1.530555556
34,10,fr,12/25/14,0,42.49666667,1.5125,0,0,42.49666667,1.5125
35,3,fr,12/25/14,0,42.50611111,1.520833333,0,0,42.49666667,1.5125
36,1,fr,12/25/14,0,42.50833333,1.523611111,0,0,42.49666667,1.5125
37,2,fr,12/25/14,0,42.50083333,1.531111111,0,0,42.50083333,1.531111111
38,1,fr,12/25/14,0,42.50611111,1.520833333,0,0,42.50083333,1.531111111
39,7,fr,12/25/14,0,42.50416667,1.527222222,0,0,42.50416667,1.527222222
40,1,fr,12/25/14,0,42.5075,1.522777778,0,0,42.50416667,1.527222222
41,1,fr,12/25/14,0,42.50833333,1.523611111,0,0,42.50416667,1.527222222
42,1,fr,12/25/14,0,42.49666667,1.5125,0,0,42.50527778,1.517777778
43,2,fr,12/25/14,0,42.49666667,1.5125,0,0,42.50611111,1.520833333
44,1,fr,12/25/14,0,42.50416667,1.527222222,0,0,42.50611111,1.520833333
45,1,fr,12/25/14,0,42.50527778,1.517777778,0,0,42.50611111,1.520833333
46,4,fr,12/25/14,0,42.50611111,1.520833333,0,0,42.50611111,1.520833333
47,1,fr,12/25/14,0,42.50833333,1.523611111,0,0,42.50611111,1.520833333
48,1,fr,12/25/14,0,42.50083333,1.531111111,0,0,42.50722222,1.538055556
49,14,fr,12/25/14,0,42.50722222,1.538055556,0,0,42.50722222,1.538055556
50,1,fr,12/25/14,0,42.5075,1.522777778,0,0,42.50722222,1.538055556
51,3,fr,12/25/14,0,42.51083333,1.540277778,0,0,42.50722222,1.538055556
52,1,fr,12/25/14,0,42.51138889,1.530555556,0,0,42.50722222,1.538055556
53,1,fr,12/25/14,0,42.49666667,1.5125,0,0,42.5075,1.522777778
54,2,fr,12/25/14,0,42.50722222,1.538055556,0,0,42.5075,1.522777778
55,74,fr,12/25/14,0,42.5075,1.522777778,0,0,42.5075,1.522777778
56,1,fr,12/25/14,0,42.50833333,1.523611111,0,0,42.5075,1.522777778
57,1,fr,12/25/14,0,42.50944444,1.523055556,0,0,42.5075,1.522777778
58,1,fr,12/25/14,0,42.51138889,1.530555556,0,0,42.5075,1.522777778
59,1,fr,12/25/14,0,42.50611111,1.520833333,0,0,42.50777778,1.5325
60,11,fr,12/25/14,0,42.50777778,1.5325,0,0,42.50777778,1.5325
61,1,fr,12/25/14,0,42.50833333,1.523611111,0,0,42.50777778,1.5325
62,5,fr,12/25/14,0,42.51138889,1.530555556,0,0,42.50777778,1.5325
63,1,fr,12/25/14,0,42.50083333,1.531111111,0,0,42.50833333,1.523611111
64,1,fr,12/25/14,0,42.50416667,1.527222222,0,0,42.50833333,1.523611111
65,2,fr,12/25/14,0,42.5075,1.522777778,0,0,42.50833333,1.523611111
66,53,fr,12/25/14,0,42.50833333,1.523611111,0,0,42.50833333,1.523611111
67,1,fr,12/25/14,0,42.50944444,1.523055556,0,0,42.50833333,1.523611111
68,3,fr,12/25/14,0,42.51138889,1.530555556,0,0,42.50833333,1.523611111
69,2,fr,12/25/14,0,42.50833333,1.523611111,0,0,42.50944444,1.523055556
70,6,fr,12/25/14,0,42.50944444,1.523055556,0,0,42.50944444,1.523055556
71,2,fr,12/25/14,0,42.50722222,1.538055556,0,0,42.51083333,1.540277778
72,30,fr,12/25/14,0,42.51083333,1.540277778,0,0,42.51083333,1.540277778
73,1,fr,12/25/14,0,42.51138889,1.530555556,0,0,42.51083333,1.540277778
74,1,fr,12/25/14,0,42.5075,1.522777778,0,0,42.51138889,1.530555556
75,5,fr,12/25/14,0,42.50777778,1.5325,0,0,42.51138889,1.530555556
76,2,fr,12/25/14,0,42.50833333,1.523611111,0,0,42.51138889,1.530555556
77,1,fr,12/25/14,0,42.51083333,1.540277778,0,0,42.51138889,1.530555556
78,64,fr,12/25/14,0,42.51138889,1.530555556,0,0,42.51138889,1.530555556
79,198,sp,12/25/14,0,0.0,0.0,0,0,0.0,0.0
80,0,sp,12/25/14,1,0.0,0.0,0,0,0.0,0.0
81,1,sp,12/25/14,2,0.0,0.0,0,0,0.0,0.0
82,0,sp,12/25/14,3,0.0,0.0,0,0,0.0,0.0
83,1,sp,12/25/14,4,0.0,0.0,0,0,0.0,0.0
84,0,sp,12/25/14,5,0.0,0.0,0,0,0.0,0.0
85,0,sp,12/25/14,6,0.0,0.0,0,0,0.0,0.0
86,5,sp,12/25/14,0,0.0,0.0,0,1,0.0,0.0
87,95,sp,12/25/14,1,0.0,0.0,0,1,0.0,0.0
88,2,sp,12/25/14,2,0.0,0.0,0,1,0.0,0.0
89,0,sp,12/25/14,3,0.0,0.0,0,1,0.0,0.0
90,0,sp,12/25/14,4,0.0,0.0,0,1,0.0,0.0
91,0,sp,12/25/14,5,0.0,0.0,0,1,0.0,0.0
92,0,sp,12/25/14,6,0.0,0.0,0,1,0.0,0.0
93,0,sp,12/25/14,0,0.0,0.0,0,2,0.0,0.0
94,0,sp,12/25/14,1,0.0,0.0,0,2,0.0,0.0
95,51,sp,12/25/14,2,0.0,0.0,0,2,0.0,0.0
96,0,sp,12/25/14,3,0.0,0.0,0,2,0.0,0.0
97,0,sp,12/25/14,4,0.0,0.0,0,2,0.0,0.0
98,0,sp,12/25/14,5,0.0,0.0,0,2,0.0,0.0
99,0,sp,12/25/14,6,0.0,0.0,0,2,0.0,0.0
100,1,sp,12/25/14,0,0.0,0.0,0,3,0.0,0.0
101,0,sp,12/25/14,1,0.0,0.0,0,3,0.0,0.0
102,0,sp,12/25/14,2,0.0,0.0,0,3,0.0,0.0
103,3,sp,12/25/14,3,0.0,0.0,0,3,0.0,0.0
104,0,sp,12/25/14,4,0.0,0.0,0,3,0.0,0.0
105,0,sp,12/25/14,5,0.0,0.0,0,3,0.0,0.0
106,0,sp,12/25/14,6,0.0,0.0,0,3,0.0,0.0
107,0,sp,12/25/14,0,0.0,0.0,0,4,0.0,0.0
108,0,sp,12/25/14,1,0.0,0.0,0,4,0.0,0.0
109,0,sp,12/25/14,2,0.0,0.0,0,4,0.0,0.0
110,0,sp,12/25/14,3,0.0,0.0,0,4,0.0,0.0
111,51,sp,12/25/14,4,0.0,0.0,0,4,0.0,0.0
112,0,sp,12/25/14,5,0.0,0.0,0,4,0.0,0.0
113,0,sp,12/25/14,6,0.0,0.0,0,4,0.0,0.0
114,0,sp,12/25/14,0,0.0,0.0,0,5,0.0,0.0
115,0,sp,12/25/14,1,0.0,0.0,0,5,0.0,0.0
116,0,sp,12/25/14,2,0.0,0.0,0,5,0.0,0.0
117,0,sp,12/25/14,3,0.0,0.0,0,5,0.0,0.0
118,0,sp,12/25/14,4,0.0,0.0,0,5,0.0,0.0
119,127,sp,12/25/14,5,0.0,0.0,0,5,0.0,0.0
120,2,sp,12/25/14,6,0.0,0.0,0,5,0.0,0.0
121,0,sp,12/25/14,0,0.0,0.0,0,6,0.0,0.0
122,0,sp,12/25/14,1,0.0,0.0,0,6,0.0,0.0
123,0,sp,12/25/14,2,0.0,0.0,0,6,0.0,0.0
124,0,sp,12/25/14,3,0.0,0.0,0,6,0.0,0.0
125,1,sp,12/25/14,4,0.0,0.0,0,6,0.0,0.0
126,1,sp,12/25/14,5,0.0,0.0,0,6,0.0,0.0
127,47,sp,12/25/14,6,0.0,0.0,0,6,0.0,0.0
128,329,fr,12/25/14,0,0.0,0.0,0,0,0.0,0.0
129,0,fr,12/25/14,1,0.0,0.0,0,0,0.0,0.0
130,0,fr,12/25/14,2,0.0,0.0,0,0,0.0,0.0
131,0,fr,12/25/14,3,0.0,0.0,0,0,0.0,0.0
132,1,fr,12/25/14,4,0.0,0.0,0,0,0.0,0.0
133,0,fr,12/25/14,5,0.0,0.0,0,0,0.0,0.0
