,amount,country,date,destination_container,destination_lat,destination_lon,hour,origin_container,origin_lat,origin_lon
0,6,sp,12/25/14,0,42.49666667,1.498055556,17,0,42.49666667,1.498055556
1,1,sp,12/25/14,0,42.49666667,1.5125,17,0,42.49666667,1.498055556
2,1,sp,12/25/14,0,42.50611111,1.520833333,17,0,42.49666667,1.498055556
3,1,sp,12/25/14,0,42.51083333,1.540277778,17,0,42.49666667,1.498055556
4,23,sp,12/25/14,0,42.49666667,1.5125,17,0,42.49666667,1.5125
5,3,sp,12/25/14,0,42.50833333,1.523611111,17,0,42.49666667,1.5125
6,2,sp,12/25/14,0,42.51138889,1.530555556,17,0,42.49666667,1.5125
7,1,sp,12/25/14,0,42.50722222,1.538055556,17,0,42.50083333,1.531111111
8,1,sp,12/25/14,0,42.5075,1.522777778,17,0,42.50083333,1.531111111
9,1,sp,12/25/14,0,42.50777778,1.5325,17,0,42.50083333,1.531111111
10,12,sp,12/25/14,0,42.50416667,1.527222222,17,0,42.50416667,1.527222222
11,1,sp,12/25/14,0,42.50722222,1.538055556,17,0,42.50416667,1.527222222
12,1,sp,12/25/14,0,42.50833333,1.523611111,17,0,42.50416667,1.527222222
13,9,sp,12/25/14,0,42.50611111,1.520833333,17,0,42.50611111,1.520833333
14,2,sp,12/25/14,0,42.50722222,1.538055556,17,0,42.50611111,1.520833333
15,1,sp,12/25/14,0,42.50777778,1.5325,17,0,42.50611111,1.520833333
16,4,sp,12/25/14,0,42.50833333,1.523611111,17,0,42.50611111,1.520833333
17,1,sp,12/25/14,0,42.51083333,1.540277778,17,0,42.50611111,1.520833333
18,1,sp,12/25/14,0,42.51138889,1.530555556,17,0,42.50611111,1.520833333
19,3,sp,12/25/14,0,42.50722222,1.5225,17,0,42.50722222,1.5225
20,1,sp,12/25/14,0,42.5075,1.522777778,17,0,42.50722222,1.5225
21,1,sp,12/25/14,0,42.50083333,1.531111111,17,0,42.50722222,1.538055556
22,1,sp,12/25/14,0,42.50611111,1.520833333,17,0,42.50722222,1.538055556
23,48,sp,12/25/14,0,42.50722222,1.538055556,17,0,42.50722222,1.538055556
24,1,sp,12/25/14,0,42.50777778,1.5325,17,0,42.50722222,1.538055556
25,8,sp,12/25/14,0,42.51083333,1.540277778,17,0,42.50722222,1.538055556
26,4,sp,12/25/14,0,42.51138889,1.530555556,17,0,42.50722222,1.538055556
27,1,sp,12/25/14,0,42.49666667,1.5125,17,0,42.5075,1.522777778
