"shapeid","x","y"
"0","103.734298234","1.33945662351"
"0","103.734283049","1.33944174625"
"0","103.734252659","1.33947098302"
"0","103.734259514","1.33949092444"
"0","103.734270081","1.33948411513"
"0","103.734298234","1.33945662351"
"1","103.734292129","1.33937681688"
"1","103.73426924","1.33938171856"
"1","103.734269394","1.33938249174"
"1","103.734271388","1.33939233118"
"1","103.73429493","1.33938715923"
"1","103.734292235","1.33937741002"
"1","103.734292129","1.33937681688"
"2","103.734295889","1.33945813369"
"2","103.734305774","1.33944867439"
"2","103.73429183","1.33938245635"
"2","103.73427111","1.33938637149"
"2","103.734282142","1.33944134816"
"2","103.734295889","1.33945813369"
"3","103.734327968","1.33943963177"
"3","103.734375459","1.33943827887"
"3","103.734370561","1.33940951823"
"3","103.734323171","1.33941085466"
"3","103.734287857","1.33941798961"
"3","103.73429356","1.33944658362"
"3","103.734327968","1.33943963177"
"4","103.733922325","1.33947328834"
"4","103.733922142","1.33947246168"
"4","103.733921127","1.33947014643"
"4","103.733918935","1.33945833538"
"4","103.73397107","1.33944848907"
"4","103.733957882","1.33937523497"
"4","103.733940103","1.33928193113"
"4","103.733919328","1.33928612658"
"4","103.733933307","1.33936113502"
"4","103.733946702","1.33943020191"
"4","103.73389348","1.33944035572"
"4","103.733898861","1.33947378117"
"4","103.733899364","1.33947703694"
"4","103.733899754","1.33947884834"
"4","103.733922325","1.33947328834"
"5","103.748087895","1.33075471845"
"5","103.748111233","1.33078223043"
"5","103.748184022","1.33071968406"
"5","103.748160685","1.33069217208"
"5","103.748087895","1.33075471845"
"6","103.73880419","1.33592613494"
"6","103.738822437","1.33595730108"
"6","103.73889743","1.33591282376"
"6","103.738879183","1.33588165761"
"6","103.73880419","1.33592613494"
"7","103.742517603","1.33646208168"
"7","103.74256383","1.33651073653"
"7","103.742589807","1.33648573566"
"7","103.742543581","1.33643708057"
"7","103.742517603","1.33646208168"
"8","103.742529957","1.33641154336"
"8","103.742556383","1.33643606289"
"8","103.742568715","1.33642259932"
"8","103.742569013","1.33642226575"
"8","103.742569291","1.33642193983"
"8","103.742622595","1.33635776064"
"8","103.742622779","1.33635753619"
"8","103.74273887","1.33621310665"
"8","103.742739155","1.33621274229"
"8","103.742739742","1.33621192664"
"8","103.742796843","1.33612771856"
"8","103.742796941","1.33612757195"
"8","103.742797073","1.33612737019"
"8","103.742930222","1.33592090648"
"8","103.743052652","1.33573839668"
"8","103.743052699","1.33573832505"
"8","103.743052823","1.3357381357"
"8","103.743109184","1.3356508982"
"8","103.743109195","1.33565088005"
"8","103.743142359","1.33559941293"
"8","103.743160436","1.3355684633"
"8","103.743159838","1.33556802106"
"8","103.743147576","1.33555933574"
"8","103.743147218","1.33555908835"
"8","103.74314622","1.33555846343"
"8","103.743145182","1.33555790536"
"8","103.743144111","1.33555741678"
"8","103.74314301","1.33555699983"
"8","103.743141885","1.33555665619"
"8","103.74314074","1.33555638752"
"8","103.74313958","1.33555619454"
"8","103.743138409","1.33555607869"
"8","103.743137234","1.33555603973"
"8","103.743136059","1.3355560786"
"8","103.743134888","1.33555619437"
"8","103.743133728","1.33555638726"
"8","103.743132583","1.33555665584"
"8","103.743131458","1.33555699941"
"8","103.743130357","1.33555741627"
"8","103.743129286","1.33555790478"
"8","103.743128248","1.33555846276"
"8","103.74312725","1.33555908761"
"8","103.743126294","1.33555977693"
"8","103.743125385","1.33556052786"
"8","103.743124526","1.33556133681"
"8","103.743123722","1.33556220068"
"8","103.743122976","1.33556311589"
"8","103.743122291","1.33556407791"
"8","103.743122156","1.3355642854"
"8","103.74307904","1.33563119638"
"8","103.743022777","1.33571828298"
"8","103.742900342","1.33590080114"
"8","103.742900294","1.33590087277"
"8","103.742900162","1.33590107453"
"8","103.742767038","1.33610749908"
"8","103.742710466","1.33619092757"
"8","103.742594926","1.33633467183"
"8","103.742541996","1.33639839998"
"8","103.742529957","1.33641154336"
"9","103.732608785","1.3425978233"
"9","103.732830702","1.34243264972"
"9","103.732809331","1.34240356461"
"9","103.732584142","1.34257117281"
"9","103.732608785","1.3425978233"
"10","103.74307945","1.3351178659"
"10","103.743098418","1.33513203933"
"10","103.743119844","1.33510299456"
"10","103.743100876","1.33508882113"
"10","103.74307945","1.3351178659"
"11","103.739464101","1.3366037502"
"11","103.739781529","1.33694572538"
"11","103.739807793","1.33692103037"
"11","103.739490366","1.33657905543"
"11","103.739464101","1.3366037502"
"12","103.742961699","1.3323043502"
"12","103.742972429","1.33228497009"
"12","103.742838978","1.33221021945"
"12","103.742828249","1.33222959955"
"12","103.742961699","1.3323043502"
"13","103.742799361","1.33221315735"
"13","103.742809533","1.33219350574"
"13","103.742622323","1.33208808622"
"13","103.74259629","1.33206640412"
"13","103.742575914","1.33204197102"
"13","103.742568403","1.33202131516"
"13","103.742566831","1.33199911295"
"13","103.742570363","1.33198049214"
"13","103.742580114","1.33195223133"
"13","103.742596983","1.33190813233"
"13","103.742604595","1.33188330915"
"13","103.742567492","1.33187917618"
"13","103.742512953","1.33187608125"
"13","103.742421024","1.3318770831"
"13","103.74233519","1.33188711795"
"13","103.742271668","1.33189902302"
"13","103.742232262","1.33190944235"
"13","103.742194142","1.33192232998"
"13","103.742150022","1.3319381145"
"13","103.742119172","1.33195067289"
"13","103.742107953","1.33195575058"
"13","103.742063402","1.33197719773"
"13","103.74202251","1.33199932935"
"13","103.741993693","1.33201668894"
"13","103.741968277","1.33204393173"
"13","103.741986841","1.33206206434"
"13","103.741989985","1.33207339118"
"13","103.742041542","1.33205564394"
"13","103.742029969","1.33202022566"
"13","103.742111313","1.33197810616"
"13","103.74216409","1.33195571208"
"13","103.742278165","1.33192003749"
"13","103.742339918","1.33190850389"
"13","103.742403235","1.33190084931"
"13","103.742453184","1.33189765081"
"13","103.742517335","1.33189844904"
"13","103.742575771","1.3319021955"
"13","103.742562377","1.33193751663"
"13","103.742551602","1.33196726977"
"13","103.742545752","1.33198835924"
"13","103.742544568","1.33200979224"
"13","103.74254778","1.33202849305"
"13","103.742556694","1.33205335625"
"13","103.74259203","1.33209393185"
"13","103.74261853","1.33211197951"
"13","103.742644866","1.33212687528"
"13","103.742632843","1.33214729546"
"13","103.742654971","1.3321601648"
"13","103.742666691","1.33213716866"
"13","103.742799361","1.33221315735"
"14","103.742082613","1.33164523566"
"14","103.742315646","1.33158381986"
"14","103.742304883","1.33154295147"
"14","103.742071868","1.33160442124"
"14","103.742082613","1.33164523566"
"15","103.742015464","1.33165397844"
"15","103.742090476","1.33163383187"
"15","103.742084977","1.33161241629"
"15","103.742009965","1.33163256286"
"15","103.742015464","1.33165397844"
"16","103.739115846","1.3357688678"
"16","103.739076944","1.33579711027"
"16","103.739122909","1.33586128342"
"16","103.739174676","1.33592703465"
"16","103.739195422","1.33591311535"
"16","103.739320405","1.33606023453"
"16","103.739557054","1.33630090613"
"16","103.739574748","1.33632515792"
"16","103.739618246","1.33636702256"
"16","103.739631473","1.33635245373"
"16","103.73960485","1.33633171571"
"16","103.739575289","1.3362875364"
"16","103.739336963","1.33604706293"
"16","103.739198998","1.33588045888"
"16","103.739179995","1.33589692458"
"16","103.739157736","1.33586717234"
"16","103.739178161","1.33585523537"
"16","103.739115846","1.3357688678"
"17","103.739177556","1.33520074043"
"17","103.739171986","1.33522315846"
"17","103.739404196","1.3352691252"
"17","103.739418305","1.33524396154"
"17","103.739437612","1.33515199034"
"17","103.739417264","1.33514809793"
"17","103.739400034","1.33524611701"
"17","103.739178113","1.33520074046"
"17","103.739177556","1.33520074043"
"18","103.738738867","1.33440933156"
"18","103.738760808","1.33443983643"
"18","103.738785457","1.33442468041"
"18","103.738840764","1.33450670409"
"18","103.738831041","1.33451459703"
"18","103.738845943","1.33454286474"
"18","103.738899169","1.33450668581"
"18","103.738883855","1.33448201171"
"18","103.738864742","1.33449418368"
"18","103.738794435","1.33438508762"
"18","103.73876745","1.33440245034"
"18","103.73876064","1.33439315322"
"18","103.738738867","1.33440933156"
"19","103.74030365","1.33464592801"
"19","103.740297573","1.33467407744"
"19","103.740373314","1.33468958448"
"19","103.740354375","1.33477808672"
"19","103.740338712","1.33483220491"
"19","103.740358571","1.33484313745"
"19","103.740375037","1.33478688484"
"19","103.740383463","1.33475180399"
"19","103.7403891","1.33472314643"
"19","103.740394925","1.33469135537"
"19","103.740401005","1.33466553237"
"19","103.74030365","1.33464592801"
"20","103.740813479","1.33388996512"
"20","103.740867682","1.33389911862"
"20","103.740869091","1.33389101594"
"20","103.740914853","1.33390025938"
"20","103.740922945","1.3338589108"
"20","103.740872644","1.33384993821"
"20","103.740874735","1.33383930928"
"20","103.740823826","1.33383133643"
"20","103.740813479","1.33388996512"
"21","103.74448633","1.33069908947"
"21","103.744353204","1.33077736644"
"21","103.744273211","1.33082508185"
"21","103.744211547","1.3308653189"
"21","103.744111323","1.33093140356"
"21","103.744093117","1.330949648"
"21","103.744016611","1.3310050995"
"21","103.743964173","1.3310426432"
"21","103.743849935","1.33112242037"
"21","103.743787065","1.33117675415"
"21","103.743771152","1.33115820975"
"21","103.743761405","1.33116670945"
"21","103.743696084","1.33122428027"
"21","103.74362266","1.33128897405"
"21","103.74357095","1.33134381373"
"21","103.743491052","1.33142600237"
"21","103.743404805","1.33151614832"
"21","103.743426521","1.33153626744"
"21","103.743389599","1.33157730313"
"21","103.743309336","1.33166715775"
"21","103.743236571","1.33174851306"
"21","103.743178104","1.33175366066"
"21","103.743111527","1.33171360087"
"21","103.74309763","1.33173241734"
"21","103.743156535","1.33177200454"
"21","103.74324652","1.33176589558"
"21","103.743264438","1.33176202826"
"21","103.743250595","1.33177749681"
"21","103.743171477","1.33178382011"
"21","103.743116226","1.33174995396"
"21","103.743106085","1.33176589567"
"21","103.743150565","1.33179502023"
"21","103.743222542","1.33179029243"
"21","103.743249283","1.33178815013"
"21","103.743275961","1.3317824536"
"21","103.743310258","1.33174891692"
"21","103.743399374","1.33164970368"
"21","103.743471038","1.33156969002"
"21","103.743482682","1.33151208166"
"21","103.743582225","1.33140825655"
"21","103.743588164","1.3314126651"
"21","103.743607599","1.33139261649"
"21","103.743602339","1.33138706349"
"21","103.743628699","1.3313572517"
"21","103.743656258","1.33132876136"
"21","103.743718064","1.33127556532"
"21","103.743733871","1.33126259399"
"21","103.743737581","1.33126706908"
"21","103.743759543","1.33124836155"
"21","103.743756043","1.33124425251"
"21","103.743843667","1.33116750114"
"21","103.743869978","1.33114511322"
"21","103.743865627","1.33113976656"
"21","103.743871293","1.33113508813"
"21","103.743973824","1.33106297798"
"21","103.743977483","1.33106770522"
"21","103.744000992","1.33105089938"
"21","103.743997772","1.33104524879"
"21","103.744039629","1.33101558298"
"21","103.744043174","1.33102021757"
"21","103.744066499","1.33100361635"
"21","103.744063267","1.33099861668"
"21","103.744105546","1.33096779853"
"21","103.744109674","1.3309737352"
"21","103.744131902","1.33095655753"
"21","103.744126088","1.33094787292"
"21","103.744133016","1.33094308303"
"21","103.744213991","1.3308904383"
"21","103.744220255","1.33090057852"
"21","103.744245114","1.33088558911"
"21","103.744237993","1.3308746277"
"21","103.744281624","1.33084622557"
"21","103.744289545","1.33085911061"
"21","103.744314126","1.3308435732"
"21","103.744306372","1.3308323737"
"21","103.744350749","1.33080398544"
"21","103.744358647","1.33081659875"
"21","103.744383649","1.33080168432"
"21","103.744375968","1.33078894853"
"21","103.744434523","1.33075589814"
"21","103.744436185","1.33076648662"
