DATE	HOUR	EDGE_ID	AMOUNT
11/9/14	0	1	1
11/9/14	0	3	3
11/9/14	0	4	1
11/9/14	0	6	1
11/9/14	0	7	1
11/9/14	0	8	1
11/9/14	0	9	4
11/9/14	0	9	2
11/9/14	0	11	1
11/9/14	0	12	1
11/9/14	0	13	1
11/9/14	0	14	2
11/9/14	0	16	2
11/9/14	0	18	2
11/9/14	0	20	1
11/9/14	0	22	1
11/9/14	0	24	1
11/9/14	0	26	1
11/9/14	0	28	1
11/9/14	0	29	1
11/9/14	0	4	10
11/9/14	0	32	1
11/9/14	0	34	4
11/9/14	1	0	3
11/9/14	1	3	1
11/9/14	1	36	1
11/9/14	1	11	1
11/9/14	1	5	1
11/9/14	1	6	1
11/9/14	1	7	3
11/9/14	1	10	22
11/9/14	1	32	1
11/9/14	1	13	20
11/9/14	1	16	1
11/9/14	1	19	1
11/9/14	1	15	1
11/9/14	1	40	1
11/9/14	1	26	1
11/9/14	1	12	2
11/9/14	1	9	2
11/9/14	1	1	1
11/9/14	1	29	1
11/9/14	1	1	1
11/9/14	1	43	1
11/9/14	2	5	3
11/9/14	2	7	3
11/9/14	2	7	1
11/9/14	2	11	4
11/9/14	2	13	1
11/9/14	2	21	8
11/9/14	2	34	4
11/9/14	2	7	1
11/9/14	2	2	4
11/9/14	2	4	3
11/9/14	2	46	1
11/9/14	2	34	1
11/9/14	3	2	1
11/9/14	3	11	5
11/9/14	3	5	4
11/9/14	3	7	3
11/9/14	3	8	4
11/9/14	3	9	2
11/9/14	3	13	1
11/9/14	3	16	1
11/9/14	3	2	1
11/9/14	3	34	3
11/9/14	3	27	1
11/9/14	3	2	4
11/9/14	3	49	1
11/9/14	3	35	1
11/9/14	4	9	1
11/9/14	4	4	1
11/9/14	4	5	4
11/9/14	4	7	4
11/9/14	4	8	2
11/9/14	4	9	3
11/9/14	4	9	1
11/9/14	4	32	1
11/9/14	4	50	1
11/9/14	4	51	1
11/9/14	4	39	3
11/9/14	4	45	1
11/9/14	4	4	1
11/9/14	4	12	1
11/9/14	4	2	4
11/9/14	4	3	1
11/9/14	4	4	2
11/9/14	4	14	1
11/9/14	5	49	1
11/9/14	5	11	1
11/9/14	5	6	1
11/9/14	5	57	1
11/9/14	5	57	1
11/9/14	5	11	1
11/9/14	5	11	1
11/9/14	5	14	1
11/9/14	5	1	1
11/9/14	5	33	2
11/9/14	5	21	15
11/9/14	5	59	1
11/9/14	5	61	1
11/9/14	5	24	1
11/9/14	5	42	1
11/9/14	5	63	1
11/9/14	5	6	1
11/9/14	5	64	1
11/9/14	5	65	1
11/9/14	6	66	1
11/9/14	6	3	2
11/9/14	6	4	1
11/9/14	6	5	3
