id,lat,lon
10072700,32.76221,-97.29492
10072700,32.76221,-97.2945
10072700,32.76221,-97.2945
10072700,32.76222,-97.29193
10072700,32.76222,-97.29193
10072700,32.76223,-97.29048
10072700,32.76223,-97.29048
10072700,32.76223,-97.28852
10072700,32.76223,-97.28852
10072700,32.76223,-97.28768
10072700,32.69511,-97.29492
10072700,32.69539,-97.29358
10072700,32.6949,-97.29115
10072700,32.6949,-97.29115
10072700,32.6949,-97.28941
10072700,32.6949,-97.28941
10072700,32.69495,-97.28357
10072700,32.69495,-97.28357
10072700,32.69494,-97.28023
10072700,32.76122,-97.29492
10072700,32.76122,-97.2945
10072700,32.76122,-97.2945
10072700,32.76121,-97.29193
10072700,32.76121,-97.29193
10072700,32.76121,-97.29048
10072700,32.76121,-97.29048
10072700,32.76121,-97.28851
10072700,32.76121,-97.28851
10072700,32.7612,-97.28769
10072700,32.69608,-97.29492
10072700,32.696,-97.29163
10072700,32.69709,-97.29492
10072700,32.69706,-97.29211
10072700,32.696,-97.29163
10072700,32.696,-97.29163
10072700,32.6949,-97.29115
10072700,32.6949,-97.29115
10072700,32.69487,-97.29115
10072700,32.76801,-97.29492
10072700,32.76799,-97.29345
10072700,32.72213,-97.29396
10072700,32.71991,-97.29479
10072700,32.71973,-97.29492
10072700,32.70535,-97.29492
10072700,32.70358,-97.29261
10072700,32.70358,-97.29261
10072700,32.703,-97.29173
10072700,32.703,-97.29173
10072700,32.70228,-97.28729
10072700,32.7032,-97.28583
10072700,32.72274,-97.29492
10072700,32.72213,-97.29396
10072700,32.71248,-97.29492
10072700,32.71245,-97.29476
10072700,32.70054,-97.29492
10072700,32.70052,-97.29342
10072700,32.72213,-97.29396
10072700,32.72295,-97.29387
10072700,32.72369,-97.29491
10072700,32.72369,-97.29491
10072700,32.72369,-97.29492
10072700,32.73378,-97.29492
10072700,32.73363,-97.29421
10072700,32.73363,-97.29421
10072700,32.73357,-97.29267
10072700,32.73357,-97.29267
10072700,32.73314,-97.2923
10072700,32.73314,-97.2923
10072700,32.73078,-97.29215
10072700,32.7036,-97.29492
10072700,32.7036,-97.29286
10072700,32.7036,-97.29286
10072700,32.70358,-97.29261
10072700,32.76324,-97.29492
10072700,32.76323,-97.2945
10072700,32.76323,-97.2945
10072700,32.76324,-97.29193
10072700,32.76324,-97.29193
10072700,32.76324,-97.29047
10072700,32.76324,-97.29047
10072700,32.76325,-97.28852
10072700,32.76325,-97.28852
10072700,32.76325,-97.28766
10072700,32.76423,-97.29492
10072700,32.76423,-97.2945
