HOUR	EDGE_ID	AMOUNT
0	1	13
0	2	2
0	4	1
0	6	1
0	8	1
0	10	37
0	11	75
0	13	1
0	15	1
0	17	1
0	19	1
0	21	1
0	22	1
0	24	1
0	26	4
0	27	1
0	28	3
0	29	1
0	31	2
0	33	1
0	34	4
1	0	4
1	1	1
1	3	7
1	12	1
1	5	1
1	6	1
1	11	4
1	14	1
1	15	1
1	38	1
1	11	3
1	20	1
1	40	1
1	34	1
1	41	1
1	42	1
1	2	1
1	7	7
1	44	1
2	45	1
2	5	6
2	7	1
2	7	2
2	10	1
2	12	11
2	14	1
2	46	1
2	37	1
2	20	6
2	21	1
2	47	1
2	49	1
2	13	1
3	3	2
3	5	1
3	6	1
3	11	1
3	14	4
3	20	1
3	53	1
3	3	2
3	33	1
3	4	1
3	7	1
3	15	1
3	34	2
4	51	1
4	19	1
4	19	1
4	27	1
4	5	2
4	5	3
4	7	1
4	7	1
4	10	1
4	10	2
4	44	1
4	46	1
4	38	1
4	54	1
4	20	4
4	20	1
4	26	2
4	17	1
4	57	1
4	59	1
5	0	3
5	2	1
5	36	1
5	3	2
5	12	2
5	6	1
5	8	1
5	9	2
5	62	1
5	11	4
5	12	1
5	9	1
5	44	1
5	14	1
5	46	1
5	20	1
5	53	1
5	23	2
5	47	1
5	17	1
5	8	1
5	68	1
5	69	1
5	36	1
5	15	1
5	59	1
6	70	1
6	3	1
6	5	1
6	5	1
6	5	1
6	5	1
6	72	1
6	63	1
6	11	6
6	44	1
6	14	3
6	17	1
6	38	1
6	34	1
6	75	1
6	76	1
6	70	1
6	41	1
6	8	1
6	77	1
6	1	1
6	72	1
6	64	1
7	10	1
7	64	1
7	64	1
7	12	2
7	6	1
7	21	1
7	9	1
7	11	25
7	69	1
7	10	2
7	16	1
7	78	1
7	59	1
7	21	1
7	79	1
7	28	3
7	12	1
7	81	1
7	3	8
7	82	1
7	34	1
7	75	1
8	64	1
8	1	10
8	2	1
8	2	1
8	4	1
8	36	1
8	12	1
8	85	1
8	19	1
8	6	1
8	9	1
8	11	143
8	86	2
8	44	1
8	15	1
8	37	1
8	87	1
8	88	1
8	89	1
8	64	1
8	90	2
8	66	1
8	88	1
8	4	1
8	13	1
8	80	1
8	93	1
8	63	1
8	95	1
8	96	1
8	32	1
8	40	1
8	62	1
8	16	1
8	34	1
8	53	1
8	23	1
9	0	1
9	0	1
9	0	9
9	1	1
9	2	1
9	2	1
9	32	1
9	57	1
9	4	1
9	93	1
9	93	2
9	85	1
9	85	1
9	85	1
9	7	1
9	82	1
9	8	1
9	9	6
9	98	1
9	8	1
9	68	1
9	68	1
9	69	1
9	80	1
9	13	1
9	19	1
9	17	1
9	52	1
9	54	1
9	101	1
9	81	1
9	20	6
9	39	1
9	75	2
9	19	1
9	90	1
9	89	1
9	26	4
9	25	1
9	31	1
9	27	1
9	13	1
9	104	1
9	8	1
9	105	1
9	77	1
9	107	1
9	57	1
9	44	1
9	17	1
9	109	1
9	23	1
10	48	1
10	51	1
10	51	1
10	2	1
10	111	1
10	2	1
10	56	1
10	31	1
10	32	1
10	31	1
10	12	1
10	69	1
10	5	1
10	19	1
10	5	6
10	5	1
10	72	1
10	21	1
10	7	1
10	9	6
10	63	1
10	116	1
10	63	1
10	11	1126
10	81	1
10	94	2
10	69	1
10	63	1
10	117	1
10	118	1
10	95	1
10	14	2
10	15	2
10	119	1
10	16	1
10	120	1
10	121	1
10	74	1
10	19	1
10	122	1
10	59	1
10	68	1
10	39	1
10	19	1
10	75	2
10	91	1
10	70	1
10	126	1
10	128	1
10	130	1
10	131	1
10	19	1
10	19	1
10	132	1
10	4	1
10	133	1
10	19	1
10	19	1
10	42	1
10	89	1
10	135	1
10	16	1
10	68	1
10	56	1
10	36	1
10	36	1
10	72	1
10	82	1
10	17	1
10	100	1
10	34	2
10	83	1
10	53	1
11	0	5
11	70	1
11	96	1
11	1	1
11	2	1
11	108	1
11	19	1
11	19	1
11	64	1
11	19	1
11	3	1
11	27	2
11	4	1
11	113	1
11	93	1
11	77	1
11	5	5
11	6	2
11	6	2
11	114	1
11	48	1
11	136	1
11	99	1
11	99	1
11	99	1
11	8	1
11	62	2
11	68	1
11	94	1
11	68	1
11	98	1
11	95	3
11	28	7
11	77	1
11	140	1
11	13	2
11	14	5
11	44	2
11	43	1
11	16	1
11	17	1
11	74	1
11	121	1
11	94	1
11	75	1
11	39	2
11	75	3
11	33	1
11	39	1
11	141	1
11	142	1
11	71	1
11	129	1
11	124	1
11	26	1
11	31	1
11	49	1
11	17	1
11	42	1
11	97	1
11	106	1
11	110	1
11	146	1
11	56	1
11	77	1
11	62	1
11	17	2
11	100	1
11	83	1
11	23	1
12	0	1
12	84	1
12	1	1
12	108	1
12	65	1
12	110	1
12	111	1
12	56	1
12	110	1
12	4	1
12	45	1
12	12	1
12	93	1
12	5	2
12	21	1
12	6	1
12	6	1
12	89	1
12	7	1
12	8	1
12	148	1
12	99	1
12	61	1
12	149	1
12	62	1
12	144	1
12	11	1676
12	11	1
12	68	1
12	93	1
12	33	1
12	28	2
12	14	4
12	44	2
12	16	1
12	13	1
12	89	1
12	119	1
12	18	1
12	73	1
12	38	2
12	38	1
12	87	1
12	34	1
12	20	1
12	123	1
12	39	1
12	39	1
12	89	1
12	40	1
12	105	1
12	91	1
12	24	1
12	47	1
12	45	1
12	50	1
12	41	1
12	41	2
12	62	1
12	93	1
12	93	1
12	95	1
12	125	1
12	153	1
12	154	1
12	36	2
12	27	1
12	50	1
12	119	1
12	59	1
12	58	1
12	39	1
12	109	1
13	0	1
13	96	1
13	125	1
13	1	2
13	2	1
13	110	1
13	89	1
13	64	1
13	111	1
13	3	1
13	3	1
13	31	1
13	113	2
13	12	3
13	93	1
13	6	1
13	21	1
13	5	1
13	5	2
13	64	1
13	8	1
13	9	2
13	61	1
13	63	1
13	63	1
13	8	1
13	62	1
13	81	1
13	81	1
13	68	1
13	156	1
13	80	1
13	28	1
13	77	1
13	15	2
13	13	1
13	14	17
13	44	1
13	65	1
13	65	1
13	120	1
13	120	1
13	38	9
13	122	1
13	121	1
13	74	1
13	68	1
13	20	2
13	75	1
13	33	1
13	111	1
13	130	1
13	53	1
13	158	1
13	26	21
13	57	1
13	134	1
13	148	1
13	28	2
13	62	1
13	94	1
13	136	1
13	125	1
13	111	1
13	56	1
13	57	1
13	62	1
13	34	1
14	10	2
14	95	1
14	84	1
14	65	1
14	60	1
14	2	1
14	2	1
14	30	2
14	111	1
14	110	1
14	3	2
14	31	1
14	134	1
14	12	1
14	77	1
14	21	1
14	85	1
14	8	1
14	9	1
14	63	1
14	7	1
14	62	1
14	81	1
14	94	1
14	77	1
14	99	1
14	93	1
14	69	1
14	15	1
14	13	1
14	14	4
14	119	1
14	44	2
14	13	1
14	17	1
14	46	1
14	38	2
14	121	1
14	34	2
14	123	1
14	75	2
14	20	4
14	20	1
14	102	1
14	156	1
14	60	1
14	161	1
14	24	1
14	26	9
14	28	1
14	136	1
14	105	2
14	163	1
14	99	1
14	159	1
14	106	1
14	70	1
14	51	1
14	60	1
14	85	1
14	85	1
14	43	1
14	101	1
15	156	1
