HOUR	EDGE_ID	AMOUNT
0	1	3
0	3	1
0	5	1
0	6	1
0	8	3
0	10	1
0	12	1
1	0	1
1	5	19
1	11	3
1	0	1
1	6	3
2	1	1
2	2	1
2	7	2
2	6	1
2	2	1
2	4	1
3	0	1
3	11	1
3	2	1
4	0	1
4	13	1
4	7	1
4	11	1
4	0	1
5	0	1
5	6	5
5	7	4
5	9	1
5	15	1
5	11	1
5	7	1
6	11	1
6	0	1
6	15	1
6	5	19
6	6	1
6	7	4
6	4	1
6	17	1
6	19	1
6	21	1
6	15	1
7	0	1
7	2	3
7	4	1
7	5	1
7	6	6
7	16	5
7	8	4
7	23	1
7	24	1
7	14	1
7	26	1
7	8	9
7	11	3
7	21	1
7	30	1
8	0	2
8	1	3
8	31	1
8	32	1
8	34	1
8	4	3
8	5	4
8	37	1
8	5	2
8	16	3
8	16	1
8	40	1
8	41	1
8	9	3
8	9	2
8	43	1
8	44	1
8	19	1
8	45	3
8	46	1
8	47	1
8	48	1
8	29	1
8	51	1
8	52	1
8	10	1
9	11	9
9	0	1
9	1	7
9	1	1
9	55	1
9	35	1
9	56	1
9	24	1
9	37	1
9	16	5
9	39	1
9	57	1
9	18	1
9	59	1
9	40	1
9	61	1
9	8	4
9	8	2
9	9	2
9	30	1
9	42	7
9	65	1
9	59	1
9	66	1
9	68	1
9	69	1
9	70	1
9	71	11
9	25	1
9	30	1
9	73	1
9	74	1
9	29	1
9	57	1
9	59	1
9	76	1
9	22	1
9	33	1
9	38	1
9	14	1
9	46	3
10	0	2
10	51	1
10	1	1
10	56	1
10	3	1
10	2	6
10	35	1
10	35	1
10	80	1
10	5	3
10	38	1
10	29	1
10	18	1
10	16	6
10	16	5
10	75	1
10	7	457
10	17	1
10	59	1
10	81	1
10	8	5
10	62	1
10	48	1
10	9	2
10	9	1
10	84	1
10	3	1
10	42	2
10	64	1
10	43	1
10	10	1
10	17	1
10	19	8
10	87	1
10	55	1
10	88	1
10	89	1
10	90	1
10	25	1
10	91	1
10	27	1
10	40	1
10	28	1
10	36	1
10	35	1
10	38	1
10	94	1
10	23	1
11	11	11
11	18	1
11	1	4
11	3	1
11	55	1
11	15	1
11	15	1
11	56	1
11	98	1
11	34	1
11	61	1
11	61	1
11	5	3
11	5	4
11	100	1
11	37	1
11	92	1
11	16	10
11	39	1
11	39	1
11	49	1
11	39	1
11	17	1
11	76	1
11	62	2
11	9	3
11	83	1
11	102	1
11	56	1
11	14	1
11	23	1
11	17	2
11	59	1
11	36	1
11	67	1
11	45	5
11	15	1
11	105	2
11	12	1
11	108	1
11	71	6
11	110	1
11	91	1
11	30	1
11	112	1
11	26	1
11	50	1
11	44	2
11	59	1
11	114	1
11	15	1
11	76	1
11	76	1
11	3	1
11	115	1
11	116	1
11	46	1
12	18	1
12	0	1
12	28	1
