olat,olon,dlat,dlon,amount,,
42.53444444,1.58,42.53444444,1.58,8,,
42.53444444,1.58,42.535,1.5875,1,,
42.53444444,1.58,42.53444444,1.58,23,,
42.53444444,1.58,42.53444444,1.58,2,,
42.53444444,1.58,42.53444444,1.58,1,,
42.53444444,1.58,42.53444444,1.58,1,,
42.53444444,1.58,42.53444444,1.58,3,,
42.53444444,1.58,42.53444444,1.58,2,,
42.53444444,1.58,42.53444444,1.58,1,,
42.56611111,1.5975,42.56611111,1.5975,6,,
42.56611111,1.5975,42.56805556,1.600277778,1,,
42.56611111,1.5975,42.56611111,1.5975,19,,
42.57555556,1.670277778,42.57555556,1.670277778,1,,
42.57555556,1.670277778,42.57916667,1.639166667,1,,
42.57555556,1.670277778,42.57555556,1.670277778,3,,
42.57555556,1.670277778,42.57555556,1.670277778,1,,
42.57555556,1.670277778,42.57555556,1.670277778,5,,
42.57916667,1.639166667,42.57916667,1.639166667,3,,
42.57555556,1.670277778,42.57555556,1.670277778,1,,
42.57916667,1.639166667,42.57916667,1.639166667,1,,
42.535,1.716388889,42.57555556,1.670277778,1,,
42.535,1.716388889,42.56416667,1.664444444,1,,
42.56416667,1.664444444,42.56416667,1.664444444,12,,
42.57555556,1.670277778,42.57555556,1.670277778,1,,
42.57722222,1.662777778,42.57722222,1.662777778,1,,
42.57777778,1.6625,42.57777778,1.6625,7,,
42.56416667,1.664444444,42.56416667,1.664444444,1,,
42.57555556,1.670277778,42.57555556,1.670277778,14,,
42.57555556,1.670277778,42.57555556,1.670277778,1,,
42.57555556,1.670277778,42.57777778,1.6625,2,,
42.57555556,1.670277778,42.57555556,1.670277778,3,,
42.57555556,1.670277778,42.57555556,1.670277778,18,,
42.57555556,1.670277778,42.57555556,1.670277778,1,,
42.56416667,1.664444444,42.56416667,1.664444444,1,,
42.57916667,1.639166667,42.57916667,1.639166667,28,,
42.57916667,1.639166667,42.57777778,1.6625,1,,
42.57916667,1.639166667,42.57916667,1.639166667,1,,
42.57916667,1.639166667,42.56416667,1.664444444,1,,
42.57916667,1.639166667,42.57916667,1.639166667,19,,
42.57722222,1.662777778,42.57722222,1.662777778,45,,
42.57722222,1.662777778,42.57777778,1.6625,2,,
42.57777778,1.6625,42.57555556,1.670277778,2,,
42.57777778,1.6625,42.57722222,1.662777778,2,,
42.57777778,1.6625,42.57777778,1.6625,41,,
42.57777778,1.6625,42.57916667,1.639166667,1,,
42.57777778,1.6625,42.56416667,1.664444444,4,,
42.56833333,1.646666667,42.57916667,1.639166667,1,,
42.55333333,1.589166667,42.56416667,1.664444444,1,,
42.57555556,1.670277778,42.57555556,1.670277778,1,,
42.57555556,1.670277778,42.57555556,1.670277778,2,,
42.57916667,1.639166667,42.57916667,1.639166667,1,,
42.57916667,1.639166667,42.57777778,1.6625,1,,
42.57916667,1.639166667,42.57916667,1.639166667,17,,
42.57916667,1.639166667,42.56416667,1.664444444,7,,
42.57916667,1.639166667,42.57916667,1.639166667,1,,
42.57777778,1.6625,42.57777778,1.6625,7,,
42.57777778,1.6625,42.57722222,1.662777778,1,,
42.535,1.716388889,42.57555556,1.670277778,2,,
42.535,1.716388889,42.57555556,1.670277778,1,,
42.535,1.716388889,42.56416667,1.664444444,3,,
42.56416667,1.664444444,42.57555556,1.670277778,1,,
42.56416667,1.664444444,42.56416667,1.664444444,3,,
42.56416667,1.664444444,42.56416667,1.664444444,5,,
42.56416667,1.664444444,42.56416667,1.664444444,1,,
42.56416667,1.664444444,42.57916667,1.639166667,1,,
42.56416667,1.664444444,42.57777778,1.6625,5,,
42.56416667,1.664444444,42.57916667,1.639166667,6,,
42.56416667,1.664444444,42.56416667,1.664444444,21,,
42.54666667,1.563611111,42.57916667,1.639166667,1,,
42.54666667,1.563611111,42.57777778,1.6625,1,,
42.54388889,1.730555556,42.54388889,1.730555556,10,,
42.54388889,1.730555556,42.54388889,1.730555556,3,,
42.54388889,1.730555556,42.54388889,1.730555556,24,,
42.54388889,1.730555556,42.54388889,1.730555556,1,,
42.54694444,1.698611111,42.54694444,1.698611111,1,,
42.54694444,1.698611111,42.53277778,1.7,1,,
42.53277778,1.7,42.53277778,1.7,2,,
42.53277778,1.7,42.535,1.716388889,1,,
42.54222222,1.734722222,42.54222222,1.734722222,8,,
42.535,1.716388889,42.535,1.716388889,7,,
42.535,1.716388889,42.535,1.716388889,2,,
42.55638889,1.767777778,42.55638889,1.767777778,10,,
42.54527778,1.730555556,42.54527778,1.730555556,29,,
42.54388889,1.730555556,42.54388889,1.730555556,4,,
42.54388889,1.730555556,42.54388889,1.730555556,75,,
42.54388889,1.730555556,42.54388889,1.730555556,326,,
42.54388889,1.730555556,42.53861111,1.733055556,7,,
42.54388889,1.730555556,42.55638889,1.767777778,1,,
42.54388889,1.730555556,42.53861111,1.733055556,10,,
42.53861111,1.733055556,42.54388889,1.730555556,6,,
42.53861111,1.733055556,42.53861111,1.733055556,65,,
42.53861111,1.733055556,42.53861111,1.733055556,19,,
42.54222222,1.734722222,42.54222222,1.734722222,44,,
42.54222222,1.734722222,42.535,1.716388889,2,,
42.54222222,1.734722222,42.54388889,1.730555556,4,,
42.57555556,1.670277778,42.535,1.716388889,2,,
42.535,1.716388889,42.54222222,1.734722222,1,,
42.535,1.716388889,42.535,1.716388889,11,,
42.535,1.716388889,42.535,1.716388889,3,,
42.535,1.716388889,42.54388889,1.730555556,7,,
42.535,1.716388889,42.535,1.716388889,33,,
42.56416667,1.664444444,42.535,1.716388889,2,,
42.54527778,1.730555556,42.54527778,1.730555556,8,,
42.54388889,1.730555556,42.54388889,1.730555556,1,,
42.54388889,1.730555556,42.54222222,1.734722222,6,,
42.54388889,1.730555556,42.535,1.716388889,4,,
42.54388889,1.730555556,42.54388889,1.730555556,73,,
42.54388889,1.730555556,42.53861111,1.733055556,2,,
42.53444444,1.58,42.535,1.716388889,1,,
42.53861111,1.733055556,42.54388889,1.730555556,9,,
42.53861111,1.733055556,42.53861111,1.733055556,24,,
42.53861111,1.733055556,42.54388889,1.730555556,2,,
42.53861111,1.733055556,42.53861111,1.733055556,249,,
42.62111111,1.538333333,42.51388889,1.495555556,1,,
42.51388889,1.495555556,42.51388889,1.495555556,2,,
42.55722222,1.497777778,42.51388889,1.495555556,1,,
42.62111111,1.538333333,42.51388889,1.495555556,2,,
42.51388889,1.495555556,42.51388889,1.495555556,2,,
