4	4	4	4	4	4	4	4	3	3	3	3
4	4	4	4	4	4	4	4	3	3	3	3
0	0	2	6	-1	-1	-1	-1	-1	-1	-1	-1
1	1	1	1	-1	-1	-1	-1	-1	-1	-1	-1
