"shapeid","osm_id","name","ref","type","oneway","bridge","tunnel","maxspeed"
"0","25400267","H. Colegio Militar","NULL","primary","1","0","0","40"
"1","25400272","Tecnologico","NULL","residential","0","0","0","NULL"
"2","25400273","Manuel Rangel","NULL","residential","1","0","0","40"
"3","25401490","Economia","NULL","residential","1","0","0","40"
"4","25401491","Arreola","NULL","residential","1","0","0","40"
"5","25401492","J Cotreras","NULL","residential","1","0","0","40"
"6","25401500","Rio De la Loza","NULL","residential","1","0","0","40"
"7","25401502","Fray Diego de Ibarra","NULL","residential","1","0","0","40"
"8","25401503","Benito Crespo","NULL","residential","1","0","0","40"
"9","25401505","Negrete","NULL","tertiary","1","0","0","40"
"10","25401508","Salvador Nava","NULL","residential","1","0","0","40"
"11","25401509","Coronado","NULL","residential","1","0","0","40"
"12","25401510","Gabino Barreda","NULL","residential","1","0","0","40"
"13","25401518","Valle Poanas","NULL","residential","1","0","0","40"
"14","25401560","Boulevard de las rosas","NULL","secondary","1","0","0","NULL"
"15","25401577","Cienga","NULL","tertiary","1","0","0","NULL"
"16","25401579","Avenida Domingo Arrieta","DGO 115","primary","1","0","0","NULL"
"17","25402254","Alberto Terrones","NULL","residential","1","0","0","40"
"18","25402257","Pereyra","NULL","residential","1","0","0","40"
"19","25402259","Porras","NULL","residential","0","0","0","40"
"20","25402260","NULL","NULL","residential","1","0","0","40"
"21","25402261","Laureano Roncal","NULL","secondary","1","0","0","40"
"22","25402270","Valle Cacaria","NULL","residential","1","0","0","40"
"23","25402284","5 de Febrero","NULL","tertiary","1","0","0","40"
"24","25402286","Calvario","NULL","residential","1","0","0","NULL"
"25","25402290","Felipe Pescador","NULL","residential","1","0","0","40"
"26","25402291","Independencia","NULL","tertiary","1","0","0","40"
"27","25402293","NULL","NULL","primary_link","1","0","0","NULL"
"28","25402294","Bruno Martínez","NULL","residential","1","0","0","40"
"29","25402297","Constitución","NULL","residential","1","0","0","NULL"
"30","25402299","Juarez","NULL","residential","1","0","0","40"
"31","25402310","NULL","NULL","primary_link","0","0","0","NULL"
"32","25402319","Hernandez","NULL","residential","1","0","0","40"
"33","25402320","Victoria","NULL","residential","1","0","0","40"
"34","25402321","Pino Suarez","NULL","tertiary","1","0","0","40"
"35","25402323","Pasteur","NULL","residential","1","0","0","40"
"36","25402325","Ramírez","NULL","residential","1","0","0","40"
"37","25402330","Zaragoza","NULL","residential","1","0","0","40"
"38","25402331","Tlaloc","NULL","residential","1","0","0","40"
"39","25402334","Castañeda","NULL","residential","1","0","0","40"
"40","25417025","Voladores","NULL","residential","1","0","0","40"
"41","25417039","NULL","NULL","primary_link","1","0","0","NULL"
"42","25417042","Dolores del Rio","NULL","primary","1","0","0","40"
"43","25417046","Calvario","NULL","secondary","1","0","0","NULL"
"44","25417057","Camino del amanecer","NULL","residential","0","0","0","NULL"
"45","25417058","Juan E. Garcia","NULL","residential","1","0","0","NULL"
"46","25772891","Luna","NULL","residential","1","0","0","NULL"
"47","25772893","Dolores del Rio","NULL","tertiary","1","0","0","40"
"48","25772898","Paseo del Saltito","NULL","residential","0","0","0","NULL"
"49","25772901","Fanny Anitua","NULL","secondary","1","0","0","NULL"
"50","25772913","Calle Galileo","NULL","residential","1","0","0","40"
"51","25772930","Valle de Suchil","NULL","residential","1","0","0","40"
"52","26321168","Carlos Patoni","NULL","residential","1","0","0","40"
"53","26321187","Gomez Palacio","NULL","tertiary","1","0","0","40"
"54","26321191","NULL","NULL","residential","0","0","0","40"
"55","26321196","Valle Del Guadiana","NULL","residential","1","0","0","40"
"56","26321197","Valle del guadiana","NULL","residential","1","0","0","40"
"57","26321199","Valle de Topia","NULL","residential","1","0","0","40"
"58","26321202","Valle Mezquital","NULL","residential","1","0","0","40"
"59","26321247","Avenida Zahuatoba","MEX 40","primary","1","1","0","60"
"60","26321252","Avenida Zahuatoba","MEX 40","primary","1","0","0","60"
"61","26321265","Avenida Sahuatoba","MEX 40","primary","1","0","0","60"
"62","26321274","Avenida Sahuatoba","MEX 40","primary","1","0","0","60"
"63","26321292","Periferico Sur Durango","MEX 40","trunk","0","0","0","NULL"
"64","26321321","Libramiento de Durango","MEX 40","motorway","1","1","0","NULL"
"65","26321334","Autopista Gómez Palacio-Durango","MEX 40D","motorway","1","1","0","60"
"66","26321352","NULL","NULL","service","0","0","0","NULL"
"67","26321398","NULL","NULL","motorway_link","1","1","0","NULL"
"68","26321406","NULL","MEX 40","motorway_link","1","1","0","NULL"
"69","26321409","NULL","NULL","motorway_link","1","1","0","NULL"
"70","26321410","NULL","NULL","motorway_link","1","0","0","NULL"
"71","26321415","NULL","NULL","motorway_link","1","0","0","NULL"
"72","26321419","NULL","MEX 40","motorway_link","1","0","0","60"
"73","26321421","NULL","NULL","unclassified","0","0","0","NULL"
"74","26321424","Libramiento Oriente de Durango","MEX 45","trunk","1","0","0","NULL"
"75","26321425","NULL","NULL","motorway_link","1","0","0","NULL"
"76","26321435","Prolongación Francisco Villa","MEX 40","primary","1","0","0","40"
"77","26321442","Boulevard Francisco Villa","MEX 40","primary","1","0","0","60"
"78","26321445","NULL","NULL","motorway_link","1","0","0","NULL"
"79","26321446","NULL","NULL","motorway_link","1","1","0","NULL"
"80","26321456","Boulevard José María Patoni","NULL","secondary","1","0","0","40"
"81","26321457","NULL","NULL","primary_link","1","0","0","NULL"
"82","26321462","NULL","NULL","primary_link","1","0","0","NULL"
"83","26321476","NULL","NULL","primary_link","1","0","0","NULL"
"84","26321483","MEX 45","MEX 45","primary","1","0","0","NULL"
"85","26321484","NULL","NULL","motorway_link","1","0","0","NULL"
"86","26321485","NULL","NULL","motorway_link","1","0","0","NULL"
"87","26321486","NULL","NULL","motorway_link","1","1","0","NULL"
"88","26321487","NULL","NULL","motorway_link","1","0","0","NULL"
"89","26321488","NULL","NULL","motorway_link","1","1","0","NULL"
"90","26321489","NULL","NULL","motorway_link","1","0","0","NULL"
"91","26321490","NULL","NULL","motorway_link","1","0","0","30"
"92","26321492","NULL","NULL","motorway_link","1","0","0","40"
"93","26321493","NULL","NULL","motorway_link","1","0","0","NULL"
"94","26321617","Boulevard de la Juventud","MEX 45","primary","1","0","0","NULL"
"95","26321619","Boulevard De la Juventud","MEX 45","primary","1","0","0","NULL"
"96","26321629","Carretera Zacatecas-Durango","MEX 45","trunk","1","0","0","90"
"97","26540486","NULL","NULL","primary_link","1","0","0","NULL"
"98","26540545","NULL","NULL","primary_link","1","0","0","NULL"
"99","26540550","NULL","NULL","primary_link","1","0","0","NULL"
"100","26540598","NULL","NULL","primary_link","1","0","0","NULL"
"101","26540613","NULL","NULL","primary_link","1","0","0","NULL"
"102","26540615","NULL","NULL","primary_link","1","1","0","NULL"
"103","26540648","NULL","NULL","primary_link","1","0","0","NULL"
"104","26540875","NULL","NULL","motorway_link","1","0","0","30"
"105","26540879","NULL","NULL","motorway_link","1","0","0","30"
"106","26540928","Carretera Gómez Palacio-Cuencamé","MEX 40;MEX 49","primary","0","0","0","90"
"107","26540929","Carretera Gómez Palacio-Cuencamé","MEX 40;MEX 49","primary","0","1","0","60"
"108","26540938","Carretera Gómez Palacio-Cuencamé","MEX 40;MEX 49","primary","0","0","0","60"
"109","26540940","Carretera Gómez Palacio-Cuencamé","MEX 40;MEX 49","primary","0","1","0","60"
"110","26540991","NULL","NULL","motorway_link","1","0","0","30"
"111","26542121","NULL","NULL","primary_link","1","0","0","NULL"
"112","26542132","Eva Sámano de López Mateos","ZAC 49","secondary","0","0","0","NULL"
"113","26542137","NULL","NULL","primary_link","1","0","0","NULL"
"114","26542138","NULL","NULL","primary_link","1","1","0","NULL"
"115","26625181","Santiago Papasquiaro","NULL","residential","1","0","0","40"
"116","26625186","Patoni","NULL","residential","1","0","0","40"
"117","26625215","Cozumel","NULL","secondary","1","0","0","40"
"118","26625264","Paloma","NULL","residential","1","0","0","40"
"119","26625522","Carretera Durango-Aserradero la Flor","DGO 115","primary","0","0","0","NULL"
"120","26791384","NULL","NULL","primary_link","1","0","0","NULL"
"121","26791475","Avenida Sahuatoba","MEX 40","primary","0","0","0","60"
"122","26829057","Presidente Cárdenas","NULL","primary","1","0","0","NULL"
"123","26829322","Nazario Ortiz Garza","NULL","trunk","1","0","0","NULL"
"124","26829348","Calz. Nazario Ortiz Garza","NULL","trunk","1","0","0","NULL"
"125","26829372","Blvd. Venustiano Carranza","MEX 40;MEX 57","primary","1","0","0","50"
"126","26829379","NULL","NULL","trunk_link","1","1","0","NULL"
"127","26829388","Blvd. Venustiano Carranza","MEX 40","trunk","1","0","0","NULL"
"128","26829398","NULL","NULL","trunk_link","1","0","1","NULL"
"129","26829401","NULL","MEX 57","trunk","1","0","0","NULL"
"130","26829423","NULL","NULL","trunk_link","1","0","1","NULL"
"131","26829430","NULL","NULL","trunk_link","1","0","0","NULL"
"132","26829434","NULL","NULL","trunk_link","1","0","1","NULL"
"133","26829438","NULL","NULL","trunk_link","1","0","1","NULL"
"134","26829441","NULL","NULL","trunk_link","1","0","1","NULL"
"135","26829470","NULL","NULL","trunk","1","1","0","NULL"
"136","26829478","Nazario Ortiz Garza","NULL","trunk","1","1","0","NULL"
"137","26829499","NULL","NULL","trunk_link","1","0","0","NULL"
"138","26829507","NULL","NULL","trunk","1","1","0","NULL"
"139","26829508","Calz. Nazario Ortiz Garza","NULL","trunk","1","1","0","NULL"
"140","26829512","NULL","NULL","trunk_link","1","1","0","NULL"
"141","26829513","NULL","NULL","trunk_link","1","1","0","NULL"
"142","26829522","NULL","NULL","trunk_link","1","1","0","NULL"
"143","26829523","NULL","NULL","trunk_link","1","1","0","NULL"
"144","26829543","Blvd. Venustiano Carranza","NULL","primary","1","0","0","50"
"145","26829546","Blvd. Venustiano Carranza","MEX 40;MEX 57","primary","1","0","0","50"
"146","26829651","Periférico Luis Echeverría Álvarez","MEX 40","trunk","1","0","0","NULL"
"147","26829688","Periférico Luis Echeverría Álvarez","NULL","trunk","1","0","0","NULL"
"148","26829689","Carretera Saltillo-Torreón","MEX 40","trunk","1","0","0","90"
"149","26829728","Nazario Ortiz Garza","NULL","trunk_link","1","0","0","NULL"
"150","26829731","Nazario Ortiz Garza","NULL","secondary","1","0","0","NULL"
"151","26829783","Antonio Cárdenas","NULL","primary","1","0","0","NULL"
"152","26829808","Antonio Cárdenas","MEX 57","trunk","1","0","0","NULL"
"153","26830315","NULL","MEX 54","primary","0","0","0","NULL"
"154","26830344","NULL","NULL","tertiary","0","0","0","NULL"
"155","26830511","Carretera Vanegas-Laguna Seca","SLP 43","primary","0","0","0","80"
"156","26835713","Autopista de Peaje Torreón-Saltillo","MEX 40D","motorway","1","0","0","60"
"157","26835718","Boulevard Revolucion","NULL","primary","1","0","0","40"
"158","26841171","Carretera Saltillo-Torreón","MEX 40","primary","1","0","0","60"
"159","26841187","Carretera Torreón-Saltillo","MEX 40","primary","1","0","0","60"
"160","26841299","NULL","NULL","trunk_link","1","0","0","80"
"161","26841529","NULL","NULL","trunk_link","1","0","0","NULL"
"162","26841555","Boulevard Revolucion","MEX 40","trunk","1","0","0","40"
"163","26841971","NULL","NULL","motorway_link","1","0","0","30"
"164","26842024","NULL","NULL","motorway_link","1","0","0","30"
"165","26842043","NULL","MEX 40D","motorway","1","1","0","30"
"166","26842149","Carretera Gómez Palacio-Cuencamé","MEX 40;MEX 49","primary","0","0","0","90"
"167","27061004","NULL","MEX 57","primary","0","0","0","NULL"
"168","27077798","Antigua Carretera a San Pedro","COAH 60","secondary","0","0","0","50"
"169","27077807","NULL","NULL","primary","1","0","0","NULL"
"170","27448985","NULL","NULL","primary_link","1","0","0","NULL"
"171","27449010","ZAC 125","ZAC 125","secondary","0","0","0","NULL"
"172","28046711","Antonio Cárdenas","NULL","primary","1","0","0","NULL"
"173","28046714","Antonio Cárdenas","MEX 57","trunk","1","0","0","NULL"
"174","28090361","Carretera Carbonera","MEX 62","primary","0","0","0","80"
"175","28221829","Boulevard De la Nogalera","NULL","trunk","1","0","0","NULL"
"176","28222028","NULL","NULL","trunk_link","1","0","0","NULL"
"177","28222033","Carretera Mieleras","COAH 75","trunk","1","0","0","NULL"
"178","28222054","Carretera Mieleras","COAH 75","trunk","1","0","0","60"
"179","28586017","Carretera Durango-Villa Unión","MEX 40","primary","0","0","0","90"
"180","28630778","Boulevard Laguna Sur","NULL","primary","1","0","0","NULL"
"181","28630780","Boulevard Laguna Sur","NULL","primary","1","0","0","NULL"
"182","28810923","NULL","NULL","motorway_link","1","0","0","60"
"183","28810928","Autopista Durango-Gómez Palacio","MEX 40D","motorway","1","0","0","90"
"184","29184406","Carretera Rio Grande-Fresnillo","MEX 49","trunk","1","0","0","100"
"185","30029811","NULL","NULL","trunk","1","0","0","NULL"
"186","30385875","Avenida Sahuatoba","MEX 40","primary","1","0","0","60"
"187","30385886","Avenida Sahuatoba","MEX 40","primary","1","0","0","60"
"188","31170883","Diagonal Reforma","NULL","trunk","1","0","0","NULL"
"189","31171085","Cuarta","NULL","primary","1","0","0","NULL"
"190","31171151","NULL","NULL","trunk_link","1","0","0","NULL"
"191","31171321","Avenida Juárez","NULL","residential","1","0","0","40"
"192","31173150","Avenida Juárez","NULL","primary","1","0","0","60"
"193","31173884","Boulevard Independencia","Blvd. Independen","trunk","1","0","0","NULL"
"194","31240521","NULL","NULL","trunk_link","1","0","0","NULL"
"195","31240660","NULL","NULL","trunk_link","1","0","0","NULL"
"196","31242514","Avenida Gómez Farias","NULL","residential","1","0","0","40"
"197","31242526","Avenida Lerdo de Tejada","NULL","residential","1","0","0","40"
"198","31242539","Avenida Arista","NULL","residential","1","0","0","40"
"199","31242619","Avenida Alvarez","NULL","residential","1","0","0","40"
"200","31242632","Avenida Artes Graficas","NULL","residential","1","0","0","40"
"201","31242640","Calle Comonfort","NULL","secondary","1","0","0","50"
"202","31242674","NULL","NULL","unclassified","0","0","0","NULL"
"203","31242703","Juan E. Garcia (9)","NULL","residential","1","0","0","30"
"204","31242937","NULL","NULL","unclassified","0","0","0","NULL"
"205","31243655","Prof. Julian Treviño (calle 13)","NULL","residential","0","0","0","NULL"
"206","31243848","Avenida Guadalajara","NULL","secondary","0","0","0","NULL"
"207","31243907","Luicia A. de Fernández (calle 12)","NULL","residential","0","0","0","NULL"
"208","31243914","Calle Carmen Pamanes","NULL","secondary","0","0","0","NULL"
"209","31243923","Calle Zacatecas","NULL","secondary","0","0","0","NULL"
"210","31243946","Amador Cardenas","NULL","residential","0","0","0","NULL"
"211","31243986","Maria G de Lozano (calle 10)","NULL","residential","0","0","0","NULL"
"212","31244026","Adolfo Aymes","NULL","residential","0","0","0","NULL"
"213","31244036","A. Meléndez","NULL","residential","0","0","0","NULL"
"214","31244049","Gilberto Lavin","NULL","residential","0","0","0","NULL"
"215","31244053","Adela Ayala","NULL","residential","0","0","0","NULL"
"216","31244109","Dr. A. Mondragon","NULL","residential","0","0","0","NULL"
"217","31244329","Sertoma","NULL","secondary","0","0","0","NULL"
"218","31244413","Francisco Lozano","NULL","residential","0","0","0","NULL"
"219","31244917","Salvador Valencia (calle 7)","NULL","residential","0","0","0","NULL"
"220","31245199","C. Virginia H. de Franco (calle 9)","NULL","residential","0","0","0","NULL"
"221","31245337","Francisco Dingler","NULL","residential","0","0","0","NULL"
"222","31245351","Privada Adolfo Aymes","NULL","residential","0","0","0","NULL"
"223","31245352","Amador Cardenas","NULL","residential","0","0","0","NULL"
"224","31245370","Luis Uriuta","NULL","residential","0","0","0","NULL"
"225","31245381","NULL","NULL","residential","0","0","0","NULL"
"226","31245387","Amador Cardenas","NULL","residential","0","0","0","NULL"
"227","31245396","Privada Adolfo Aymes","NULL","residential","0","0","0","NULL"
"228","31245438","Boulevard Miguel Alemán","MEX 40","trunk","1","1","0","NULL"
"229","31245637","NULL","NULL","primary","1","0","0","NULL"
"230","31245646","NULL","NULL","primary","1","0","0","NULL"
"231","31245652","Avenida Valle del Guadiana","NULL","primary","1","0","0","NULL"
"232","31245654","Avenida Valle del Guadiana","NULL","primary","1","0","0","NULL"
"233","31245729","NULL","NULL","secondary","1","0","0","NULL"
"234","31245732","NULL","NULL","secondary","1","0","0","NULL"
"235","31261030","José Rebollo Acosta","NULL","secondary","1","0","0","NULL"
"236","31261190","NULL","NULL","trunk_link","1","0","0","NULL"
"237","31261197","NULL","NULL","trunk_link","1","0","0","NULL"
"238","31261218","Boulevard Jabonoso","NULL","primary","1","0","0","NULL"
"239","31261277","NULL","NULL","unclassified","0","0","0","NULL"
"240","31261285","NULL","NULL","unclassified","0","0","0","NULL"
"241","31261311","Calzada Rio Nazas","NULL","primary","0","0","0","NULL"
"242","31262885","NULL","NULL","motorway_link","1","0","0","NULL"
"243","31262946","NULL","NULL","secondary","0","0","0","NULL"
"244","31262987","NULL","NULL","secondary","0","0","0","NULL"
"245","31263034","Boulevard Miguel Alemán","MEX 40","trunk","1","0","0","NULL"
"246","31263041","Boulevard Miguel Alemán","NULL","primary","1","0","0","NULL"
"247","31263114","NULL","NULL","residential","0","0","0","NULL"
"248","31263117","NULL","NULL","residential","0","0","0","NULL"
"249","31263123","NULL","NULL","residential","0","0","0","NULL"
"250","31263138","NULL","NULL","residential","0","0","0","NULL"
"251","31263140","NULL","NULL","residential","0","0","0","NULL"
"252","31263146","NULL","NULL","residential","0","0","0","NULL"
"253","31263190","NULL","NULL","residential","0","0","0","NULL"
"254","31263214","NULL","NULL","residential","0","0","0","NULL"
"255","31263240","José Rebollo Acosta","NULL","residential","1","0","0","NULL"
"256","31263296","NULL","NULL","primary","1","0","0","NULL"
"257","31263807","NULL","NULL","secondary","0","0","0","NULL"
"258","31263859","Siglo de Torreón","NULL","residential","0","0","0","NULL"
"259","31263876","Juan Escutia","NULL","residential","0","0","0","NULL"
"260","31263881","NULL","NULL","residential","0","0","0","NULL"
"261","31263889","Juan B. Lasalle","NULL","residential","0","0","0","NULL"
"262","31263894","Jazmines","NULL","residential","0","0","0","NULL"
"263","31263917","Chapultepec","NULL","residential","0","0","0","NULL"
"264","31263988","Durango","NULL","residential","0","0","0","NULL"
"265","31263989","NULL","NULL","secondary","1","0","0","NULL"
"266","31264015","Victoria","NULL","residential","1","0","0","NULL"
"267","31264249","Urrea","NULL","residential","1","0","0","NULL"
"268","31360808","NULL","NULL","secondary","0","0","0","NULL"
"269","31721816","NULL","NULL","unclassified","0","0","0","NULL"
"270","31721896","Avenida Presidente Carranza","NULL","unclassified","1","0","0","40"
"271","31721903","NULL","NULL","unclassified","0","0","0","NULL"
"272","31721964","Matias Roman Rios","NULL","unclassified","0","0","0","NULL"
"273","31744567","Calzada Colon","NULL","trunk","1","0","0","NULL"
"274","31744572","Calzada Colon","NULL","trunk","1","0","0","NULL"
"275","31744624","Proongacion Colon","NULL","unclassified","0","0","0","NULL"
"276","31744657","Feliciano Cobian","NULL","secondary","0","0","0","NULL"
"277","31747151","Leandro Valle","NULL","unclassified","0","0","0","NULL"
"278","34859861","Avenida Victoria","NULL","secondary","0","0","0","NULL"
"279","34859862","Morelos","NULL","secondary","1","0","0","NULL"
"280","39633814","Donato Guerra","NULL","residential","0","0","0","40"
"281","39633820","Privada Santa Ana","NULL","pedestrian","0","0","0","NULL"
"282","47792187","Venecia","NULL","residential","0","0","0","NULL"
"283","47795118","Boulevard José María Patoni","NULL","secondary","1","0","0","NULL"
"284","47795142","Gral. Guadalupe Victoria","NULL","secondary","1","0","0","40"
"285","47795394","Boulevard Luis Donaldo Colosio Murrieta","NULL","residential","0","0","0","NULL"
"286","47795395","Lázaro Cardenas","NULL","secondary","1","0","0","40"
"287","47795397","Gral. Guadalupe Victoria","NULL","secondary","1","0","0","40"
"288","47795398","Periferico Ingeniero Pastor Rouaix","NULL","secondary","1","0","0","40"
"289","47795420","NULL","NULL","residential","1","0","0","NULL"
"290","47795433","NULL","NULL","residential","0","0","0","NULL"
"291","47795435","Monte Alban","NULL","residential","0","0","0","NULL"
"292","47795436","NULL","NULL","residential","0","0","0","NULL"
"293","47795542","De la Loza","NULL","residential","0","0","0","NULL"
"294","47795543","Negrete","NULL","secondary","1","0","0","NULL"
"295","47795557","Fenix","NULL","residential","1","0","0","NULL"
"296","47844536","Boulevard Independencia","NULL","trunk","1","0","0","NULL"
"297","47848818","Popocatepetl","NULL","residential","1","0","0","NULL"
"298","47857981","Antiguo Camino A Benito Juarez","NULL","residential","0","0","0","40"
"299","47857983","Sierra de topia","NULL","residential","0","0","0","40"
"300","47857988","Pino Suarez","NULL","secondary","1","0","0","40"
"301","47857990","diaz","NULL","residential","0","0","0","NULL"
"302","47857994","Excampo Deportivo","NULL","residential","0","0","0","40"
"303","47857996","NULL","NULL","residential","0","0","0","NULL"
"304","47858001","Fransico Villa","NULL","residential","1","0","0","NULL"
"305","47858004","Matamoros","NULL","residential","0","0","0","NULL"
"306","47858005","Arista","NULL","residential","1","0","0","NULL"
"307","47858007","Madrugador","NULL","residential","0","0","0","NULL"
"308","47858011","matamoros","NULL","residential","0","0","0","NULL"
"309","47858025","Francisco Sarabia","NULL","residential","1","0","0","40"
"310","47859722","NULL","NULL","secondary","0","0","0","NULL"
"311","47859724","Fuente de las Bailarinas","NULL","residential","0","0","0","NULL"
"312","47859741","Fuente de Cantos","NULL","secondary","1","0","0","NULL"
"313","47861136","Solidaridad","NULL","secondary","0","0","0","NULL"
"314","47861347","NULL","NULL","primary_link","1","0","0","NULL"
"315","47861348","NULL","NULL","primary_link","1","0","0","NULL"
"316","47861349","Tecnologico","NULL","secondary","1","0","0","40"
"317","47861350","Republica de Argentina","NULL","residential","0","0","0","NULL"
"318","47861351","Boulevard Ferrocarril","NULL","secondary","0","0","0","40"
"319","47861352","Haiti","NULL","tertiary","0","0","0","NULL"
"320","47861353","Nicaragua","NULL","residential","0","0","0","NULL"
"321","47861354","Limón","NULL","residential","0","0","0","NULL"
"322","47861355","Madre Selva","NULL","residential","0","0","0","NULL"
"323","47861356","Orquídea","NULL","residential","0","0","0","NULL"
"324","47861357","Misión Santa Lucía","NULL","residential","0","0","0","NULL"
"325","47861358","Avenida de las Azucenas","NULL","tertiary","0","0","0","NULL"
"326","47861359","Boulevard de las Rosas","NULL","tertiary","1","0","0","NULL"
"327","47861360","Boulevard de las rosas","NULL","secondary","0","0","0","NULL"
"328","47861489","Miravalles","NULL","residential","0","0","0","NULL"
"329","47861490","Division Durango","NULL","residential","0","0","0","NULL"
"330","47861491","J. A. Zamudio","NULL","residential","0","0","0","NULL"
"331","47861492","Cerro del Mercado","NULL","residential","0","0","0","NULL"
"332","47861493","San Miguel de Cruces","NULL","residential","0","0","0","NULL"
"333","47861494","Río de Janeiro","NULL","residential","0","0","0","NULL"
"334","47861495","Avenida las Americas","NULL","residential","1","0","0","NULL"
"335","47861688","Durango","Mex 23","secondary","1","0","0","40"
"336","47861696","Uxmal","NULL","secondary","0","0","0","NULL"
"337","47861700","Madre Teresa de Calcuta","NULL","tertiary","1","0","0","NULL"
"338","47861704","Madre Teresa De Calcuta","NULL","tertiary","0","0","0","40"
"339","47861711","Boulevard Instituto Politecnico Nacional","MEX 23","primary","1","0","0","NULL"
"340","47861837","NULL","NULL","secondary","0","0","0","NULL"
"341","47861838","Colima","NULL","secondary","0","0","0","NULL"
"342","47861840","NULL","NULL","tertiary","0","0","0","NULL"
"343","47861841","Benito Juarez","NULL","tertiary","0","0","0","NULL"
"344","47861842","Lazaro Cardenas","NULL","secondary","0","0","0","NULL"
"345","47861844","Blvd Durango","NULL","secondary","1","0","0","40"
"346","47861868","Pastor Rouaix","DGO 105","secondary","0","0","0","NULL"
"347","47862945","Durango","Mex 23","secondary","1","0","0","40"
"348","47862946","Morelos","NULL","secondary","1","0","0","40"
"349","47862968","NULL","NULL","residential","0","0","0","NULL"
"350","47932020","Volantin","NULL","residential","0","0","0","NULL"
"351","47932023","Mina","NULL","residential","1","0","0","NULL"
"352","47932026","padierna","NULL","residential","0","0","0","NULL"
"353","47932027","General Tornel","NULL","tertiary","0","0","0","NULL"
"354","47932028","Prol. Ocampo","NULL","residential","1","0","0","NULL"
"355","47932029","Aldama","NULL","residential","1","0","0","NULL"
"356","47932031","Calle Volantin","NULL","residential","1","0","0","NULL"
"357","47932032","Belisario Dominguez","NULL","tertiary","0","0","0","NULL"
"358","47932033","NULL","NULL","primary_link","1","0","0","NULL"
"359","47932036","Raul Madero","NULL","residential","0","0","0","NULL"
"360","47932037","NULL","NULL","primary_link","1","0","0","NULL"
"361","47932038","Gonzales De la Vega","NULL","tertiary","0","0","0","NULL"
"362","47932040","NULL","NULL","residential","0","0","0","NULL"
"363","47933863","Tres Culturas","NULL","tertiary","0","0","0","NULL"
"364","47933864","De la Tres Culturas","NULL","residential","0","0","0","NULL"
"365","47933865","Cuitlahuac","NULL","secondary","1","0","0","NULL"
"366","48002862","Milpillas","NULL","residential","0","0","0","NULL"
"367","48002863","NULL","NULL","residential","0","0","0","NULL"
"368","48002864","Pueblo Nuevo","NULL","residential","0","0","0","NULL"
"369","48002865","NULL","NULL","residential","0","0","0","NULL"
"370","48003076","Priv. Dolores del Rio","NULL","residential","1","0","0","NULL"
"371","48003212","Plaza de Armas","NULL","pedestrian","0","0","0","NULL"
"372","48003213","Cuarto centenario","NULL","pedestrian","0","0","0","NULL"
"373","48003214","NULL","NULL","residential","1","0","0","NULL"
"374","48003331","NULL","NULL","residential","1","0","0","NULL"
"375","48003332","NULL","NULL","residential","0","0","0","NULL"
"376","48003443","Priv. Aquiles S.","NULL","primary_link","1","0","0","NULL"
"377","48003444","NULL","NULL","residential","1","0","0","NULL"
"378","48003445","NULL","NULL","residential","1","0","0","NULL"
"379","48003448","Alberto M. Alvarado","NULL","residential","0","0","0","NULL"
"380","48003492","Silvestre Revueltas","NULL","residential","0","0","0","NULL"
"381","48003493","Velino M. Preza","NULL","residential","0","0","0","NULL"
"382","48003494","Prol. Negrete","NULL","residential","0","0","0","NULL"
"383","48067824","NULL","NULL","service","1","0","0","NULL"
"384","48068264","NULL","NULL","service","0","0","0","NULL"
"385","48068265","NULL","NULL","service","0","0","0","NULL"
"386","48099802","Napoles","NULL","residential","0","0","0","NULL"
"387","48099805","NULL","NULL","residential","0","0","0","NULL"
"388","48100848","Hidalgo","NULL","residential","1","0","0","40"
"389","48100850","Prolongación Hidalgo","NULL","tertiary","1","0","0","40"
"390","48101090","Felipe Pescador","MEX 40","primary","1","0","0","40"
"391","48101091","NULL","NULL","service","0","0","0","NULL"
"392","48101790","NULL","NULL","primary_link","1","0","0","NULL"
"393","48101791","NULL","NULL","service","1","0","0","NULL"
"394","48102431","Plazuela Baca Ortiz","NULL","pedestrian","0","0","0","NULL"
"395","48107075","Damasquina","NULL","residential","0","0","0","NULL"
"396","48107078","Dalia","NULL","residential","0","0","0","NULL"
"397","48107081","Diente de León","NULL","residential","0","0","0","NULL"
"398","48107084","Colorines","NULL","residential","0","0","0","NULL"
"399","48107088","Gladiola","NULL","residential","0","0","0","NULL"
"400","48107095","Brunella","NULL","residential","0","0","0","NULL"
"401","48107099","Carambolí","NULL","residential","0","0","0","NULL"
"402","48107101","Campanona","NULL","residential","0","0","0","NULL"
"403","48107104","Condrila","NULL","residential","0","0","0","NULL"
"404","48107107","Piñanona","NULL","residential","0","0","0","NULL"
"405","48107123","Centranto","NULL","residential","0","0","0","NULL"
"406","48107128","Crisantemo","NULL","residential","0","0","0","NULL"
"407","48107136","Fray Diego de la Cadena","NULL","residential","0","0","0","NULL"
"408","48107141","NULL","NULL","residential","1","0","0","NULL"
"409","48107144","Jacinto","NULL","residential","0","0","0","NULL"
"410","48107148","Adelfa","NULL","residential","0","0","0","NULL"
"411","48107152","Mirto","NULL","residential","0","0","0","NULL"
"412","48107166","Avenida de las Camelias","NULL","residential","0","0","0","NULL"
"413","48107169","Republica de Bolivia","NULL","residential","0","0","0","NULL"
