"shapeid","osm_id","name","ref","type","oneway","bridge","tunnel","maxspeed"
"25822","256433729","NULL","NULL","residential","0","0","0","NULL"
"25823","256433731","NULL","NULL","residential","0","0","0","NULL"
"25824","256433733","NULL","NULL","residential","0","0","0","NULL"
"25825","256433735","NULL","NULL","residential","0","0","0","NULL"
"25826","256433742","NULL","NULL","residential","0","0","0","NULL"
"25827","256433743","NULL","NULL","residential","0","0","0","NULL"
"25828","256433744","NULL","NULL","residential","0","0","0","NULL"
"25829","256433745","NULL","NULL","residential","0","0","0","NULL"
"25830","256433746","NULL","NULL","residential","0","0","0","NULL"
"25831","256433747","NULL","NULL","track","0","0","0","NULL"
"25832","256433748","NULL","NULL","track","0","0","0","NULL"
"25833","256433749","NULL","NULL","track","0","0","0","NULL"
"25834","256433750","NULL","NULL","track","0","0","0","NULL"
"25835","256433751","NULL","NULL","track","0","0","0","NULL"
"25836","256433752","NULL","NULL","track","0","0","0","NULL"
"25837","256433753","NULL","NULL","track","0","0","0","NULL"
"25838","256433754","NULL","NULL","residential","0","0","0","NULL"
"25839","256433755","NULL","NULL","residential","0","0","0","NULL"
"25840","256433756","NULL","NULL","residential","0","0","0","NULL"
"25841","256433757","NULL","NULL","residential","0","0","0","NULL"
"25842","256433758","NULL","NULL","residential","0","0","0","NULL"
"25843","256433759","NULL","NULL","residential","0","0","0","NULL"
"25844","256433760","NULL","NULL","residential","0","0","0","NULL"
"25845","256433761","NULL","NULL","residential","0","0","0","NULL"
"25846","256433762","NULL","NULL","residential","0","0","0","NULL"
"25847","256433763","NULL","NULL","residential","0","0","0","NULL"
"25848","256433764","NULL","NULL","residential","0","0","0","NULL"
"25849","256433765","NULL","NULL","residential","0","0","0","NULL"
"25850","256433766","NULL","NULL","residential","0","0","0","NULL"
"25851","256433767","NULL","NULL","residential","0","0","0","NULL"
"25852","256433768","NULL","NULL","residential","0","0","0","NULL"
"25853","256433769","NULL","NULL","residential","0","0","0","NULL"
"25854","256433770","NULL","NULL","residential","0","0","0","NULL"
"25855","256433772","NULL","NULL","residential","0","0","0","NULL"
"25856","256433773","NULL","NULL","residential","0","0","0","NULL"
"25857","256433774","NULL","NULL","residential","0","0","0","NULL"
"25858","256433775","Prolongación de la Mitología","NULL","tertiary","1","0","0","NULL"
"25859","256433776","NULL","NULL","residential","0","0","0","NULL"
"25860","256433777","NULL","NULL","residential","0","0","0","NULL"
"25861","256433778","NULL","NULL","residential","0","0","0","NULL"
"25862","256433779","NULL","NULL","residential","0","0","0","NULL"
"25863","256433780","NULL","NULL","residential","0","0","0","NULL"
"25864","256433782","Cruz del Sur","NULL","tertiary","0","0","0","NULL"
"25865","256433783","NULL","NULL","residential","0","0","0","NULL"
"25866","256433784","Las Torres","NULL","tertiary","0","0","0","NULL"
"25867","256433785","NULL","NULL","tertiary","1","0","0","NULL"
"25868","256433786","Portal Aranjuez","NULL","residential","0","0","0","NULL"
"25869","256433787","NULL","NULL","tertiary","1","0","0","NULL"
"25870","256433788","NULL","NULL","tertiary","1","0","0","NULL"
"25871","256433789","NULL","NULL","unclassified","0","0","0","NULL"
"25872","256433790","NULL","NULL","tertiary","0","0","0","NULL"
"25873","256433791","NULL","NULL","tertiary","1","0","0","NULL"
"25874","256433792","NULL","NULL","tertiary","0","0","0","NULL"
"25875","256433793","NULL","NULL","tertiary","1","0","0","NULL"
"25876","256433794","NULL","NULL","tertiary","0","0","0","NULL"
"25877","256524808","Portales","NULL","residential","0","0","0","NULL"
"25878","256524809","NULL","NULL","residential","0","0","0","NULL"
"25879","256524810","NULL","NULL","residential","0","0","0","NULL"
"25880","256524811","NULL","NULL","residential","0","0","0","NULL"
"25881","256524812","NULL","NULL","residential","0","0","0","NULL"
"25882","256524813","NULL","NULL","tertiary","1","0","0","NULL"
"25883","256524814","NULL","NULL","residential","0","0","0","NULL"
"25884","256524815","NULL","NULL","residential","0","0","0","NULL"
"25885","256524816","NULL","NULL","residential","0","0","0","NULL"
"25886","256524817","NULL","NULL","residential","0","0","0","NULL"
"25887","256524818","NULL","NULL","residential","1","0","0","NULL"
"25888","256524819","NULL","NULL","residential","1","0","0","NULL"
"25889","256524820","NULL","NULL","residential","0","0","0","NULL"
"25890","256524821","NULL","NULL","residential","0","0","0","NULL"
"25891","256524822","NULL","NULL","residential","0","0","0","NULL"
"25892","256524823","NULL","NULL","residential","1","0","0","NULL"
"25893","256524824","NULL","NULL","residential","0","0","0","NULL"
"25894","256524825","NULL","NULL","residential","0","0","0","NULL"
"25895","256524826","NULL","NULL","residential","0","0","0","NULL"
"25896","256524827","NULL","NULL","residential","0","0","0","NULL"
"25897","256524828","NULL","NULL","residential","0","0","0","NULL"
"25898","256524829","NULL","NULL","residential","1","0","0","NULL"
"25899","256524830","NULL","NULL","residential","0","0","0","NULL"
"25900","256524831","NULL","NULL","residential","0","0","0","NULL"
"25901","256524835","NULL","NULL","residential","1","0","0","NULL"
"25902","256524836","NULL","NULL","residential","1","0","0","NULL"
"25903","256524837","NULL","NULL","residential","0","0","0","NULL"
"25904","256524838","NULL","NULL","residential","0","0","0","NULL"
"25905","256524839","NULL","NULL","unclassified","0","0","0","NULL"
"25906","256524840","NULL","NULL","residential","1","0","0","NULL"
"25907","256524841","NULL","NULL","residential","1","0","0","NULL"
"25908","256524842","NULL","NULL","residential","0","0","0","NULL"
"25909","256524843","NULL","NULL","residential","0","0","0","NULL"
"25910","256524844","NULL","NULL","residential","0","0","0","NULL"
"25911","256524845","NULL","NULL","residential","0","0","0","NULL"
"25912","256524846","NULL","NULL","residential","0","0","0","NULL"
"25913","256524847","NULL","NULL","residential","0","0","0","NULL"
"25914","256524848","NULL","NULL","unclassified","0","0","0","NULL"
"25915","256524849","NULL","NULL","residential","0","0","0","NULL"
"25916","256524850","NULL","NULL","residential","0","0","0","NULL"
"25917","256524851","NULL","NULL","residential","0","0","0","NULL"
"25918","256524852","NULL","NULL","residential","0","0","0","NULL"
"25919","256524853","NULL","NULL","residential","0","0","0","NULL"
"25920","256524854","NULL","NULL","residential","0","0","0","NULL"
"25921","256524855","NULL","NULL","residential","0","0","0","NULL"
"25922","256524856","NULL","NULL","residential","0","0","0","NULL"
"25923","256524857","NULL","NULL","residential","0","0","0","NULL"
"25924","256524858","NULL","NULL","residential","1","0","0","NULL"
"25925","256524859","NULL","NULL","residential","1","0","0","NULL"
"25926","256524860","NULL","NULL","residential","0","0","0","NULL"
"25927","256524861","NULL","NULL","residential","0","0","0","NULL"
"25928","256524862","NULL","NULL","residential","0","0","0","NULL"
"25929","256524863","NULL","NULL","residential","0","0","0","NULL"
"25930","256524864","NULL","NULL","residential","0","0","0","NULL"
"25931","256524865","NULL","NULL","residential","0","0","0","NULL"
"25932","256637697","Artemisa","NULL","residential","0","0","0","NULL"
"25933","256659361","NULL","NULL","residential","0","0","0","NULL"
"25934","256918658","Avenida Castaño","NULL","residential","0","0","0","NULL"
"25935","256918703","abedules","NULL","residential","0","0","0","NULL"
"25936","256918706","NULL","NULL","residential","0","0","0","NULL"
"25937","256922011","Calzada Cuahutemoc","NULL","primary","1","0","0","NULL"
"25938","256922320","Boulevard Rodriguez Triana","NULL","primary","1","0","0","NULL"
"25939","256986406","NULL","NULL","residential","0","0","0","NULL"
"25940","256986407","NULL","NULL","living_street","0","0","0","NULL"
"25941","256986408","NULL","NULL","residential","0","0","0","NULL"
"25942","256986409","NULL","NULL","residential","0","0","0","NULL"
"25943","256986410","NULL","NULL","residential","0","0","0","NULL"
"25944","256995777","Ramón Corona","NULL","residential","1","0","0","NULL"
"25945","256995778","Av. Allende","NULL","secondary","1","0","1","40"
"25946","256995779","Galeana","NULL","residential","1","0","0","NULL"
"25947","256995780","Avenida Allende","NULL","secondary","1","0","0","40"
"25948","256995782","Ramón Corona","NULL","residential","1","0","0","NULL"
"25949","256995783","Matamoros","NULL","secondary","1","0","0","NULL"
"25950","256995784","Galeana","NULL","residential","1","0","0","NULL"
"25951","257285635","Calzada Cuahutemoc","NULL","primary","1","1","0","NULL"
"25952","257285637","NULL","NULL","primary_link","1","1","0","NULL"
"25953","257479083","Diagonal Las Fuentes","NULL","primary","1","0","0","NULL"
"25954","257490996","Universidad de Perdine","NULL","residential","0","0","0","NULL"
"25955","257494955","Alamo","NULL","residential","0","0","0","NULL"
"25956","257494957","Fresno","NULL","residential","0","0","0","NULL"
"25957","257494959","El Encino","NULL","residential","0","0","0","NULL"
"25958","257494960","NULL","NULL","residential","0","0","0","NULL"
"25959","257494961","NULL","NULL","residential","0","0","0","NULL"
"25960","257494963","NULL","NULL","residential","0","0","0","NULL"
"25961","257494964","NULL","NULL","residential","0","0","0","NULL"
"25962","257494965","NULL","NULL","residential","0","0","0","NULL"
"25963","257494966","Del Nogal","NULL","residential","0","0","0","NULL"
"25964","257494967","NULL","NULL","residential","0","0","0","NULL"
"25965","257494968","El Cedro","NULL","residential","0","0","0","NULL"
"25966","257494969","El Roble","NULL","residential","0","0","0","NULL"
"25967","257494971","El Alamillo","NULL","residential","0","0","0","NULL"
"25968","257494972","Avenida de los arboles","NULL","residential","0","0","0","NULL"
"25969","257494974","El Fresno","NULL","residential","0","0","0","NULL"
"25970","257494975","R. Laurel","NULL","residential","0","0","0","NULL"
"25971","257494977","Del Laurel","NULL","residential","0","0","0","NULL"
"25972","257494980","El R. Alamo","NULL","residential","0","0","0","NULL"
"25973","257494981","Del Alamo","NULL","residential","0","0","0","NULL"
"25974","257494982","Cda El Huizache","NULL","residential","0","0","0","NULL"
"25975","257494983","Del Huizache","NULL","residential","0","0","0","NULL"
"25976","257494986","Del Fresno","NULL","residential","0","0","0","NULL"
"25977","257494987","El Huizache","NULL","residential","0","0","0","NULL"
"25978","257494988","NULL","NULL","residential","0","0","0","NULL"
"25979","257494989","NULL","NULL","residential","0","0","0","NULL"
"25980","257494990","NULL","NULL","residential","0","0","0","NULL"
"25981","257494992","El Roble","NULL","residential","0","0","0","NULL"
"25982","257511783","Privada L","NULL","residential","0","0","0","NULL"
"25983","257539972","Calle Bahia de Guadalupe","NULL","residential","0","0","0","NULL"
"25984","257539976","NULL","NULL","residential","0","0","0","NULL"
"25985","258017122","Manuel W. González","NULL","tertiary","0","0","0","NULL"
"25986","258020785","NULL","NULL","residential","0","0","0","NULL"
"25987","258020786","NULL","NULL","footway","0","0","0","NULL"
"25988","258020787","NULL","NULL","footway","0","0","0","NULL"
"25989","258020788","NULL","NULL","footway","0","0","0","NULL"
"25990","258020789","NULL","NULL","footway","0","0","0","NULL"
"25991","258024277","5 de Febrero","NULL","residential","0","0","0","NULL"
"25992","258024279","Manuel W. González","NULL","tertiary","1","0","0","NULL"
"25993","258024280","Colina de los Robles","NULL","residential","0","0","0","NULL"
"25994","258025143","NULL","NULL","footway","0","0","0","NULL"
"25995","258025144","NULL","NULL","footway","0","0","0","NULL"
"25996","258032186","Humberto Cid González","NULL","residential","1","0","0","NULL"
"25997","258032188","Eduardo L. Fuentes","NULL","unclassified","0","0","0","NULL"
"25998","258032189","Profesor José Ramírez Mijares","NULL","unclassified","0","0","0","NULL"
"25999","258032193","Italia","NULL","residential","0","0","0","NULL"
"26000","258032194","Braulio Fernández","NULL","residential","0","0","0","NULL"
"26001","258032195","Italia","NULL","residential","0","0","0","NULL"
"26002","258032196","Roma","NULL","residential","0","0","0","NULL"
"26003","258032199","NULL","NULL","residential","0","0","0","NULL"
"26004","258032202","NULL","NULL","residential","0","0","0","NULL"
"26005","258032207","Geranios","NULL","residential","0","0","0","NULL"
"26006","258032208","Margarita","NULL","residential","0","0","0","NULL"
"26007","258032211","Colinas de los Fresnos","NULL","residential","0","0","0","NULL"
"26008","258032212","Cuarta","NULL","residential","0","0","0","NULL"
"26009","258032214","Colina de los Olmos","NULL","residential","0","0","0","NULL"
"26010","258034009","Distrito Federal","NULL","residential","0","0","0","NULL"
"26011","258034012","Prolongación Álvaro Obregón","NULL","secondary","0","0","0","NULL"
"26012","258034013","Guadalupe","NULL","residential","0","0","0","NULL"
"26013","258034015","Tres","NULL","residential","0","0","0","NULL"
"26014","258034020","Manuel M. Diéguez","NULL","tertiary","0","0","0","NULL"
"26015","258034021","Propuesta","NULL","unclassified","0","0","0","NULL"
"26016","258034022","Propuesta","NULL","unclassified","0","0","0","NULL"
"26017","258034023","Propuesta","NULL","residential","0","0","0","NULL"
"26018","258034024","Demócrata","NULL","tertiary","0","0","0","NULL"
"26019","258034026","NULL","NULL","footway","0","1","0","NULL"
"26020","258034027","NULL","NULL","service","0","0","0","NULL"
"26021","258034028","NULL","NULL","footway","0","1","0","NULL"
"26022","258034029","NULL","NULL","footway","0","0","0","NULL"
"26023","258034030","NULL","NULL","footway","0","1","0","NULL"
"26024","258034031","NULL","NULL","footway","0","1","0","NULL"
"26025","258034038","Primera","NULL","tertiary","0","1","0","NULL"
"26026","258034039","Primera","NULL","tertiary","0","0","0","NULL"
"26027","258034045","NULL","NULL","unclassified","0","1","0","NULL"
"26028","258034046","NULL","NULL","unclassified","0","0","0","NULL"
"26029","258034048","NULL","NULL","unclassified","0","0","0","NULL"
"26030","258034050","NULL","NULL","residential","0","0","0","NULL"
"26031","258034051","NULL","NULL","residential","0","0","0","NULL"
"26032","258034052","NULL","NULL","residential","0","0","0","NULL"
"26033","258034054","NULL","NULL","residential","0","0","0","NULL"
"26034","258034056","NULL","NULL","residential","0","0","0","NULL"
"26035","258034058","NULL","NULL","residential","0","0","0","NULL"
"26036","258034059","NULL","NULL","residential","0","0","0","NULL"
"26037","258034061","NULL","NULL","service","0","0","0","NULL"
"26038","258034063","NULL","NULL","residential","0","0","0","NULL"
"26039","258034066","NULL","NULL","footway","0","0","0","NULL"
"26040","258034070","NULL","NULL","footway","0","1","0","NULL"
"26041","258034072","NULL","NULL","footway","0","0","0","NULL"
"26042","258034073","NULL","NULL","residential","0","0","0","NULL"
"26043","258034074","NULL","NULL","residential","0","0","0","NULL"
"26044","258034076","NULL","NULL","residential","0","0","0","NULL"
"26045","258034078","NULL","NULL","residential","0","0","0","NULL"
"26046","258034080","NULL","NULL","residential","0","0","0","NULL"
"26047","258034082","NULL","NULL","residential","0","0","0","NULL"
"26048","258034083","NULL","NULL","residential","0","0","0","NULL"
"26049","258034084","NULL","NULL","residential","0","0","0","NULL"
"26050","258034085","NULL","NULL","residential","0","0","0","NULL"
"26051","258034086","NULL","NULL","residential","0","0","0","NULL"
"26052","258034087","NULL","NULL","residential","0","0","0","NULL"
"26053","258034088","NULL","NULL","residential","0","0","0","NULL"
"26054","258034089","NULL","NULL","residential","0","0","0","NULL"
"26055","258034090","NULL","NULL","residential","0","0","0","NULL"
"26056","258034091","NULL","NULL","residential","0","0","0","NULL"
"26057","258034092","NULL","NULL","residential","0","0","0","NULL"
"26058","258034093","NULL","NULL","residential","0","0","0","NULL"
"26059","258034094","NULL","NULL","residential","0","0","0","NULL"
"26060","258034095","NULL","NULL","residential","0","0","0","NULL"
"26061","258034096","NULL","NULL","residential","0","0","0","NULL"
"26062","258034097","NULL","NULL","residential","0","0","0","NULL"
"26063","258034098","NULL","NULL","residential","0","0","0","NULL"
"26064","258034099","NULL","NULL","residential","0","0","0","NULL"
"26065","258034100","NULL","NULL","residential","0","0","0","NULL"
"26066","258034101","NULL","NULL","tertiary","0","0","0","NULL"
"26067","258034102","NULL","NULL","residential","0","0","0","NULL"
"26068","258034103","NULL","NULL","residential","0","0","0","NULL"
"26069","258034104","NULL","NULL","residential","0","0","0","NULL"
"26070","258034105","NULL","NULL","service","0","0","0","NULL"
"26071","258034106","NULL","NULL","service","0","0","0","NULL"
"26072","258034107","NULL","NULL","service","0","0","0","NULL"
"26073","258034108","NULL","NULL","service","0","0","0","NULL"
"26074","258034109","NULL","NULL","service","0","0","0","NULL"
"26075","258034110","NULL","NULL","service","0","0","0","NULL"
"26076","258034111","NULL","NULL","primary","1","0","0","NULL"
"26077","258034112","NULL","NULL","service","1","0","0","NULL"
"26078","258034113","NULL","NULL","service","1","0","0","NULL"
"26079","258034114","NULL","NULL","primary","1","0","0","NULL"
"26080","258130441","NULL","NULL","primary_link","1","0","0","NULL"
"26081","258130442","Nicolas Bravo","NULL","residential","0","0","0","NULL"
"26082","258130443","Chapingo","NULL","residential","0","0","0","NULL"
"26083","258130444","NULL","NULL","primary_link","0","0","0","NULL"
"26084","258130445","Francisco Primo de Verdad","NULL","residential","0","0","0","NULL"
"26085","258130446","Prolongación Nazas","NULL","secondary","1","0","0","40"
"26086","258130447","NULL","NULL","residential","0","0","0","NULL"
"26087","258130448","Prol. Miguel Hidalgo","NULL","residential","0","0","0","NULL"
"26088","258130449","NULL","NULL","residential","0","0","0","NULL"
"26089","258130450","NULL","NULL","primary_link","1","0","0","NULL"
"26090","258130451","NULL","NULL","residential","0","0","0","NULL"
"26091","258130452","NULL","NULL","residential","0","0","0","NULL"
"26092","258146472","Hidalgo","NULL","tertiary","1","0","0","NULL"
"26093","258146751","Emilio Arizpe de la Maza","NULL","secondary","1","0","0","NULL"
"26094","258146752","Emilio Arizpe de la Maza","NULL","secondary","1","0","0","NULL"
"26095","258520079","NULL","NULL","residential","0","0","0","NULL"
"26096","258520080","NULL","NULL","residential","0","0","0","NULL"
"26097","258520081","San Miguel","NULL","residential","0","0","0","NULL"
"26098","258520082","Mezquite","NULL","residential","0","0","0","NULL"
"26099","258520084","San Manuel","NULL","residential","0","0","0","NULL"
"26100","258520085","NULL","NULL","residential","0","0","0","NULL"
"26101","258520086","Santa Rita","NULL","residential","0","0","0","NULL"
"26102","258520087","San Judas Tadeo","NULL","residential","0","0","0","NULL"
"26103","258520088","Olmos","NULL","residential","0","0","0","NULL"
"26104","258520090","Arboledas","NULL","residential","0","0","0","NULL"
"26105","258520091","NULL","NULL","residential","0","0","0","NULL"
"26106","258520092","NULL","NULL","residential","0","0","0","NULL"
"26107","258521853","Plan de Ayala","NULL","residential","0","0","0","NULL"
"26108","258638713","Sierra de Mapimi","NULL","residential","0","0","0","NULL"
"26109","261244613","NULL","NULL","residential","0","0","0","NULL"
"26110","261245194","NULL","NULL","residential","0","0","0","NULL"
"26111","261245195","NULL","NULL","residential","0","0","0","NULL"
"26112","261245501","NULL","NULL","residential","0","0","0","NULL"
"26113","261245502","NULL","NULL","residential","0","0","0","NULL"
"26114","261245503","NULL","NULL","residential","0","0","0","NULL"
"26115","261245504","NULL","NULL","residential","0","0","0","NULL"
"26116","261245505","NULL","NULL","residential","0","0","0","NULL"
"26117","261245506","NULL","NULL","residential","0","0","0","NULL"
"26118","261245507","NULL","NULL","residential","0","0","0","NULL"
"26119","261245508","NULL","NULL","residential","0","0","0","NULL"
"26120","261245509","NULL","NULL","residential","0","0","0","NULL"
"26121","261245510","NULL","NULL","residential","0","0","0","NULL"
"26122","261249179","NULL","NULL","residential","0","0","0","NULL"
"26123","261249180","NULL","NULL","residential","0","0","0","NULL"
"26124","261249181","NULL","NULL","residential","0","0","0","NULL"
"26125","261249182","NULL","NULL","residential","0","0","0","NULL"
"26126","261249183","NULL","NULL","residential","0","0","0","NULL"
"26127","261249184","NULL","NULL","residential","0","0","0","NULL"
"26128","261249185","NULL","NULL","residential","0","0","0","NULL"
"26129","261249186","NULL","NULL","residential","0","0","0","NULL"
"26130","261249187","NULL","NULL","residential","0","0","0","NULL"
"26131","261249188","NULL","NULL","residential","0","0","0","NULL"
"26132","261249189","NULL","NULL","residential","0","0","0","NULL"
"26133","261249190","NULL","NULL","road","0","0","0","NULL"
"26134","261249191","NULL","NULL","residential","0","0","0","NULL"
"26135","261249192","NULL","NULL","residential","0","0","0","NULL"
"26136","261249193","NULL","NULL","residential","0","0","0","NULL"
"26137","261249194","NULL","NULL","residential","0","0","0","NULL"
"26138","261249195","NULL","NULL","residential","0","0","0","NULL"
"26139","261249196","NULL","NULL","residential","0","0","0","NULL"
"26140","261249197","NULL","NULL","residential","0","0","0","NULL"
"26141","261249198","NULL","NULL","residential","0","0","0","NULL"
"26142","261249199","NULL","NULL","residential","0","0","0","NULL"
"26143","261252563","NULL","NULL","residential","0","0","0","NULL"
"26144","261252564","NULL","NULL","residential","0","0","0","NULL"
"26145","261252565","NULL","NULL","residential","0","0","0","NULL"
"26146","261252566","NULL","NULL","residential","0","0","0","NULL"
"26147","261252567","NULL","NULL","residential","0","0","0","NULL"
"26148","261252568","NULL","NULL","unclassified","0","0","0","NULL"
"26149","261252569","NULL","NULL","residential","0","0","0","NULL"
"26150","261252570","NULL","NULL","residential","0","0","0","NULL"
"26151","261252571","NULL","NULL","residential","0","0","0","NULL"
"26152","261252572","NULL","NULL","residential","0","0","0","NULL"
"26153","261261643","NULL","NULL","residential","0","0","0","NULL"
"26154","261261645","NULL","NULL","residential","0","0","0","NULL"
"26155","261261646","NULL","NULL","residential","0","0","0","NULL"
"26156","261261648","NULL","NULL","residential","0","0","0","NULL"
"26157","261261649","NULL","NULL","residential","0","0","0","NULL"
"26158","261261652","NULL","NULL","residential","0","0","0","NULL"
"26159","261261653","NULL","NULL","residential","0","0","0","NULL"
"26160","261261654","NULL","NULL","residential","0","0","0","NULL"
"26161","261300271","NULL","NULL","residential","0","0","0","NULL"
"26162","261300272","NULL","NULL","residential","0","0","0","NULL"
"26163","261300273","NULL","NULL","residential","0","0","0","NULL"
"26164","261300274","NULL","NULL","residential","0","0","0","NULL"
"26165","261300275","NULL","NULL","residential","0","0","0","NULL"
"26166","261300276","NULL","NULL","residential","0","0","0","NULL"
"26167","261300277","NULL","NULL","residential","0","0","0","NULL"
"26168","261300278","NULL","NULL","residential","0","0","0","NULL"
"26169","261300279","NULL","NULL","residential","0","0","0","NULL"
"26170","261300280","NULL","NULL","secondary","0","0","0","NULL"
"26171","261300549","NULL","NULL","residential","0","0","0","NULL"
"26172","261300550","NULL","NULL","residential","0","0","0","NULL"
"26173","261300551","NULL","NULL","residential","0","0","0","NULL"
"26174","261300552","NULL","NULL","residential","0","0","0","NULL"
"26175","261304843","NULL","NULL","secondary_link","1","0","0","NULL"
"26176","261304844","DGO 241","DGO 241","secondary","0","0","0","NULL"
"26177","261304845","NULL","NULL","secondary","1","0","0","NULL"
"26178","261304846","NULL","NULL","secondary_link","1","0","0","NULL"
"26179","261304891","NULL","NULL","secondary_link","1","0","0","NULL"
"26180","261305145","DGO 241","DGO 241","secondary","1","0","0","NULL"
"26181","261305147","DGO 241","DGO 241","secondary","0","0","0","NULL"
"26182","261305324","NULL","NULL","residential","0","0","0","NULL"
"26183","261305690","NULL","NULL","residential","1","0","0","NULL"
"26184","261305691","NULL","NULL","residential","1","0","0","NULL"
"26185","261315778","NULL","MEX 45","primary","0","0","0","NULL"
"26186","261517380","NULL","NULL","road","0","0","0","NULL"
"26187","261517381","NULL","NULL","residential","0","0","0","NULL"
"26188","261517382","NULL","NULL","residential","0","0","0","NULL"
"26189","261517383","NULL","NULL","residential","0","0","0","NULL"
"26190","261517384","NULL","NULL","residential","0","0","0","NULL"
"26191","261517385","NULL","NULL","residential","0","0","0","NULL"
"26192","261517386","NULL","NULL","unclassified","0","0","0","NULL"
"26193","261517387","NULL","NULL","road","0","0","0","NULL"
"26194","261517594","NULL","NULL","residential","0","0","0","NULL"
"26195","261517595","NULL","NULL","residential","0","0","0","NULL"
"26196","261517596","NULL","NULL","residential","0","0","0","NULL"
"26197","261517597","NULL","NULL","residential","0","0","0","NULL"
"26198","261517598","NULL","NULL","residential","0","0","0","NULL"
"26199","261517599","NULL","NULL","residential","0","0","0","NULL"
"26200","261517600","NULL","NULL","residential","0","0","0","NULL"
"26201","261517601","NULL","NULL","residential","0","0","0","NULL"
"26202","261517602","NULL","NULL","residential","0","0","0","NULL"
"26203","261525266","Calle Juan Aldama","NULL","residential","0","0","0","NULL"
"26204","261525267","Calle Mina","NULL","residential","0","0","0","NULL"
"26205","261525268","NULL","NULL","residential","0","0","0","NULL"
"26206","261525269","NULL","NULL","residential","0","0","0","NULL"
"26207","261525270","Calle Emiliano Zapata","NULL","residential","0","0","0","NULL"
"26208","261525271","NULL","NULL","residential","0","0","0","NULL"
"26209","261525272","NULL","NULL","residential","0","0","0","NULL"
"26210","261525273","NULL","NULL","residential","0","0","0","NULL"
"26211","261525274","NULL","NULL","residential","0","0","0","NULL"
"26212","261525275","Calle Antonio","NULL","residential","0","0","0","NULL"
"26213","261525276","NULL","NULL","residential","0","0","0","NULL"
"26214","261525277","Calle Independencia","NULL","residential","0","0","0","NULL"
"26215","261525278","NULL","NULL","residential","0","0","0","NULL"
"26216","261525279","Calle Miguel Hidalgo","NULL","residential","0","0","0","NULL"
"26217","261525280","NULL","NULL","residential","0","0","0","NULL"
"26218","261525451","NULL","NULL","residential","0","0","0","NULL"
"26219","261525452","NULL","NULL","residential","0","0","0","NULL"
"26220","261525453","NULL","NULL","residential","0","0","0","NULL"
"26221","261525454","NULL","NULL","residential","0","0","0","NULL"
"26222","261525455","NULL","NULL","residential","0","0","0","NULL"
"26223","261541589","NULL","NULL","residential","0","0","0","NULL"
"26224","261541590","NULL","NULL","residential","0","0","0","NULL"
"26225","261541591","NULL","NULL","residential","0","0","0","NULL"
"26226","261541593","NULL","NULL","residential","0","0","0","NULL"
"26227","261551624","NULL","NULL","residential","0","0","0","NULL"
"26228","261551625","NULL","NULL","residential","0","0","0","NULL"
"26229","261551626","NULL","NULL","residential","0","0","0","NULL"
"26230","261551627","NULL","NULL","residential","0","0","0","NULL"
"26231","261551628","NULL","NULL","residential","0","0","0","NULL"
"26232","261551629","NULL","NULL","residential","0","0","0","NULL"
"26233","261551630","NULL","NULL","residential","0","0","0","NULL"
"26234","261551632","NULL","NULL","residential","0","0","0","NULL"
"26235","261551633","NULL","NULL","residential","0","0","0","NULL"
"26236","261551634","NULL","NULL","residential","0","0","0","NULL"
"26237","261551635","NULL","NULL","residential","0","0","0","NULL"
"26238","261551636","NULL","NULL","residential","0","0","0","NULL"
"26239","261551637","NULL","NULL","residential","0","0","0","NULL"
"26240","261551638","NULL","NULL","residential","0","0","0","NULL"
"26241","261551639","NULL","NULL","road","0","0","0","NULL"
"26242","261551641","NULL","NULL","residential","0","0","0","NULL"
"26243","261551642","NULL","NULL","residential","0","0","0","NULL"
"26244","261551643","NULL","NULL","residential","0","0","0","NULL"
"26245","261551644","NULL","NULL","residential","0","0","0","NULL"
"26246","261551645","NULL","NULL","residential","0","0","0","NULL"
"26247","261551646","NULL","NULL","unclassified","0","0","0","NULL"
"26248","261551647","NULL","NULL","residential","0","0","0","NULL"
"26249","261551648","NULL","NULL","residential","0","0","0","NULL"
"26250","261551650","NULL","NULL","residential","0","0","0","NULL"
"26251","261551651","NULL","NULL","residential","0","0","0","NULL"
"26252","261551652","NULL","NULL","residential","0","0","0","NULL"
"26253","261551653","NULL","NULL","residential","0","0","0","NULL"
"26254","261551654","NULL","NULL","residential","0","0","0","NULL"
"26255","261551655","NULL","NULL","residential","0","0","0","NULL"
"26256","261551656","NULL","NULL","residential","0","0","0","NULL"
"26257","261551657","NULL","NULL","unclassified","0","0","0","NULL"
"26258","261551658","NULL","NULL","residential","0","0","0","NULL"
"26259","261551660","NULL","NULL","residential","0","0","0","NULL"
"26260","261551661","NULL","NULL","road","0","0","0","NULL"
"26261","261551662","NULL","NULL","residential","0","0","0","NULL"
"26262","261551663","NULL","NULL","residential","0","0","0","NULL"
"26263","261551664","NULL","NULL","residential","0","0","0","NULL"
"26264","261551665","NULL","NULL","residential","0","0","0","NULL"
"26265","261551666","NULL","NULL","residential","0","0","0","NULL"
"26266","261551667","NULL","NULL","residential","0","0","0","NULL"
"26267","261551668","NULL","NULL","residential","0","0","0","NULL"
"26268","261551669","NULL","NULL","residential","0","0","0","NULL"
"26269","261551670","NULL","NULL","residential","0","0","0","NULL"
"26270","261551671","NULL","NULL","unclassified","0","0","0","NULL"
"26271","261551672","NULL","NULL","residential","0","0","0","NULL"
