,country,date,hour,origin_lat,origin_lon,origin_container,destination_lat,destination_lon,destination_container,amount
2762107,sp,2015.07.12,1,42.51083333,1.540277778,0,42.46027778,1.491111111,1,1
2762133,sp,2015.07.12,1,42.51083333,1.540277778,0,42.50722222,1.538055556,0,2
2762220,sp,2015.07.12,1,42.51083333,1.540277778,0,42.51083333,1.540277778,0,1
2762223,sp,2015.07.12,1,42.51083333,1.540277778,0,42.51083333,1.540277778,0,2
2762405,sp,2015.07.12,1,42.51083333,1.540277778,0,42.50722222,1.538055556,0,1
2762526,sp,2015.07.12,1,42.51083333,1.540277778,0,42.51138889,1.530555556,0,1
2762551,sp,2015.07.12,1,42.51083333,1.540277778,0,42.51083333,1.540277778,0,5
2762856,sp,2015.07.12,1,42.51083333,1.540277778,0,42.51138889,1.530555556,0,1
2762882,sp,2015.07.12,1,42.51083333,1.540277778,0,42.51083333,1.540277778,0,1
2762885,sp,2015.07.12,1,42.51083333,1.540277778,0,42.51083333,1.540277778,0,1
2763210,sp,2015.07.12,1,42.51083333,1.540277778,0,42.51083333,1.540277778,0,2
2763213,sp,2015.07.12,1,42.51083333,1.540277778,0,42.51083333,1.540277778,0,8
2763276,sp,2015.07.12,1,42.51083333,1.540277778,0,42.43194444,1.469166667,1,1
2763518,sp,2015.07.12,1,42.51083333,1.540277778,0,42.51138889,1.530555556,0,1
2763544,sp,2015.07.12,1,42.51083333,1.540277778,0,42.51083333,1.540277778,0,3
2763718,sp,2015.07.12,1,42.51083333,1.540277778,0,42.50833333,1.523611111,0,1
2763855,sp,2015.07.12,1,42.51083333,1.540277778,0,42.5075,1.522777778,0,1
2763872,sp,2015.07.12,1,42.51083333,1.540277778,0,42.51083333,1.540277778,0,2
2763875,sp,2015.07.12,1,42.51083333,1.540277778,0,42.51083333,1.540277778,0,4
2764537,sp,2015.07.12,1,42.44194444,1.463611111,1,42.44194444,1.463611111,1,10
2764538,sp,2015.07.12,1,42.44194444,1.463611111,1,42.46694444,1.491111111,1,1
2764602,sp,2015.07.12,1,42.44194444,1.463611111,1,42.46027778,1.491111111,1,1
2764609,sp,2015.07.12,1,42.44194444,1.463611111,1,42.44777778,1.482777778,1,2
2766610,sp,2015.07.12,1,42.50777778,1.5325,0,42.54583333,1.540277778,2,1
2769833,sp,2015.07.12,1,42.50722222,1.538055556,0,42.50722222,1.538055556,0,8
2770013,sp,2015.07.12,1,42.50722222,1.538055556,0,42.51083333,1.540277778,0,3
2770052,sp,2015.07.12,1,42.50722222,1.538055556,0,42.50722222,1.538055556,0,1
2773805,sp,2015.07.12,1,42.51722222,1.567777778,0,42.51722222,1.567777778,0,2
2776787,sp,2015.07.12,1,42.50944444,1.523055556,0,42.50944444,1.523055556,0,1
2777446,sp,2015.07.12,1,42.50416667,1.527222222,0,42.50416667,1.527222222,0,7
2777448,sp,2015.07.12,1,42.50416667,1.527222222,0,42.50416667,1.527222222,0,2
2777774,sp,2015.07.12,1,42.50944444,1.523055556,0,42.50944444,1.523055556,0,1
2777777,sp,2015.07.12,1,42.50944444,1.523055556,0,42.50944444,1.523055556,0,2
2778108,sp,2015.07.12,1,42.50416667,1.527222222,0,42.50416667,1.527222222,0,7
2778246,sp,2015.07.12,1,42.50416667,1.527222222,0,42.50722222,1.538055556,0,1
2778770,sp,2015.07.12,1,42.48722222,1.49,1,42.48722222,1.49,1,1
2779788,sp,2015.07.12,1,42.50611111,1.520833333,0,42.50083333,1.531111111,0,1
2779914,sp,2015.07.12,1,42.50611111,1.520833333,0,42.51083333,1.540277778,0,12
2780094,sp,2015.07.12,1,42.50611111,1.520833333,0,42.50611111,1.520833333,0,1
2780447,sp,2015.07.12,1,42.51083333,1.540277778,0,42.50083333,1.531111111,0,1
2780537,sp,2015.07.12,1,42.51083333,1.540277778,0,42.51388889,1.495555556,7,1
2781749,sp,2015.07.12,1,42.50833333,1.523611111,0,42.50833333,1.523611111,0,1
2784066,sp,2015.07.12,1,42.43194444,1.469166667,1,42.43194444,1.469166667,1,3
2784171,sp,2015.07.12,1,42.43194444,1.469166667,1,42.46027778,1.491111111,1,1
2784397,sp,2015.07.12,1,42.51138889,1.530555556,0,42.51138889,1.530555556,0,2
2784535,sp,2015.07.12,1,42.51138889,1.530555556,0,42.51083333,1.540277778,0,2
2784672,sp,2015.07.12,1,42.51138889,1.530555556,0,42.50777778,1.5325,0,1
2785721,sp,2015.07.12,1,42.46027778,1.491111111,1,42.46027778,1.491111111,1,2
2785866,sp,2015.07.12,1,42.46027778,1.491111111,1,42.46027778,1.491111111,1,1
2786052,sp,2015.07.12,1,42.46027778,1.491111111,1,42.46027778,1.491111111,1,3
2787257,sp,2015.07.12,1,42.50083333,1.531111111,0,42.52444444,1.520833333,2,1
2787541,sp,2015.07.12,1,42.50083333,1.531111111,0,42.50722222,1.538055556,0,1
2787707,sp,2015.07.12,1,42.50083333,1.531111111,0,42.50083333,1.531111111,0,7
2789998,sp,2015.07.12,1,42.47166667,1.490277778,1,42.50833333,1.523611111,0,1
2790024,sp,2015.07.12,1,42.47166667,1.490277778,1,42.47166667,1.490277778,1,2
2790686,sp,2015.07.12,1,42.54444444,1.516944444,2,42.54444444,1.516944444,2,1
2791017,sp,2015.07.12,1,42.54444444,1.516944444,2,42.54444444,1.516944444,2,3
2791348,sp,2015.07.12,1,42.55722222,1.497777778,2,42.55722222,1.497777778,2,7
2792672,sp,2015.07.12,1,42.58083333,1.4775,2,42.58083333,1.4775,2,1
2794806,sp,2015.07.12,1,42.5525,1.514444444,2,42.54444444,1.516944444,2,1
2794859,sp,2015.07.12,1,42.5525,1.514444444,2,42.56444444,1.526944444,3,1
2794976,sp,2015.07.12,1,42.5525,1.514444444,2,42.54444444,1.516944444,2,1
2794989,sp,2015.07.12,1,42.5525,1.514444444,2,42.5525,1.514444444,2,2
2795319,sp,2015.07.12,1,42.54583333,1.540277778,2,42.5525,1.514444444,2,1
2795320,sp,2015.07.12,1,42.54583333,1.540277778,2,42.54583333,1.540277778,2,4
2795334,sp,2015.07.12,1,42.54583333,1.540277778,2,42.55722222,1.493611111,2,1
2795409,sp,2015.07.12,1,42.54583333,1.540277778,2,42.54444444,1.516944444,2,1
2797498,sp,2015.07.12,1,42.59777778,1.5275,3,42.5825,1.519166667,3,1
2797637,sp,2015.07.12,1,42.59777778,1.5275,3,42.59777778,1.5275,3,3
2798121,sp,2015.07.12,1,42.525,1.536111111,2,42.53638889,1.516111111,2,1
2799623,sp,2015.07.12,1,42.55722222,1.493611111,2,42.55722222,1.493611111,2,3
2800029,sp,2015.07.12,1,42.55722222,1.493611111,2,42.54444444,1.516944444,2,1
2800285,sp,2015.07.12,1,42.62111111,1.538333333,3,42.62111111,1.538333333,3,1
2800616,sp,2015.07.12,1,42.53638889,1.516111111,2,42.53638889,1.516111111,2,1
2800823,sp,2015.07.12,1,42.53638889,1.516111111,2,42.51972222,1.557222222,4,1
2800947,sp,2015.07.12,1,42.53638889,1.516111111,2,42.53638889,1.516111111,2,1
2805732,sp,2015.07.12,1,42.51694444,1.554166667,4,42.53194444,1.562777778,4,1
2806104,sp,2015.07.12,1,42.51694444,1.554166667,4,42.50527778,1.546666667,4,1
2806243,sp,2015.07.12,1,42.51694444,1.554166667,4,42.51694444,1.554166667,4,4
2806624,sp,2015.07.12,1,42.56805556,1.600277778,4,42.56611111,1.5975,4,1
2806680,sp,2015.07.12,1,42.56805556,1.600277778,4,42.56611111,1.5975,4,1
2807054,sp,2015.07.12,1,42.57555556,1.670277778,5,42.57722222,1.662777778,5,1
2807688,sp,2015.07.12,1,42.57555556,1.670277778,5,42.57555556,1.670277778,5,1
2808229,sp,2015.07.12,1,42.57916667,1.639166667,5,42.57916667,1.639166667,5,1
2808560,sp,2015.07.12,1,42.57916667,1.639166667,5,42.57916667,1.639166667,5,2
2809553,sp,2015.07.12,1,42.51138889,1.530555556,0,42.51138889,1.530555556,0,1
2810215,sp,2015.07.12,1,42.57777778,1.6625,5,42.57777778,1.6625,5,1
2810877,sp,2015.07.12,1,42.535,1.716388889,6,42.535,1.716388889,6,1
2811208,sp,2015.07.12,1,42.535,1.716388889,6,42.535,1.716388889,6,4
2811598,sp,2015.07.12,1,42.56416667,1.664444444,5,42.57555556,1.670277778,6,1
2812008,sp,2015.07.12,1,42.56416667,1.664444444,5,42.57777778,1.6625,5,1
2812190,sp,2015.07.12,1,42.56416667,1.664444444,5,42.57916667,1.639166667,5,1
2812201,sp,2015.07.12,1,42.56416667,1.664444444,5,42.56416667,1.664444444,5,3
2812891,sp,2015.07.12,1,42.535,1.5875,4,42.53444444,1.58,4,1
2814508,sp,2015.07.12,1,42.54694444,1.698611111,6,42.535,1.716388889,6,1
2814518,sp,2015.07.12,1,42.54694444,1.698611111,6,42.54694444,1.698611111,6,4
2815180,sp,2015.07.12,1,42.53194444,1.562777778,4,42.53194444,1.562777778,4,7
2815182,sp,2015.07.12,1,42.53194444,1.562777778,4,42.54666667,1.563611111,4,1
2815201,sp,2015.07.12,1,42.53194444,1.562777778,4,42.53444444,1.58,4,1
2815202,sp,2015.07.12,1,42.53194444,1.562777778,4,42.53444444,1.58,4,1
2815511,sp,2015.07.12,1,42.54666667,1.563611111,4,42.54666667,1.563611111,4,2
2815683,sp,2015.07.12,1,42.54666667,1.563611111,4,42.51083333,1.540277778,0,1
2815840,sp,2015.07.12,1,42.54666667,1.563611111,4,42.53194444,1.562777778,4,1
2815842,sp,2015.07.12,1,42.54666667,1.563611111,4,42.54666667,1.563611111,4,1
2817497,sp,2015.07.12,1,42.51388889,1.495555556,7,42.51388889,1.495555556,7,1
2818490,sp,2015.07.12,1,42.46027778,1.491111111,1,42.46027778,1.491111111,1,1
2818537,sp,2015.07.12,1,42.46027778,1.491111111,1,42.46027778,1.491111111,1,1
2818726,sp,2015.07.12,1,42.46027778,1.491111111,1,42.50083333,1.531111111,0,1
2818820,sp,2015.07.12,1,42.46027778,1.491111111,1,42.46027778,1.491111111,1,1
2818821,sp,2015.07.12,1,42.46027778,1.491111111,1,42.46027778,1.491111111,1,14
2818839,sp,2015.07.12,1,42.46027778,1.491111111,1,42.54444444,1.516944444,2,1
2819632,sp,2015.07.12,1,42.49666667,1.5125,0,42.50611111,1.520833333,0,1
2819814,sp,2015.07.12,1,42.49666667,1.5125,0,42.49666667,1.5125,0,2
2820145,sp,2015.07.12,1,42.50777778,1.5325,0,42.50777778,1.5325,0,2
2820476,sp,2015.07.12,1,42.50777778,1.5325,0,42.50777778,1.5325,0,2
2820807,sp,2015.07.12,1,42.50777778,1.5325,0,42.50777778,1.5325,0,3
2820937,sp,2015.07.12,1,42.50833333,1.523611111,0,42.51138889,1.530555556,0,1
2821007,sp,2015.07.12,1,42.50833333,1.523611111,0,42.50944444,1.523055556,0,1
2821138,sp,2015.07.12,1,42.50833333,1.523611111,0,42.50833333,1.523611111,0,6
2821855,sp,2015.07.12,1,42.53444444,1.58,4,42.53444444,1.58,4,1
2822131,sp,2015.07.12,1,42.53444444,1.58,4,42.53444444,1.58,4,7
2822433,sp,2015.07.12,1,42.53444444,1.58,4,42.535,1.5875,4,1
2822793,sp,2015.07.12,1,42.53444444,1.58,4,42.53444444,1.58,4,1
2823074,sp,2015.07.12,1,42.56611111,1.5975,4,42.56805556,1.600277778,4,1
2823124,sp,2015.07.12,1,42.56611111,1.5975,4,42.56611111,1.5975,4,4
2823273,sp,2015.07.12,1,42.50722222,1.538055556,0,42.51083333,1.540277778,0,1
2823455,sp,2015.07.12,1,42.50722222,1.538055556,0,42.50722222,1.538055556,0,7
2823494,sp,2015.07.12,1,42.50722222,1.538055556,0,42.50777778,1.5325,0,1
2823511,sp,2015.07.12,1,42.50722222,1.538055556,0,42.50722222,1.538055556,0,1
2823512,sp,2015.07.12,1,42.50722222,1.538055556,0,42.50722222,1.538055556,0,1
2823576,sp,2015.07.12,1,42.50722222,1.538055556,0,42.51138889,1.530555556,0,1
2823786,sp,2015.07.12,1,42.50722222,1.538055556,0,42.50722222,1.538055556,0,5
2823789,sp,2015.07.12,1,42.50722222,1.538055556,0,42.54444444,1.516944444,2,1
2824117,sp,2015.07.12,1,42.54444444,1.516944444,2,42.54444444,1.516944444,2,2
2824178,sp,2015.07.12,1,42.54444444,1.516944444,2,42.54444444,1.516944444,2,1
2824228,sp,2015.07.12,1,42.54444444,1.516944444,2,42.5825,1.519166667,3,1
2824448,sp,2015.07.12,1,42.54444444,1.516944444,2,42.54444444,1.516944444,2,8
2824510,sp,2015.07.12,1,42.54444444,1.516944444,2,42.54444444,1.516944444,2,1
2824552,sp,2015.07.12,1,42.54444444,1.516944444,2,42.44805556,1.4825,1,1
2824689,sp,2015.07.12,1,42.54444444,1.516944444,2,42.5525,1.514444444,2,1
2824690,sp,2015.07.12,1,42.54444444,1.516944444,2,42.54583333,1.540277778,2,1
2824704,sp,2015.07.12,1,42.54444444,1.516944444,2,42.55722222,1.493611111,2,1
2824779,sp,2015.07.12,1,42.54444444,1.516944444,2,42.54444444,1.516944444,2,11
2825110,sp,2015.07.12,1,42.55277778,1.533611111,2,42.55277778,1.533611111,2,7
2826103,sp,2015.07.12,1,42.55722222,1.497777778,2,42.55722222,1.497777778,2,3
2826765,sp,2015.07.12,1,42.55722222,1.497777778,2,42.55722222,1.497777778,2,6
2826886,sp,2015.07.12,1,42.51138889,1.530555556,0,42.5075,1.522777778,0,1
2827096,sp,2015.07.12,1,42.51138889,1.530555556,0,42.51138889,1.530555556,0,6
2827209,sp,2015.07.12,1,42.51138889,1.530555556,0,42.51138889,1.530555556,0,1
2827427,sp,2015.07.12,1,42.51138889,1.530555556,0,42.51138889,1.530555556,0,2
2828449,sp,2015.07.12,1,42.50611111,1.520833333,0,42.50833333,1.523611111,0,1
2828751,sp,2015.07.12,1,42.50611111,1.520833333,0,42.50611111,1.520833333,0,4
2829082,sp,2015.07.12,1,42.50611111,1.520833333,0,42.50611111,1.520833333,0,1
2829233,sp,2015.07.12,1,42.51083333,1.540277778,0,42.50722222,1.538055556,0,2
2829277,sp,2015.07.12,1,42.51083333,1.540277778,0,42.51138889,1.530555556,0,1
2829413,sp,2015.07.12,1,42.51083333,1.540277778,0,42.51083333,1.540277778,0,4
2829593,sp,2015.07.12,1,42.51083333,1.540277778,0,42.50611111,1.520833333,0,12
2829744,sp,2015.07.12,1,42.51083333,1.540277778,0,42.51083333,1.540277778,0,1
2829745,sp,2015.07.12,1,42.51083333,1.540277778,0,42.51083333,1.540277778,0,1
2829875,sp,2015.07.12,1,42.51083333,1.540277778,0,42.51083333,1.540277778,0,1
2829937,sp,2015.07.12,1,42.51083333,1.540277778,0,42.51138889,1.530555556,0,1
2830075,sp,2015.07.12,1,42.51083333,1.540277778,0,42.51083333,1.540277778,0,4
2831068,sp,2015.07.12,1,42.57555556,1.670277778,6,42.57555556,1.670277778,6,5
2831088,sp,2015.07.12,1,42.50944444,1.523055556,0,42.50833333,1.523611111,0,1
2831399,sp,2015.07.12,1,42.50944444,1.523055556,0,42.50944444,1.523055556,0,3
5339410,other,2015.07.12,1,42.49666667,1.5125,0,42.49666667,1.5125,0,2
5340734,other,2015.07.12,1,42.50777778,1.5325,0,42.50777778,1.5325,0,2
5341727,other,2015.07.12,1,42.50777778,1.5325,0,42.50777778,1.5325,0,1
5342058,other,2015.07.12,1,42.50833333,1.523611111,0,42.50833333,1.523611111,0,1
5342720,other,2015.07.12,1,42.50833333,1.523611111,0,42.50833333,1.523611111,0,2
5343328,other,2015.07.12,1,42.50833333,1.523611111,0,42.50833333,1.523611111,0,1
5343713,other,2015.07.12,1,42.50833333,1.523611111,0,42.50833333,1.523611111,0,1
5344044,other,2015.07.12,1,42.53444444,1.58,4,42.53444444,1.58,4,3
5345037,other,2015.07.12,1,42.53444444,1.58,4,42.53444444,1.58,4,28
5345081,other,2015.07.12,1,42.53444444,1.58,4,42.535,1.5875,4,1
5345313,other,2015.07.12,1,42.53444444,1.58,4,42.53444444,1.58,4,1
5345972,other,2015.07.12,1,42.53444444,1.58,4,42.53444444,1.58,4,1
5346361,other,2015.07.12,1,42.50722222,1.538055556,0,42.50722222,1.538055556,0,4
5347045,other,2015.07.12,1,42.50722222,1.538055556,0,42.57916667,1.639166667,5,1
5347823,other,2015.07.12,1,42.54444444,1.516944444,2,42.50611111,1.520833333,0,1
5347957,other,2015.07.12,1,42.54444444,1.516944444,2,42.54444444,1.516944444,2,1
5348678,other,2015.07.12,1,42.54444444,1.516944444,2,42.54444444,1.516944444,2,1
5348949,other,2015.07.12,1,42.54444444,1.516944444,2,42.54444444,1.516944444,2,1
5349609,other,2015.07.12,1,42.54444444,1.516944444,2,42.54444444,1.516944444,2,1
5349671,other,2015.07.12,1,42.55277778,1.533611111,2,42.55277778,1.533611111,2,2
5350973,other,2015.07.12,1,42.4875,1.490555556,1,42.50833333,1.523611111,0,1
5351326,other,2015.07.12,1,42.57555556,1.670277778,5,42.57555556,1.670277778,5,6
5351328,other,2015.07.12,1,42.57555556,1.670277778,5,42.57555556,1.670277778,5,1
5351536,other,2015.07.12,1,42.57555556,1.670277778,5,42.57555556,1.670277778,5,1
5351657,other,2015.07.12,1,42.57555556,1.670277778,5,42.57555556,1.670277778,5,1
5352650,other,2015.07.12,1,42.53638889,1.516111111,2,42.53638889,1.516111111,2,2
5352981,other,2015.07.12,1,42.53638889,1.516111111,2,42.53638889,1.516111111,2,3
5353164,other,2015.07.12,1,42.53638889,1.516111111,2,42.55722222,1.493611111,2,1
5353630,other,2015.07.12,1,42.55722222,1.497777778,2,42.54444444,1.516944444,2,1
5353643,other,2015.07.12,1,42.55722222,1.497777778,2,42.55722222,1.497777778,2,1
5354305,other,2015.07.12,1,42.57916667,1.639166667,5,42.57916667,1.639166667,5,11
5354636,other,2015.07.12,1,42.57916667,1.639166667,5,42.57916667,1.639166667,5,2
5354967,other,2015.07.12,1,42.57916667,1.639166667,5,42.57916667,1.639166667,5,1
5355253,other,2015.07.12,1,42.47583333,1.489722222,1,42.50777778,1.5325,0,1
5355298,other,2015.07.12,1,42.47583333,1.489722222,1,42.47583333,1.489722222,1,1
5356291,other,2015.07.12,1,42.54388889,1.730555556,6,42.54388889,1.730555556,6,1
5357615,other,2015.07.12,1,42.54694444,1.698611111,6,42.54694444,1.698611111,6,2
5359557,other,2015.07.12,1,42.535,1.5875,4,42.53444444,1.58,4,2
5359601,other,2015.07.12,1,42.535,1.5875,4,42.535,1.5875,4,14
5361256,other,2015.07.12,1,42.51527778,1.527222222,0,42.51527778,1.527222222,0,4
5361400,other,2015.07.12,1,42.51527778,1.527222222,0,42.54583333,1.540277778,2,1
5361918,other,2015.07.12,1,42.57777778,1.6625,5,42.57777778,1.6625,5,17
5364897,other,2015.07.12,1,42.55333333,1.589166667,4,42.55333333,1.589166667,4,1
5365228,other,2015.07.12,1,42.5825,1.519166667,3,42.5825,1.519166667,3,1
5366883,other,2015.07.12,1,42.56805556,1.600277778,4,42.56805556,1.600277778,4,2
5367876,other,2015.07.12,1,42.51138889,1.530555556,0,42.51138889,1.530555556,0,3
5367966,other,2015.07.12,1,42.51138889,1.530555556,0,42.43194444,1.469166667,1,2
5368131,other,2015.07.12,1,42.51138889,1.530555556,0,42.50833333,1.523611111,0,1
5371848,other,2015.07.12,1,42.5075,1.522777778,0,42.5075,1.522777778,0,3
5373834,other,2015.07.12,1,42.50527778,1.546666667,4,42.50527778,1.546666667,4,1
5374386,other,2015.07.12,1,42.53277778,1.7,6,42.46027778,1.491111111,1,1
5374496,other,2015.07.12,1,42.53277778,1.7,6,42.53277778,1.7,6,6
5375820,other,2015.07.12,1,42.51083333,1.540277778,0,42.51083333,1.540277778,0,2
5376023,other,2015.07.12,1,42.51083333,1.540277778,0,42.51083333,1.540277778,0,1
5376151,other,2015.07.12,1,42.51083333,1.540277778,0,42.51083333,1.540277778,0,1
5376482,other,2015.07.12,1,42.51083333,1.540277778,0,42.51083333,1.540277778,0,1
5376484,other,2015.07.12,1,42.51083333,1.540277778,0,42.51083333,1.540277778,0,1
5376813,other,2015.07.12,1,42.51083333,1.540277778,0,42.51083333,1.540277778,0,1
5377142,other,2015.07.12,1,42.51083333,1.540277778,0,42.51083333,1.540277778,0,1
5377217,other,2015.07.12,1,42.51083333,1.540277778,0,42.50083333,1.531111111,0,1
5377872,other,2015.07.12,1,42.44194444,1.463611111,1,42.46027778,1.491111111,1,1
5378468,other,2015.07.12,1,42.46694444,1.491111111,1,42.46694444,1.491111111,1,3
5379837,other,2015.07.12,1,42.50777778,1.5325,0,42.51083333,1.540277778,0,1
5382109,other,2015.07.12,1,42.52444444,1.520833333,2,42.52444444,1.520833333,2,1
5383414,other,2015.07.12,1,42.50722222,1.538055556,0,42.51083333,1.540277778,0,1
5383433,other,2015.07.12,1,42.50722222,1.538055556,0,42.50722222,1.538055556,0,1
5386081,other,2015.07.12,1,42.49666667,1.5125,0,42.49666667,1.5125,0,1
5386391,other,2015.07.12,1,42.49666667,1.5125,0,42.49666667,1.498055556,0,1
5387638,other,2015.07.12,1,42.50944444,1.523055556,0,42.47583333,1.489722222,1,1
5387736,other,2015.07.12,1,42.50944444,1.523055556,0,42.50944444,1.523055556,0,1
5390384,other,2015.07.12,1,42.50944444,1.523055556,0,42.50944444,1.523055556,0,6
5391048,other,2015.07.12,1,42.50416667,1.527222222,0,42.50416667,1.527222222,0,3
5391374,other,2015.07.12,1,42.50944444,1.523055556,0,42.50944444,1.523055556,0,1
5391705,other,2015.07.12,1,42.50416667,1.527222222,0,42.50416667,1.527222222,0,1
5391706,other,2015.07.12,1,42.50416667,1.527222222,0,42.50416667,1.527222222,0,1
5391708,other,2015.07.12,1,42.50416667,1.527222222,0,42.50416667,1.527222222,0,5
5392701,other,2015.07.12,1,42.48722222,1.49,1,42.48722222,1.49,1,1
5393363,other,2015.07.12,1,42.50611111,1.520833333,0,42.50611111,1.520833333,0,1
5393485,other,2015.07.12,1,42.50611111,1.520833333,0,42.50777778,1.5325,0,1
5393511,other,2015.07.12,1,42.50611111,1.520833333,0,42.50611111,1.520833333,0,1
5394025,other,2015.07.12,1,42.51083333,1.540277778,0,42.51083333,1.540277778,0,1
5395018,other,2015.07.12,1,42.50833333,1.523611111,0,42.50833333,1.523611111,0,3
5395349,other,2015.07.12,1,42.50833333,1.523611111,0,42.50833333,1.523611111,0,1
5397006,other,2015.07.12,1,42.43194444,1.469166667,1,42.43194444,1.469166667,1,1
5397997,other,2015.07.12,1,42.51138889,1.530555556,0,42.51138889,1.530555556,0,6
5399604,other,2015.07.12,1,42.46027778,1.491111111,1,42.50722222,1.538055556,0,1
5401075,other,2015.07.12,1,42.50083333,1.531111111,0,42.50777778,1.5325,0,1
5401307,other,2015.07.12,1,42.50083333,1.531111111,0,42.50083333,1.531111111,0,2
5401407,other,2015.07.12,1,42.50083333,1.531111111,0,42.50777778,1.5325,0,1
5401638,other,2015.07.12,1,42.50083333,1.531111111,0,42.50083333,1.531111111,0,4
5404057,other,2015.07.12,1,42.54444444,1.516944444,2,42.54444444,1.516944444,2,1
5408568,other,2015.07.12,1,42.5525,1.514444444,2,42.50083333,1.531111111,0,1
5408920,other,2015.07.12,1,42.54583333,1.540277778,2,42.54583333,1.540277778,2,1
5411899,other,2015.07.12,1,42.525,1.536111111,2,42.525,1.536111111,2,1
5413371,other,2015.07.12,1,42.55722222,1.493611111,2,42.53638889,1.516111111,2,1
5414260,other,2015.07.12,1,42.53638889,1.516111111,2,42.53194444,1.562777778,4,1
5414450,other,2015.07.12,1,42.53638889,1.516111111,2,42.52444444,1.520833333,2,1
5414547,other,2015.07.12,1,42.53638889,1.516111111,2,42.53638889,1.516111111,2,2
5418716,other,2015.07.12,1,42.54666667,1.733055556,6,42.53277778,1.7,6,1
5418850,other,2015.07.12,1,42.54666667,1.733055556,6,42.54666667,1.733055556,6,2
5419512,other,2015.07.12,1,42.51694444,1.554166667,4,42.51694444,1.554166667,4,1
5421829,other,2015.07.12,1,42.57916667,1.639166667,5,42.57916667,1.639166667,5,1
5423153,other,2015.07.12,1,42.51138889,1.530555556,0,42.51138889,1.530555556,0,1
5423484,other,2015.07.12,1,42.56888889,1.585555556,4,42.56888889,1.585555556,4,1
5424477,other,2015.07.12,1,42.535,1.716388889,6,42.535,1.716388889,6,2
5424478,other,2015.07.12,1,42.535,1.716388889,6,42.535,1.716388889,6,1
5424808,other,2015.07.12,1,42.535,1.716388889,6,42.535,1.716388889,6,1
5426463,other,2015.07.12,1,42.535,1.5875,4,42.535,1.5875,4,4
5426491,other,2015.07.12,1,42.535,1.5875,4,42.53444444,1.58,4,1
5429111,other,2015.07.12,1,42.54666667,1.563611111,4,42.54666667,1.563611111,4,1
5431757,other,2015.07.12,1,42.435,1.5225,1,42.51388889,1.495555556,7,1
5431955,other,2015.07.12,1,42.46027778,1.491111111,1,42.51722222,1.567777778,0,1
5432090,other,2015.07.12,1,42.46027778,1.491111111,1,42.46027778,1.491111111,1,13
5432286,other,2015.07.12,1,42.46027778,1.491111111,1,42.50944444,1.523055556,0,1
5432421,other,2015.07.12,1,42.46027778,1.491111111,1,42.46027778,1.491111111,1,2
5433426,other,2015.07.12,1,42.49666667,1.5125,0,42.50722222,1.538055556,0,1
5433564,other,2015.07.12,1,42.50777778,1.5325,0,42.50527778,1.546666667,4,1
5433623,other,2015.07.12,1,42.50777778,1.5325,0,42.50611111,1.520833333,0,1
5434076,other,2015.07.12,1,42.50777778,1.5325,0,42.50777778,1.5325,0,1
5434344,other,2015.07.12,1,42.50777778,1.5325,0,42.55722222,1.493611111,2,1
5434734,other,2015.07.12,1,42.50833333,1.523611111,0,42.49666667,1.5125,0,1
5434738,other,2015.07.12,1,42.50833333,1.523611111,0,42.50833333,1.523611111,0,5
5435731,other,2015.07.12,1,42.53444444,1.58,4,42.53444444,1.58,4,2
5435789,other,2015.07.12,1,42.53444444,1.58,4,42.53444444,1.58,4,1
5436062,other,2015.07.12,1,42.53444444,1.58,4,42.53444444,1.58,4,1
5436114,other,2015.07.12,1,42.53444444,1.58,4,42.53444444,1.58,4,1
5436393,other,2015.07.12,1,42.53444444,1.58,4,42.53444444,1.58,4,2
5436724,other,2015.07.12,1,42.56611111,1.5975,4,42.56611111,1.5975,4,3
5437447,other,2015.07.12,1,42.54444444,1.516944444,2,42.54444444,1.516944444,2,1
5437448,other,2015.07.12,1,42.54444444,1.516944444,2,42.54444444,1.516944444,2,1
5437717,other,2015.07.12,1,42.54444444,1.516944444,2,42.54444444,1.516944444,2,3
5437791,other,2015.07.12,1,42.54444444,1.516944444,2,42.53638889,1.516111111,2,1
5438379,other,2015.07.12,1,42.54444444,1.516944444,2,42.54444444,1.516944444,2,1
5439041,other,2015.07.12,1,42.55277778,1.533611111,2,42.55277778,1.533611111,2,1
5440103,other,2015.07.12,1,42.55722222,1.497777778,2,42.55722222,1.497777778,2,1
5440365,other,2015.07.12,1,42.55722222,1.497777778,2,42.55722222,1.497777778,2,3
5440696,other,2015.07.12,1,42.51138889,1.530555556,0,42.51138889,1.530555556,0,1
5440723,other,2015.07.12,1,42.51138889,1.530555556,0,42.50777778,1.5325,0,1
5442351,other,2015.07.12,1,42.50611111,1.520833333,0,42.50611111,1.520833333,0,1
5442682,other,2015.07.12,1,42.50611111,1.520833333,0,42.50611111,1.520833333,0,1
5442810,other,2015.07.12,1,42.51083333,1.540277778,0,42.51083333,1.540277778,0,1
5442813,other,2015.07.12,1,42.51083333,1.540277778,0,42.51083333,1.540277778,0,1
5442988,other,2015.07.12,1,42.51083333,1.540277778,0,42.50833333,1.523611111,0,1
5444337,other,2015.07.12,1,42.53861111,1.733055556,6,42.53861111,1.733055556,6,1
5444999,other,2015.07.12,1,42.50944444,1.523055556,0,42.50944444,1.523055556,0,1
219124,fr,2015.07.12,2,42.46027778,1.491111111,1,42.46027778,1.491111111,1,1
