DATE	HOUR	EDGE_ID	AMOUNT
2015.07.21	0	1	3
2015.07.21	0	1	3
2015.07.21	0	4	2
2015.07.21	0	4	1
2015.07.21	0	6	104
2015.07.21	0	7	1
2015.07.21	0	9	1
2015.07.21	0	11	1
2015.07.21	0	13	2
2015.07.21	0	14	30
2015.07.21	0	16	1
2015.07.21	0	17	7
2015.07.21	0	18	1
2015.07.21	0	20	1
2015.07.21	0	22	84
2015.07.21	0	22	2
2015.07.21	0	24	13
2015.07.21	0	24	1
2015.07.21	0	26	1
2015.07.21	0	28	1
2015.07.21	0	30	1
2015.07.21	0	32	1
2015.07.21	0	34	1
2015.07.21	0	26	1
2015.07.21	0	36	1
2015.07.21	0	38	1
2015.07.21	0	14	1
2015.07.21	0	40	1
2015.07.21	0	42	1
2015.07.21	0	44	1
2015.07.21	0	42	1
2015.07.21	0	47	1
2015.07.21	0	47	1
2015.07.21	0	24	2
2015.07.21	0	32	2
2015.07.21	0	52	1
2015.07.21	0	53	1
2015.07.21	0	54	1
2015.07.21	0	54	2
2015.07.21	0	56	4
2015.07.21	0	57	1
2015.07.21	0	58	2
2015.07.21	0	59	1
2015.07.21	0	61	1
2015.07.21	0	62	1
2015.07.21	0	64	2
2015.07.21	0	66	1
2015.07.21	0	68	5
2015.07.21	0	68	4
2015.07.21	0	70	1
2015.07.21	0	70	1
2015.07.21	0	73	1
2015.07.21	0	75	1
2015.07.21	0	77	1
2015.07.21	0	78	3
2015.07.21	0	79	1
2015.07.21	0	80	1
2015.07.21	0	82	2
2015.07.21	0	84	1
2015.07.21	0	86	163
2015.07.21	0	87	1
2015.07.21	0	70	1
2015.07.21	0	90	1
2015.07.21	0	92	4
2015.07.21	0	93	1
2015.07.21	0	80	1
2015.07.21	0	95	1
2015.07.21	0	96	1
2015.07.21	0	98	1
2015.07.21	0	70	1
2015.07.21	0	101	4
2015.07.21	0	101	1
2015.07.21	0	104	10
2015.07.21	0	105	3
2015.07.21	0	107	1
2015.07.21	0	108	1
2015.07.21	0	109	6
2015.07.21	0	111	1
2015.07.21	0	109	1
2015.07.21	0	111	1
2015.07.21	0	114	2
2015.07.21	0	115	2
2015.07.21	0	116	1
2015.07.21	0	117	6
2015.07.21	0	118	2
2015.07.21	0	119	1
2015.07.21	0	120	1
2015.07.21	0	122	1
2015.07.21	0	123	1
2015.07.21	0	124	1
2015.07.21	0	124	1
2015.07.21	0	126	1
2015.07.21	0	128	4
2015.07.21	0	128	4
2015.07.21	0	130	1
2015.07.21	0	130	1
2015.07.21	0	133	1
2015.07.21	0	134	2
2015.07.21	0	135	2
2015.07.21	0	137	1
2015.07.21	0	138	1
2015.07.21	0	134	1
2015.07.21	1	1	3
2015.07.21	1	3	2
2015.07.21	1	41	1
2015.07.21	1	7	1
2015.07.21	1	8	1
2015.07.21	1	12	1
2015.07.21	1	13	2
2015.07.21	1	15	7
2015.07.21	1	14	1
2015.07.21	1	17	2
2015.07.21	1	38	1
2015.07.21	1	22	1
2015.07.21	1	24	1
2015.07.21	1	7	2
2015.07.21	1	27	1
2015.07.21	1	27	1
2015.07.21	1	9	1
2015.07.21	1	21	1
2015.07.21	1	32	1
2015.07.21	1	141	1
2015.07.21	1	49	1
2015.07.21	1	142	1
2015.07.21	1	143	1
2015.07.21	1	25	1
2015.07.21	1	32	4
2015.07.21	1	53	1
2015.07.21	1	55	1
2015.07.21	1	55	1
2015.07.21	1	95	1
2015.07.21	1	56	2
2015.07.21	1	56	14
2015.07.21	1	56	1
2015.07.21	1	57	1
2015.07.21	1	58	2
2015.07.21	1	58	3
2015.07.21	1	60	1
2015.07.21	1	61	1
2015.07.21	1	147	1
2015.07.21	1	62	1
2015.07.21	1	63	1
2015.07.21	1	66	1
2015.07.21	1	70	1
2015.07.21	1	149	1
2015.07.21	1	73	1
2015.07.21	1	150	1
2015.07.21	1	151	1
2015.07.21	1	101	1
2015.07.21	1	153	1
2015.07.21	1	82	4
2015.07.21	1	83	2
2015.07.21	1	84	1
2015.07.21	1	86	5
2015.07.21	1	86	8
2015.07.21	1	156	1
2015.07.21	1	69	6
2015.07.21	1	91	3
2015.07.21	1	91	1
2015.07.21	1	52	1
2015.07.21	1	153	1
2015.07.21	1	98	1
2015.07.21	1	77	7
2015.07.21	1	100	20
2015.07.21	1	103	1
2015.07.21	1	104	1
2015.07.21	1	105	1
2015.07.21	1	108	1
2015.07.21	1	108	2
2015.07.21	1	108	1
2015.07.21	1	110	1
2015.07.21	1	137	1
2015.07.21	1	114	1
2015.07.21	1	115	2
2015.07.21	1	115	1
2015.07.21	1	118	3
2015.07.21	1	119	1
2015.07.21	1	120	1
2015.07.21	1	122	1
2015.07.21	1	123	2
2015.07.21	1	165	1
2015.07.21	1	166	1
2015.07.21	1	127	1
2015.07.21	1	128	1
2015.07.21	1	128	6
2015.07.21	1	131	1
2015.07.21	1	168	1
2015.07.21	1	107	1
2015.07.21	1	171	1
2015.07.21	1	173	1
2015.07.21	2	0	1
2015.07.21	2	1	3
2015.07.21	2	1	26
2015.07.21	2	4	1
2015.07.21	2	4	4
2015.07.21	2	6	2
2015.07.21	2	8	1
2015.07.21	2	9	1
2015.07.21	2	13	2
2015.07.21	2	175	1
2015.07.21	2	175	1
2015.07.21	2	176	1
2015.07.21	2	19	1
2015.07.21	2	22	2
2015.07.21	2	27	1
2015.07.21	2	27	1
2015.07.21	2	32	3
2015.07.21	2	32	1
2015.07.21	2	36	1
2015.07.21	2	142	1
2015.07.21	2	41	1
2015.07.21	2	25	1
2015.07.21	2	32	2
2015.07.21	2	53	1
2015.07.21	2	178	1
2015.07.21	2	56	2
2015.07.21	2	179	1
2015.07.21	2	57	1
2015.07.21	2	58	3
2015.07.21	2	60	2
2015.07.21	2	61	1
2015.07.21	2	62	1
2015.07.21	2	67	2
2015.07.21	2	68	1
2015.07.21	2	180	1
2015.07.21	2	76	4
2015.07.21	2	102	1
2015.07.21	2	81	1
2015.07.21	2	181	1
2015.07.21	2	86	3
2015.07.21	2	182	1
2015.07.21	2	183	1
2015.07.21	2	69	1
2015.07.21	2	91	3
2015.07.21	2	62	1
2015.07.21	2	95	1
2015.07.21	2	54	1
2015.07.21	2	77	2
2015.07.21	2	102	1
2015.07.21	2	105	3
2015.07.21	2	108	7
2015.07.21	2	109	1
2015.07.21	2	113	1
2015.07.21	2	114	8
2015.07.21	2	115	1
2015.07.21	2	117	2
2015.07.21	2	118	1
2015.07.21	2	119	1
2015.07.21	2	134	2
2015.07.21	2	123	1
2015.07.21	2	184	1
2015.07.21	2	185	1
2015.07.21	2	187	1
2015.07.21	2	131	3
2015.07.21	2	170	1
2015.07.21	2	188	2
2015.07.21	2	134	2
2015.07.21	2	191	1
2015.07.21	3	0	2
2015.07.21	3	1	2
2015.07.21	3	3	2
2015.07.21	3	42	1
2015.07.21	3	6	1
2015.07.21	3	8	1
2015.07.21	3	47	1
2015.07.21	3	13	2
2015.07.21	3	17	1
2015.07.21	3	17	2
2015.07.21	3	38	1
2015.07.21	3	22	1
2015.07.21	3	24	1
2015.07.21	3	24	1
2015.07.21	3	27	1
2015.07.21	3	31	1
2015.07.21	3	34	1
2015.07.21	3	34	1
2015.07.21	3	194	1
2015.07.21	3	196	1
2015.07.21	3	47	1
2015.07.21	3	20	1
2015.07.21	3	51	5
2015.07.21	3	53	1
2015.07.21	3	56	7
2015.07.21	3	57	1
2015.07.21	3	58	3
2015.07.21	3	60	1
2015.07.21	3	61	1
2015.07.21	3	62	1
2015.07.21	3	199	1
2015.07.21	3	68	3
2015.07.21	3	180	1
2015.07.21	3	200	1
2015.07.21	3	78	1
2015.07.21	3	201	1
2015.07.21	3	82	2
2015.07.21	3	86	2
2015.07.21	3	71	1
2015.07.21	3	70	4
2015.07.21	3	89	6
2015.07.21	3	92	1
2015.07.21	3	62	2
2015.07.21	3	80	3
2015.07.21	3	80	1
2015.07.21	3	71	1
2015.07.21	3	203	1
2015.07.21	3	101	1
2015.07.21	3	204	2
2015.07.21	3	108	1
2015.07.21	3	109	1
2015.07.21	3	113	1
2015.07.21	3	114	1
2015.07.21	3	115	1
2015.07.21	3	116	1
2015.07.21	3	118	1
2015.07.21	3	119	1
2015.07.21	3	122	1
2015.07.21	3	206	1
2015.07.21	3	124	2
2015.07.21	3	207	1
2015.07.21	3	128	1
2015.07.21	3	131	3
2015.07.21	3	209	1
2015.07.21	3	138	1
2015.07.21	3	116	1
2015.07.21	3	125	1
2015.07.21	4	1	2
2015.07.21	4	1	1
2015.07.21	4	3	2
2015.07.21	4	4	1
2015.07.21	4	212	1
2015.07.21	4	8	1
2015.07.21	4	48	1
2015.07.21	4	13	2
2015.07.21	4	15	135
2015.07.21	4	17	2
2015.07.21	4	38	1
2015.07.21	4	19	1
2015.07.21	4	20	1
2015.07.21	4	194	1
2015.07.21	4	27	1
2015.07.21	4	32	3
2015.07.21	4	34	1
2015.07.21	4	213	1
2015.07.21	4	46	2
2015.07.21	4	11	1
2015.07.21	4	28	1
2015.07.21	4	214	1
2015.07.21	4	55	1
2015.07.21	4	56	7
2015.07.21	4	57	1
2015.07.21	4	57	3
2015.07.21	4	58	4
2015.07.21	4	60	2
2015.07.21	4	65	1
2015.07.21	4	67	1
2015.07.21	4	63	1
2015.07.21	4	68	1
2015.07.21	4	68	5
2015.07.21	4	68	1
2015.07.21	4	180	1
2015.07.21	4	217	1
2015.07.21	4	75	1
2015.07.21	4	79	1
2015.07.21	4	82	3
2015.07.21	4	86	1
2015.07.21	4	218	1
2015.07.21	4	69	1
2015.07.21	4	91	5
2015.07.21	4	157	1
2015.07.21	4	80	5
2015.07.21	4	80	1
2015.07.21	4	97	1
2015.07.21	4	77	1
2015.07.21	4	102	1
2015.07.21	4	104	1
2015.07.21	4	219	1
2015.07.21	4	108	1
2015.07.21	4	109	3
2015.07.21	4	113	1
2015.07.21	4	114	1
2015.07.21	4	115	1
2015.07.21	4	117	1
2015.07.21	4	118	3
2015.07.21	4	210	1
2015.07.21	4	220	1
2015.07.21	4	123	1
2015.07.21	4	124	2
2015.07.21	4	128	1
2015.07.21	4	221	1
2015.07.21	4	120	1
